"","L4x4","DecidR_sum","Decid1_sum","Decid2_sum","Decid3_sum","Decid4_sum","Decid5_sum","Decid6_sum","Decid7_sum","Decid8_sum","Decid9_sum","MixedwoodR_sum","Mixedwood1_sum","Mixedwood2_sum","Mixedwood3_sum","Mixedwood4_sum","Mixedwood5_sum","Mixedwood6_sum","Mixedwood7_sum","Mixedwood8_sum","Mixedwood9_sum","PineR_sum","Pine1_sum","Pine2_sum","Pine3_sum","Pine4_sum","Pine5_sum","Pine6_sum","Pine7_sum","Pine8_sum","Pine9_sum","SpruceR_sum","Spruce1_sum","Spruce2_sum","Spruce3_sum","Spruce4_sum","Spruce5_sum","Spruce6_sum","Spruce7_sum","Spruce8_sum","Spruce9_sum","TreedBogR_sum","TreedBog1_sum","TreedBog2_sum","TreedBog3_sum","TreedBog4_sum","TreedBog5_sum","TreedBog6_sum","TreedBog7_sum","TreedBog8_sum","TreedBog9_sum","TreedFenR_sum","TreedFen1_sum","TreedFen2_sum","TreedFen3_sum","TreedFen4_sum","TreedFen5_sum","TreedFen6_sum","TreedFen7_sum","TreedFen8_sum","TreedFen9_sum","TreedSwampR_sum","TreedSwamp1_sum","TreedSwamp2_sum","TreedSwamp3_sum","TreedSwamp4_sum","TreedSwamp5_sum","TreedSwamp6_sum","TreedSwamp7_sum","TreedSwamp8_sum","TreedSwamp9_sum","GrassHerb_sum","Shrub_sum","GraminoidFen_sum","Marsh_sum","ShrubbyBog_sum","ShrubbyFen_sum","ShrubbySwamp_sum","Bare_sum","SnowIce_sum","Water_sum","UrbanIndustrial_sum","UrbanResidence_sum","RuralResidentialIndustrial_sum","IndustrialSiteRural_sum","WindGenerationFacility_sum","OtherDisturbedVegetation_sum","MineSite_sum","PeatMine_sum","WellSite_sum","Pipeline_sum","TransmissionLine_sum","SeismicLineNarrow_sum","SeismicLineWide_sum","RoadHardSurface_sum","RailHardSurface_sum","RoadTrailVegetated_sum","RoadVegetatedVerge_sum","RailVegetatedVerge_sum","CultivationCrop_sum","CultivationAbandoned_sum","CultivationRoughPasture_sum","CultivationTamePasture_sum","HighDensityLivestockOperation_sum","BorrowpitsDugoutsSumps_sum","MunicipalWaterSewage_sum","Reservoirs_sum","Canals_sum","CCDecidR_sum","CCDecid1_sum","CCDecid2_sum","CCDecid3_sum","CCDecid4_sum","CCMixedwoodR_sum","CCMixedwood1_sum","CCMixedwood2_sum","CCMixedwood3_sum","CCMixedwood4_sum","CCPineR_sum","CCPine1_sum","CCPine2_sum","CCPine3_sum","CCPine4_sum","CCSpruceR_sum","CCSpruce1_sum","CCSpruce2_sum","CCSpruce3_sum","CCSpruce4_sum","PropConifer.600.2016","PropWet.600.2016","TotalForest","Wt.For.Age.600.2016","PropSoftLinear.600.2016","PropHardLinear.600.2016","PropSoftPoly.600.2016","PropHardPoly.600.2016","zerolndscp"
"14","L-12-3",0,0,0,0,125240.992100784,2102402.70554682,330047.803364124,917366.993245864,1133.5943747588,240.831387812708,0,0,0,0,15052.6238943354,3612.94895186115,10.188757557549,487286.556271082,6.14395574775623,1.86768623778399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78871.4648958469,0,0,0,0,0,0,27880.089542746,0,48888.260538741,27290.9948022165,0,0,0,0,0,0,6527.05913345024,38303.4867127998,0,67368.1191495843,0,0,12544.7597243596,5932.69514779181,1799.99289701276,16620.0157129934,0,2700.00216283755,71510.3257601803,0,0,60411.5163348894,0,0,0,242738.470509711,0,0,0,0,336594.487894886,380936.808892581,0,22624.3496696122,9561.59706730036,105935.702465848,0,17549.5135596876,173442.163132729,0,0,0,15429.2009879056,0,0,0,0,0,0,0,0,0,1996.47737276883,0,0,0,0,4139.26171383426,0,0,0,0,0,0,0,0,0,0,0,0.0317588211422831,0.0778075221602948,4283668.46339898,95.6535563220152,0.104880977833665,0.018391615011432,0.0584365430373066,0.0448207763016696,"-3"
"15","L-12-4",0,0,0,41062.7940302588,299675.813838792,977591.900925114,567441.275852652,623658.818002186,285493.951799908,0,0,0,0,0,0,11548.5300741917,41881.6581861195,0,0,0,0,0,0,0,24034.8329526229,0,0,0,0,0,0,0,0,0,39008.3703497398,0,9867.33554279552,0,0,0,0,0,0,0,0,21677.7199113668,0,0,0,0,0,0,0,2301.86524935917,121481.604472644,304056.887416396,149939.20620234,83812.7909203739,9919.32896018299,0,0,0,0,32170.042543264,0,158386.659446185,0,0,0,0,0,26543.9049980499,0,7130.28963750806,0,0,29075.5795911531,0,0,214962.162813376,0,0,0,496955.018642128,0,0,0,0,380342.48629663,330434.09126564,0,31520.6731631755,6772.52800221264,109586.490181006,0,29112.5310851578,226836.998959662,0,0,0,915.538271475066,0,0,51251.0352877564,13549.0979593856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133003462148927,0.197033704368776,3805011.38667649,92.7991338957681,0.10845083723539,0.0190254323230914,0.0660316816487205,0.0976858837084627,"-4"
"17","L-13-1",0,0,0,0,551618.943274681,571111.554705,1582490.97828901,11221.288812045,0,0,0,0,0,0,154005.892112053,21182.7401125607,59087.111883872,6541.54696154125,0,0,0,0,0,0,74864.6301783987,29146.0765686963,32142.2230642752,30181.848463132,0,0,0,0,0,0,0,0,255804.855109289,78682.7307544277,0,43773.8078399487,0,0,0,7004.74076326092,73942.6422094362,38095.4709273107,62954.4815135635,0,0,0,0,0,0,0,7122.24373890132,188623.20641363,146415.43466732,0,0,0,0,0,0,0,15126.8606171328,0,0,0,0,0,25780.9967354528,0,14382.124751236,81144.7148204313,2864.8975201378,0,77312.7044598148,0,0,86208.6065693354,0,0,0,0,0,0,0,0,0,19754.9913224183,99390.1502150613,0,39288.26462597,0,0,7384.86577618213,0,0,0,0,0,0,0,0,0,0,0,1264180.95141356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165.06430617341,0,0,0,0,0.185749905645445,0.139096897390887,5306487.32469922,68.3157103091529,0.0287878944339638,0,0,0,"-1"
"18","L-13-2",0,0,0,0,654699.612122642,42970.945974816,64759.0201929748,107125.312250982,0,0,0,0,0,0,628151.597520162,72254.8658774559,0,27513.0339807678,0,0,0,0,0,0,499328.626048503,1324948.87140527,41913.1906174752,0,0,0,0,0,0,0,0,0,10795.603943351,0,0,0,0,0,0,0,55139.1017184706,0,0,0,0,0,0,0,0,0,54684.8772324646,9144.69981311794,12811.0291285234,0,0,0,0,0,0,0,0,0,15086.4533980269,0,0,0,0,0,5786.31842436337,47675.53949663,4447.86673479723,5211.31687870951,286970.068832347,0,0,158378.89464526,0,0,0,0,0,0,0,0,0,0,0,0,51062.5679922621,0,0,36675.1373763785,24293.8422225778,0,0,0,0,0,0,0,0,0,0,571524.660363174,327991.802802313,0,0,0,0,0,0,0,0,618568.916577875,86.0248998185628,0,0,0,0,0,0,0,0,0.456149468990428,0.113773639983109,5139498.24586818,52.2998739009945,0.0194499214568087,0,0,0,"-2"
"19","L-13-3",0,0,0,0,1147413.21007297,339750.84920957,0,0,0,0,0,0,0,0,31957.4152840792,0,24770.2574410974,0,0,0,0,0,0,0,851200.21375626,1203153.90871409,410249.312665767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172306.487986615,40848.2357138735,239035.724656391,29883.7691932936,0,0,0,0,0,0,251316.739664593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219176.828405321,184855.619146709,149416.55972151,11935.497787442,11727.0931487569,0,0,333722.700641313,0,0,0,0,0,0,0,0,0,3028.29817519084,15289.3243482277,0,88962.0002768476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55520735978314,0.285455773622538,4741886.1243586,72.7439369546338,0.0186249345139351,0,0,0,"-3"
"20","L-13-4",0,0,0,0,1050156.04160931,473442.340702425,57110.9005916832,0,0,0,0,0,0,0,277500.545085553,92826.295263613,0,0,0,0,0,0,0,0,1256692.18560153,1876463.8375572,0,0,0,0,0,0,0,0,0,0,0,467.420930796514,0,0,0,0,0,0,4561.80088349304,0,28042.7983429492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12610.6547646292,0,0,0,24499.2045790229,5905.398886469,0,253.616162665357,918.448241381771,5406.07547624558,56922.7698416446,0,0,254054.62602816,0,0,0,0,0,0,0,0,0,17585.7622894006,84162.2523138173,0,75465.3720605335,0,0,36983.5615914811,25272.6173586684,0,0,0,0,0,0,0,0,0,0,0,0,6.11989182978927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42689.5628300753,0,0,0.557103751067021,0.0629810398856196,5172570.50405509,69.8762194783731,0.0415745773635245,0,0,0,"-4"
"22","L-14-1",0,0,0,0,18551.5762393435,119926.829673915,0,0,0,0,0,0,0,0,32759.6707720306,0,0,0,0,0,0,0,0,0,214724.501680763,55104.2812872953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28782.9768847681,677771.709237548,282025.613793272,0,0,0,0,0,142930.153162709,0,51905.6253359088,732702.66858305,272264.044864665,0,1535.92136096059,0,0,0,0,0,0,45670.5676337395,0,0,0,0,0,54415.0320068227,892407.923031623,377490.175524602,125753.369147214,0,438972.458404233,915361.630039812,0,0,0,0,0,0,1763.20107226307,0,0,0,0,39473.3293132929,58000.796896389,0,110139.623918091,54274.4674749749,0,0,15291.7964572136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427039495866482,0.710619255898,2676656.14050997,62.2110763059628,0.0412685216574077,0,0.00685300856133557,0.000306111297267894,"-1"
"23","L-14-2",0,0,0,4255.21514024279,56491.5368949541,0,0,0,0,0,0,93157.5127506226,0,56995.9316450665,35842.5258479788,0,0,0,8027.83483330195,0,0,0,0,12286.6575601268,424580.59737058,271351.209359553,0,0,0,0,0,0,0,0,0,0,0,0,120491.057847805,0,0,0,0,0,674392.382596471,247544.983138806,44472.7386571962,0,0,0,0,234278.723009073,0,1520.15883815835,525396.624152182,16559.7395181081,0,0,0,0,0,0,0,0,0,0,6942.81043010528,0,0,0,0,1020167.62224647,136674.853385685,29453.1805226547,125228.152542271,324404.921737185,912945.669322455,0,0,9243.33842724362,0,0,0,71363.711652427,0,0,0,0,10287.7285369911,56659.8502378449,0,57484.9789159204,18522.509556367,43322.3040924293,0,22263.5165790653,87389.1570266503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446679665286121,0.571017061853749,2834588.23959033,61.8254083236446,0.0420694465826125,0.00752123334938009,0.0017860639821165,0.0123895332729908,"-2"
"24","L-14-3",0,32110.7490209051,0,0,83918.7853339231,37784.2213328024,112800.479675474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118010.163625624,0,0,966227.683319326,111121.672243799,0,0,0,0,0,0,0,0,0,0,0,128660.280832288,0,0,0,492402.995739127,0,88885.4221243066,580712.034924289,145224.551706632,0,0,0,0,0,105984.412991185,0,54863.6796402789,215545.302128469,114938.731644212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109891.213520983,874229.837375893,357537.35928197,117515.62197034,5351.53588869345,251970.557987435,298572.729318206,0,0,160026.56389172,0,0,0,0,0,0,0,0,24603.4107797632,0,0,114588.927218022,35557.6276426459,0,0,18050.4512879162,2913.05032660994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542114050506864,0.519015885284178,3389191.16628264,54.1321166163543,0.0297066070269433,0,0.00427142548259777,0,"-3"
"25","L-14-4",0,21625.3417205239,0,0,151838.480282496,66447.8518191568,137212.198591626,0,0,0,0,133712.360639737,0,0,65306.6704337496,32051.1111962357,16542.7796102684,0,50442.7258943243,0,0,22063.1191066114,0,0,1353797.63259046,31984.6282084792,0,0,0,0,0,0,0,0,0,0,11113.743906681,98420.5356246664,39827.2512640846,0,0,118798.789359651,0,0,257425.041180985,286010.515905605,18783.2337351657,0,0,0,0,0,0,0,28047.7059606586,48030.0385976675,136243.989950523,0,0,0,0,0,0,0,0,0,6760.56995115649,0,0,0,357676.532224832,813849.40015032,11892.2868755616,30021.1228213442,13670.2267874177,168313.571621888,818432.589388278,0,0,7038.8712769156,0,0,0,23461.169352837,0,0,0,0,49149.734628294,0,0,52298.9162022119,30453.997987705,43752.3497745003,0,32173.9646587269,121625.968929995,0,0,0,0,0,0,53703.435506978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425442053019312,0.33844940163417,3132486.31553051,66.5997393861512,0.041068202739347,0.00759589405807298,0.00853294003963437,0.0133966327881623,"-4"
"27","L-15-1",0,0,0,0,57543.0312988344,500696.821273476,84743.4564924053,0,0,0,0,0,0,0,0,155896.605668627,60015.5880481961,0,22469.9662507485,0,0,0,0,0,647406.013412557,547443.341142001,0,21188.5174702614,7200.8822187036,0,0,0,0,0,0,0,25608.6986897786,0,0,0,0,0,0,0,113584.731183914,512265.09383786,57113.3594579046,107559.478265514,0,0,0,0,0,0,444935.740697254,953343.981049304,133354.22125665,42881.5706275128,0,0,0,0,0,0,4446.43228358556,34173.4319715945,0,0,38922.650981643,0,0,0,954.976799706311,947.950700128688,470.668060489361,12103.4712420023,13992.754727322,0,0,311217.204112252,0,0,0,68080.4530069416,0,0,0,0,139105.833756415,107440.627039168,0,80892.3458474767,123071.39045009,0,0,22338.7191201508,40310.8507348615,0,0,0,0,0,0,10519.1957323346,0,0,0,0,66070.7757197014,0,0,0,0,189689.215451623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62741069953285,0.483032589801153,4828553.60474965,74.8092076197797,0.0649399189569005,0,0.0241503183604887,0.0136457723505688,"-1"
"28","L-15-2",0,0,0,0,50144.6489210127,481667.573291794,87255.9685844698,0,0,0,0,0,0,0,15643.4056449068,185393.836978251,155693.246678812,0,18796.4578520453,0,0,0,0,0,727084.195358942,224343.223411823,91101.1024194944,70883.7399152424,0,0,0,0,0,0,0,0,12947.378536388,0,7639.3945233845,0,0,0,0,0,260158.297367919,761441.765955892,13318.9716564896,0,0,0,0,0,0,0,54615.3257738242,995116.5872607,0,14129.8203265622,0,0,0,0,0,32871.6355344823,1003.83380927153,23046.65068941,0,8881.0424643436,0,0,0,59.206825960236,21538.8098698575,10479.6987476277,34784.0100505145,76463.3889320397,71161.6842003733,0,0,630694.734047502,0,0,0,78428.6660590118,0,301.227270677213,0,0,80112.1479063363,193631.650666223,0,45468.9336139638,68411.863546244,22946.1567536978,0,24902.0048923379,88830.2499524883,0,0,0,0,0,0,18607.2799113301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56124649349074,0.52251844734146,4293178.10295546,77.4518664988343,0.0731327608804265,0.00398370776973919,0.013960655412676,0.0168465183976288,"-2"
