"","L5x5","DecidR_sum","Decid1_sum","Decid2_sum","Decid3_sum","Decid4_sum","Decid5_sum","Decid6_sum","Decid7_sum","Decid8_sum","Decid9_sum","MixedwoodR_sum","Mixedwood1_sum","Mixedwood2_sum","Mixedwood3_sum","Mixedwood4_sum","Mixedwood5_sum","Mixedwood6_sum","Mixedwood7_sum","Mixedwood8_sum","Mixedwood9_sum","PineR_sum","Pine1_sum","Pine2_sum","Pine3_sum","Pine4_sum","Pine5_sum","Pine6_sum","Pine7_sum","Pine8_sum","Pine9_sum","SpruceR_sum","Spruce1_sum","Spruce2_sum","Spruce3_sum","Spruce4_sum","Spruce5_sum","Spruce6_sum","Spruce7_sum","Spruce8_sum","Spruce9_sum","TreedBogR_sum","TreedBog1_sum","TreedBog2_sum","TreedBog3_sum","TreedBog4_sum","TreedBog5_sum","TreedBog6_sum","TreedBog7_sum","TreedBog8_sum","TreedBog9_sum","TreedFenR_sum","TreedFen1_sum","TreedFen2_sum","TreedFen3_sum","TreedFen4_sum","TreedFen5_sum","TreedFen6_sum","TreedFen7_sum","TreedFen8_sum","TreedFen9_sum","TreedSwampR_sum","TreedSwamp1_sum","TreedSwamp2_sum","TreedSwamp3_sum","TreedSwamp4_sum","TreedSwamp5_sum","TreedSwamp6_sum","TreedSwamp7_sum","TreedSwamp8_sum","TreedSwamp9_sum","GrassHerb_sum","Shrub_sum","GraminoidFen_sum","Marsh_sum","ShrubbyBog_sum","ShrubbyFen_sum","ShrubbySwamp_sum","Bare_sum","SnowIce_sum","Water_sum","UrbanIndustrial_sum","UrbanResidence_sum","RuralResidentialIndustrial_sum","IndustrialSiteRural_sum","WindGenerationFacility_sum","OtherDisturbedVegetation_sum","MineSite_sum","PeatMine_sum","WellSite_sum","Pipeline_sum","TransmissionLine_sum","SeismicLineNarrow_sum","SeismicLineWide_sum","RoadHardSurface_sum","RailHardSurface_sum","RoadTrailVegetated_sum","RoadVegetatedVerge_sum","RailVegetatedVerge_sum","CultivationCrop_sum","CultivationAbandoned_sum","CultivationRoughPasture_sum","CultivationTamePasture_sum","HighDensityLivestockOperation_sum","BorrowpitsDugoutsSumps_sum","MunicipalWaterSewage_sum","Reservoirs_sum","Canals_sum","CCDecidR_sum","CCDecid1_sum","CCDecid2_sum","CCDecid3_sum","CCDecid4_sum","CCMixedwoodR_sum","CCMixedwood1_sum","CCMixedwood2_sum","CCMixedwood3_sum","CCMixedwood4_sum","CCPineR_sum","CCPine1_sum","CCPine2_sum","CCPine3_sum","CCPine4_sum","CCSpruceR_sum","CCSpruce1_sum","CCSpruce2_sum","CCSpruce3_sum","CCSpruce4_sum"
"1","L-10-1",0,0,0,893178.9514184,165842.50608,3702.133819,0,120486.441814,0,0,0,0,0,84773.66273,0,0,0,476722.3244857,0,0,0,0,0,337806.9621418,0,0,0,306185.048946,0,0,0,0,0,0,0,0,76419.214906,109205.59462,0,0,0,0,0,0,0,0,0,0,17095.47708,0,0,0,0,0,0,0,406994.0112974,0,210188.6638507,783107.859057,0,0,0,119954.775235,65511.11402,0,0,0,0,0,0,0,2325274.307061,696397.533802,106806.1315451,579625.44262,301963.293702632,0,0,738809.273003372,0,0,0,0,0,0,0,0,0,0,0,0,45348.7482598,0,0,28600.6156096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","L-10-2",0,0,0,65532.71761,540977.363325,0,0,0,88127.663851,0,0,0,0,742.8093356,0,0,0,0,0,0,0,0,0,0,52122.563889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38669.987254,0,0,0,0,0,127495.89855,0,0,2535334.52570173,164887.314721,753194.18873096,253251.195491,1609770.86703,0,0,0,25802.47806,0,0,0,0,0,0,0,0,719224.189658,135865.5586997,27463.9139982,194134.250407,168999.238297,0,0,1208640.01735562,0,0,0,0,0,0,0,0,10000.0163531,0,0,0,113084.745646,0,0,25098.5473311,0,0,0,0,141579.722571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","L-10-3",0,0,0,212827.84035,416126.15753,217297.1789575,0,0,0,0,0,0,0,0,0,0,0,35372.519646,49195.4842184,0,0,0,0,62829.60706,293834.048235,0,0,559265.558585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290536.215642,0,168275.785225,0,0,0,0,0,0,40888.97714,0.012427037,988742.516216,2893436.50931107,146801.117886,0,779182.55457035,0,0,0,0,0,0,0,0,0,0,0,0,604955.177568869,85812.79642,83605.36671864,241914.447779,356005.7581408,0,0,291074.3112047,0,0,0,0,0,0,0,0,0,0,0,0,65969.732802,0,0,42923.9153881,0,0,0,0,73126.769113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","L-10-4",0,0,0,180774.63458,429444.63471946,1073368.74577257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34066.10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044068657,0,66598.25738,0,0,0,0,0,0,0.025893275,3.626832884,1018214.4591684,646676.55741157,1113822.04750034,733461.33879038,1127150.457546,0,0,0,0,241978.484348,0,0,0,0,0,0,44379.65868,1300293.49636462,47276.2941537,1984.262632,74386.317552,273982.862524881,0,0,50934.0863988,0,0,0,0,0,0,0,0,12876.70001,0,0,0,114110.594361319,0,0,48126.6190373,0,0,69163.844446,0,283408.500675,13517.516541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","L-11-1",0,0,0,4703.661703,479411.413925,3024133.621418,183846.6262049,57025.550458,0,0,0,0,0,0,15563.449788,382336.922075,0,0,0,0,0,0,0,0,0,190719.457467,53376.791299,0,0,0,0,0,0,0,0,33885.6287,68194.996087,0,88765.17017457,0,0,0,0,0,0,369001.425795,511900.6453042,349503.140358408,21126.93767,0,0,0,0,0,0,5227.09929838,44963.358338,0,0,0,0,0,0,0,13980.174021,102318.61681,0,0,0,0,0,0,0,0,3713.27488492,49248.667235,299257.80355182,0,0,18443.90959386,0,0,0,162536.247946,0,0,0,0,861129.75052,204045.323796,0,271828.544643,62457.6168847,39459.692281,0,53610.9277716,40646.9315781,0,0,0,0,0,0,16931.80983,0,0,0,0,555193.75047832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361510.869874,0,0,0
"6","L-11-2",0,0,0,0,1024909.04512489,1153795.876647,0,0,0,0,0,0,0,0,60058.213901,72464.392239242,11054.270243,44967.21155852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114408.557179,116762.61226668,85904.0071187,0,10367.4574934,0,0,0,0,4949.345514,21748.25021,500585.2010883,613391.5304752,41.73092525,17.51793473,8.411250241,0,0,0,0,142226.601586,25314.29829172,49012.78613478,46.3531425,24.30279564,16.72766064,0,0,0,0,6239.928502,107660.314596773,265.522819,165.6580069,122.5770287,96.61682154,4780.646975,0,4746.969833,11957.564972,3758.010014,26518.6633962,119455.145175658,0,0,303672.19011798,0,0,16790.00542,1385014.90545548,0,0,0,0,205296.1730976,255401.3755567,106698.932545,105526.44602589,21430.50311532,79401.7388861,0,79517.92442114,323254.5185506,0,0,0,0,0,0,38318.236743,0,0,0,260861.7284989,332122.66733,8849.94423071,0,0,63036.553455,4367.2213192,212325.782248,0,0,0,0,0,0,0,394665.97898463,25352.74059,440251.7876501,0,0
"7","L-11-3",0,0,0,0,411079.709631,2495956.125238,111317.06264,11197.08287,0,0,0,0,0,0,0,780453.285624,18580.9877296,45781.92529,0,0,0,0,0,0,84114.107668,331409.181861,26972.57871361,0,0,0,0,0,0,0,0,22697.64749,4232.781914918,41326.158706257,87455.21927,0,0,0,0,0,236023.557178,308312.130757,180373.672913,252450.308297,0,0,0,0,0,0,1322.72612,50300.43267368,29598.352841,0,0,0,0,0,0,0,11475.5037509,53482.587104,0,0,0,0,0,0,0,0,10611.412027,58310.6165341,271713.2802525,0,0,5219.58374288,0,0,0,7942.119094,0,0,0,0,407176.956193,118222.118095,0,205445.9593147,55134.83549023,0,0,58438.9247557,51724.944922,0,0,0,0,0,0,15800.8231262,0,0,0,0,849766.828435344,0,0,0,0,575923.051304,0,0,0,0,0,0,0,0,0,712655.7219696,0,0,0
"8","L-11-4",0,0,0,0,852029.8384622,2060169.5828979,1.339164062,200.699866774,0.094713829,0.04012896,0,0,0,0,4393.685427,162669.658065,47029.533276,0,0,0,0,0,0,0,0,5489.443291,0,0,0,0,0,0,0,0,8543.453525,202955.91215623,48770.35982844,66821.535378,0,0,0,0,0,12627.08451,27719.4072786,430029.9853011,309925.567382,41.7546304,0,0,0,0,0,0,13130.049881305,83642.7929786,3809.4608067,0,0,0,0,0,0,0,38750.62023184,63079.983556,68769.194182,0,0,0,27.39478433,0,8879.228474,2178.382435,24628.1058304,49632.187298,111961.742108,0,0,4399.11796089,0,0,0,1437146.904568,0,0,0,0,219334.620325,266965.4072975,113296.07483,69481.37255541,38539.102928,15144.879387166,0,57527.658428436,27114.245384,0,0,0,0,0,0,57063.85416,0,0,0,446551.05186128,200395.972256,7017.355966416,0,0,2827.972878,1513.573764,256376.996482,0,0,0,1439.268028,0,0,0,25139.93896089,623396.060922918,421420.534777293,0,0
"9","L-12-1",0,0,0,69746.64347,107505.690296626,3859467.224005,762117.401378,296696.618322,0,0,0,0,0,0,13576.44646533,185378.869735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4223.67263,0,0,0,0,0,0,0,0,0,0,93996.587844,0,90744.476767,0,0,0,0,0,0,9531.436022942,167593.357357,23285.55185,338524.167237,0,0,0,0,0,0,0,116464.309743,0,64370.0544863,0,0,20669.755683,2893.31601836,245.8895165,2916.096663,0,19491.3584831,98595.51239536,0,0,382745.793222096,0,0,0,448957.96358726,0,0,0,0,565000.99801927,322587.8839808,73307.210293,12218.032342478,56795.2545204,195065.13948745,0,34830.6135857,386400.1822609,0,0,0,88522.17741,0,0,85534.112238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","L-12-2",0,0,0,220230.5709996,810153.940764088,1499328.335499,56216.951499,1558.308138,120807.815233,0,0,0,0,0,235939.50717,0,0,0,0,0,0,0,0,0,23064.399159,0,0,0,63570.198556,0,0,0,0,0,34486.81354,0,0,0,0,0,0,0,0,0,188.72256919,188369.75438754,0,0,0,0,0,0,0,2301.865249,685913.32423263,1202726.10420802,4602.896405,0,0,0,0,0,0,0,0,0,0,0,0,0,35620.17009,16338.93017,0,7848.8786045,878.219687839,54195.608026,210548.195972332,0,0,470774.40434066,0,0,0,929723.50752778,0,0,0,0,744408.133414,467667.157252,66452.918726,114968.9662737,11844.2873342,223809.612474,0,31349.82332033,428889.183017,0,0,0,0,0,0,35222.752465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
