"","L3x3","X1_mean","X2_mean","X3_mean","X4_mean"
"1","L-1-0",5.2,6,7.11111111111111,6.88888888888889
"2","L-1-1",5,5.33333333333333,7.33333333333333,7.33333333333333
"3","L-1-2",4.83333333333333,4.83333333333333,6.5,6.5
"4","L-1-3",6,5.5,7.75,7.75
"5","L-1-4",5.4,6,5.4,5.8
"6","L-1-5",6,7,6.75,5.5
"7","L-1-6",5.83333333333333,6.5,7.2,6.4
"8","L-1-7",5.33333333333333,5.66666666666667,6.5,7
"9","L-1-8",4.4,4.4,3.8,6.8
"10","L-1-9",3.8,5,4.2,5.8
"11","L-10-0",5.39385964912281,5.41228070175439,5.43888888888889,5.4625
"12","L-10-1",5.6537037037037,5.5962962962963,5.53148148148148,5.45277777777778
"13","L-10-2",5.37962962962963,5.37222222222222,5.375,5.36111111111111
"14","L-10-3",5.40208333333333,5.45625,5.48541666666667,5.45833333333333
"15","L-10-4",5.54166666666667,5.47916666666667,5.45,5.42333333333333
"16","L-10-5",5.42592592592592,5.3875,5.39047619047619,5.36666666666667
"17","L-10-6",5.36041666666666,5.36428571428571,5.36190476190476,5.39166666666667
"18","L-10-7",5.42592592592592,5.4037037037037,5.39259259259259,5.37857142857143
"19","L-10-8",5.41875,5.40833333333333,5.41041666666667,5.45
"20","L-10-9",5.39375,5.40416666666667,5.42708333333333,5.4547619047619
"21","L-11-0",4.72456140350877,4.68771929824561,4.65438596491228,4.63541666666667
"22","L-11-1",4.63333333333333,4.65925925925926,4.72037037037037,4.79583333333333
"23","L-11-2",4.59444444444444,4.59259259259259,4.62777777777778,4.70925925925926
"24","L-11-3",4.81666666666667,4.74259259259259,4.69259259259259,4.64166666666666
"25","L-11-4",4.62407407407407,4.66481481481481,4.71851851851852,4.76458333333333
"26","L-11-5",4.59444444444444,4.58518518518518,4.62407407407407,4.69583333333333
"27","L-11-6",4.77592592592593,4.71666666666667,4.68148148148148,4.65416666666667
"28","L-11-7",4.62407407407407,4.64074074074074,4.67777777777778,4.73095238095238
"29","L-11-8",4.59722222222222,4.58333333333333,4.58333333333333,4.59166666666667
"30","L-11-9",4.76666666666667,4.70370370370371,4.67222222222222,4.62083333333334
"31","L-12-0",4.95526315789474,4.90964912280702,4.9,4.86888888888889
"32","L-12-1",4.95,4.93148148148148,4.92037037037037,4.95333333333333
"33","L-12-2",4.95740740740741,4.93703703703704,4.93888888888889,4.94074074074074
"34","L-12-3",4.91851851851852,4.90555555555556,4.89074074074074,4.92708333333333
"35","L-12-4",4.91296296296296,4.89074074074074,4.86111111111111,4.83888888888889
"36","L-12-5",4.8962962962963,4.94259259259259,4.93518518518519,4.85952380952381
"37","L-12-6",4.92037037037037,4.91111111111111,4.84074074074074,4.86111111111111
"38","L-12-7",4.89444444444445,4.9,4.91111111111111,4.95833333333333
"39","L-12-8",4.94444444444444,4.90555555555556,4.89791666666667,4.94047619047619
"40","L-12-9",4.88703703703704,4.90185185185185,4.90625,4.86666666666667
"41","L-13-0",4.94561403508772,4.91666666666667,4.9,4.8921568627451
"42","L-13-1",4.89814814814815,4.82037037037037,4.8537037037037,4.82291666666667
"43","L-13-2",4.88703703703704,4.88148148148148,4.89074074074074,4.89
"44","L-13-3",4.93703703703704,4.90555555555555,4.88703703703704,4.88148148148148
"45","L-13-4",4.84259259259259,4.84814814814815,4.72037037037037,4.7037037037037
"46","L-13-5",4.93148148148148,4.92037037037037,4.87777777777778,4.89444444444444
"47","L-13-6",4.94814814814815,4.92592592592593,4.9037037037037,4.89444444444445
"48","L-13-7",4.95185185185185,5.02037037037037,4.88148148148148,4.84523809523809
"49","L-13-8",4.89791666666667,4.925,4.85208333333333,4.86111111111111
"50","L-13-9",4.86875,4.85625,4.83541666666667,4.78809523809524
"51","L-14-0",4.84561403508772,4.86388888888889,4.87685185185185,4.93194444444445
"52","L-14-1",4.88333333333333,4.89583333333333,4.9047619047619,4.90277777777778
"53","L-14-2",4.88703703703704,4.89074074074074,4.9,4.90416666666667
"54","L-14-3",4.89259259259259,4.90740740740741,4.91296296296296,4.91458333333333
"55","L-14-4",4.92777777777778,4.93888888888889,4.94444444444444,4.95925925925926
"56","L-14-5",4.88888888888889,4.89444444444444,4.91481481481481,4.95666666666667
"57","L-14-6",4.91851851851852,4.92037037037037,4.94444444444444,4.99761904761905
"58","L-14-7",4.89814814814815,4.92037037037037,4.9537037037037,4.98333333333333
"59","L-14-8",4.86481481481482,4.86481481481481,4.87592592592592,4.90833333333333
"60","L-14-9",4.87037037037037,4.86296296296296,4.84791666666667,4.85333333333333
"61","L-15-0",4.92894736842105,4.91228070175439,4.95701754385965,4.99705882352941
"62","L-15-1",4.98148148148148,5.01111111111111,5.03703703703704,5.03611111111111
"63","L-15-2",5.18148148148148,5.12037037037037,5.10185185185185,5.08148148148148
"64","L-15-3",4.93703703703704,4.98703703703704,4.975,4.97222222222222
"65","L-15-4",5.07083333333333,5.025,4.99583333333333,4.95833333333333
"66","L-15-5",5.06481481481481,5.01666666666667,4.96851851851852,4.97962962962963
"67","L-15-6",4.99583333333333,5.04166666666667,5.07083333333333,4.91904761904762
"68","L-15-7",4.96666666666667,4.95555555555556,4.94375,5.025
"69","L-15-8",5.01111111111111,4.97777777777778,4.98148148148148,4.97777777777778
"70","L-15-9",5.00555555555555,5.03333333333333,4.95740740740741,5.03125
"71","L-16-0",5.23235294117647,5.22156862745098,5.22555555555556,5.24871794871795
"72","L-16-1",5.25238095238095,5.32916666666666,5.30833333333333,5.16666666666667
"73","L-16-2",5.1962962962963,5.2,5.18611111111111,5.22916666666667
"74","L-16-3",5.2,5.23518518518519,5.23333333333333,5.29583333333333
"75","L-16-4",5.27708333333333,5.25714285714286,5.18055555555556,5.17
"76","L-16-5",5.27962962962963,5.2,5.18125,5.16666666666667
"77","L-16-6",5.24791666666667,5.26428571428571,5.24583333333333,5.18333333333333
"78","L-16-7",5.29814814814815,5.21666666666667,5.20714285714286,5.23333333333333
"79","L-16-8",5.22407407407407,5.20555555555556,5.24166666666667,5.24166666666667
"80","L-16-9",5.22857142857143,5.22380952380953,5.21333333333333,5.24444444444445
"81","L-17-0",5.24117647058824,5.26777777777778,5.26,5.37291666666667
"82","L-17-1",5.3125,5.26875,5.24583333333333,5.23888888888889
"83","L-17-2",5.31111111111111,5.25555555555556,5.20476190476191,5.18055555555556
"84","L-17-3",5.24791666666667,5.25,5.29285714285714,5.28666666666667
"85","L-17-4",5.28958333333333,5.27708333333333,5.25238095238095,5.23333333333333
"86","L-17-5",5.29444444444444,5.26296296296296,5.33809523809524,5.32
"87","L-17-6",5.32291666666667,5.32708333333333,5.27222222222222,5.29666666666667
"88","L-17-7",5.25740740740741,5.2537037037037,5.275,5.28055555555556
"89","L-17-8",5.2,5.21296296296296,5.21904761904762,5.25
"90","L-17-9",5.23541666666667,5.22083333333333,5.25,5.26111111111111
"91","L-18-0",4.87156862745098,4.88431372549019,4.921875,4.93076923076923
"92","L-18-1",4.85555555555555,4.86666666666667,4.90208333333333,5.02142857142857
"93","L-18-2",4.8375,4.8625,4.87619047619048,4.93611111111111
"94","L-18-3",4.8962962962963,4.91481481481481,4.96296296296296,4.93611111111111
"95","L-18-4",4.87291666666667,4.89583333333333,4.95714285714286,4.96666666666667
"96","L-18-5",4.86481481481481,4.88148148148148,4.90185185185185,4.96333333333333
"97","L-18-6",4.87222222222222,4.8962962962963,4.92592592592593,4.96041666666667
"98","L-18-7",4.92222222222222,4.93888888888889,5,5.00833333333333
"99","L-18-8",4.89444444444444,4.93541666666667,4.95416666666667,4.99166666666667
"100","L-18-9",4.87592592592592,4.89074074074074,4.97592592592593,4.93888888888889
"101","L-19-0",5.68888888888889,5.65555555555556,5.63333333333333,5.61666666666667
"102","L-19-1",5.73333333333333,5.65,5.6,5.76666666666667
"103","L-19-2",5.68333333333333,5.68888888888889,5.63333333333333,5.68333333333333
"104","L-19-4",5.87222222222222,5.65,5.65,5.76111111111111
"105","L-19-5",5.78666666666667,5.63333333333333,5.59333333333334,5.65666666666667
"106","L-19-6",5.68333333333334,5.6,5.56666666666667,5.68333333333333
"107","L-19-7",5.68888888888889,5.61666666666667,5.6375,5.72083333333333
"108","L-19-8",5.83666666666666,5.73333333333333,5.65333333333333,5.62666666666667
"109","L-2-0",5,4.83333333333333,5,5
"110","L-2-1",5,5,5,5
"111","L-2-2",5,5,5,5
"112","L-2-3",5,5,5,5
"113","L-2-4",5,5,5,5
"114","L-2-5",5,5,5,5
"115","L-2-6",5,5,5,5
"116","L-2-7",5,5,5,5
"117","L-2-8",5,5,5,5
"118","L-2-9",5,5,5,5
"119","L-3-0",5,5,5,5
"120","L-3-1",5,5,5,NA
"121","L-3-2",5,5,5,5
"122","L-3-3",5,5,5,5
"123","L-3-4",5,5,5,NA
"124","L-3-5",5,5,5,5
"125","L-3-6",5,5,5,5
