"","L4x4","DecidR_sum","Decid1_sum","Decid2_sum","Decid3_sum","Decid4_sum","Decid5_sum","Decid6_sum","Decid7_sum","Decid8_sum","Decid9_sum","MixedwoodR_sum","Mixedwood1_sum","Mixedwood2_sum","Mixedwood3_sum","Mixedwood4_sum","Mixedwood5_sum","Mixedwood6_sum","Mixedwood7_sum","Mixedwood8_sum","Mixedwood9_sum","PineR_sum","Pine1_sum","Pine2_sum","Pine3_sum","Pine4_sum","Pine5_sum","Pine6_sum","Pine7_sum","Pine8_sum","Pine9_sum","SpruceR_sum","Spruce1_sum","Spruce2_sum","Spruce3_sum","Spruce4_sum","Spruce5_sum","Spruce6_sum","Spruce7_sum","Spruce8_sum","Spruce9_sum","TreedBogR_sum","TreedBog1_sum","TreedBog2_sum","TreedBog3_sum","TreedBog4_sum","TreedBog5_sum","TreedBog6_sum","TreedBog7_sum","TreedBog8_sum","TreedBog9_sum","TreedFenR_sum","TreedFen1_sum","TreedFen2_sum","TreedFen3_sum","TreedFen4_sum","TreedFen5_sum","TreedFen6_sum","TreedFen7_sum","TreedFen8_sum","TreedFen9_sum","TreedSwampR_sum","TreedSwamp1_sum","TreedSwamp2_sum","TreedSwamp3_sum","TreedSwamp4_sum","TreedSwamp5_sum","TreedSwamp6_sum","TreedSwamp7_sum","TreedSwamp8_sum","TreedSwamp9_sum","GrassHerb_sum","Shrub_sum","GraminoidFen_sum","Marsh_sum","ShrubbyBog_sum","ShrubbyFen_sum","ShrubbySwamp_sum","Bare_sum","SnowIce_sum","Water_sum","UrbanIndustrial_sum","UrbanResidence_sum","RuralResidentialIndustrial_sum","IndustrialSiteRural_sum","WindGenerationFacility_sum","OtherDisturbedVegetation_sum","MineSite_sum","PeatMine_sum","WellSite_sum","Pipeline_sum","TransmissionLine_sum","SeismicLineNarrow_sum","SeismicLineWide_sum","RoadHardSurface_sum","RailHardSurface_sum","RoadTrailVegetated_sum","RoadVegetatedVerge_sum","RailVegetatedVerge_sum","CultivationCrop_sum","CultivationAbandoned_sum","CultivationRoughPasture_sum","CultivationTamePasture_sum","HighDensityLivestockOperation_sum","BorrowpitsDugoutsSumps_sum","MunicipalWaterSewage_sum","Reservoirs_sum","Canals_sum","CCDecidR_sum","CCDecid1_sum","CCDecid2_sum","CCDecid3_sum","CCDecid4_sum","CCMixedwoodR_sum","CCMixedwood1_sum","CCMixedwood2_sum","CCMixedwood3_sum","CCMixedwood4_sum","CCPineR_sum","CCPine1_sum","CCPine2_sum","CCPine3_sum","CCPine4_sum","CCSpruceR_sum","CCSpruce1_sum","CCSpruce2_sum","CCSpruce3_sum","CCSpruce4_sum","PropConifer.150.2016","PropWet.150.2016","TotalForest","Wt.For.Age.150.2016","PropSoftLinear.150.2016","PropHardLinear.150.2016","PropSoftPoly.150.2016","PropHardPoly.150.2016","zerolndscp"
"2","L-10-1",0,0,0,176482.629441926,13722.1226029159,0,0,6165.9246249763,0,0,0,0,0,5714.99259816216,0,0,0,41887.4053900288,0,0,0,0,0,30429.8591002843,0,0,0,16093.2334379973,0,0,0,0,0,0,0,0,25188.3855227704,25347.8799758295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15714.2119524182,0,22834.6069312902,86205.2154507758,0,0,0,35668.9384119011,694.89063988609,0,0,0,0,0,0,0,380981.83098412,119926.089983936,21701.5855237892,23833.3865517383,41874.2261240647,0,0,26719.8952833291,0,0,0,0,0,0,0,0,0,0,0,0,6546.95171939839,0,0,7230.89411986099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196127374626086,0.686276048826622,502150.296081162,84.8673202240918,0.012182369619652,0,0,0,"-1"
"3","L-10-2",0,0,0,32046.4905723648,119689.068335087,0,0,0,0,0,0,0,0,40982.0298523596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76339.8795569817,49695.9822691876,0,0,249769.058476663,0,0,0,0,0,0,0,0,0,0,0,0,153168.415261531,30388.8991823632,3643.09231111863,23165.9219380724,35550.5571013434,0,0,304366.166484559,0,0,0,0,0,0,0,0,0,0,0,0,6432.83140343975,0,0,3311.00380562008,0,0,0,0,2414.66866842884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332286664942034,0.818846873011055,568522.509062644,107.546001943963,0.00861549790980439,0,0,0.00213504974369596,"-2"
"4","L-10-3",0,0,0,46493.8273204483,24918.4897518508,61239.4381846995,0,0,0,0,0,0,0,0,0,0,0,44268.7653876218,0,0,0,0,0,16031.0545120901,33229.5688203788,0,0,101571.644035009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58308.6181545716,0,44794.0210229899,0,0,0,0,0,0,0,0,18799.9993864086,297069.114117747,12025.4421848505,21496.3618994355,81048.3133639955,0,0,0,0,0,0,0,0,0,0,0,0,101095.48941972,27566.2452091093,1431.82667615496,50856.6504538794,32952.9089540054,0,0,39927.630277039,0,0,0,0,0,0,0,0,0,0,0,0,9914.21752483263,0,0,5924.24900143231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605123529352321,0.696194776076298,861294.658142097,98.6874661188329,0.0140043701811239,0,0,0,"-3"
"5","L-10-4",0,0,0,98845.3237818286,25101.0528730127,51835.7018968428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17312.4894295368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35872.5889501538,0,0,0,0,0,0,0,0,101906.929129361,199989.391995024,82238.4201825662,1953.25794139382,126426.062222847,0,0,0,0,0,0,0,0,0,0,0,0,275919.854073722,703.547018656791,4842.09171409811,66905.9898647836,25625.2434153489,0,0,776.334845465867,0,0,0,0,0,0,0,0,0,0,0,0,11647.9473636213,0,0,2995.38969932545,0,0,0,0,65.9536900855866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50019111082993,0.816257704788137,741481.218402566,98.120449648259,0.0129476368546418,0,0,5.83162447726869e-05,"-4"
"7","L-11-1",0,0,0,0,58266.5689487498,486956.583405879,17710.0066727311,10686.6141006418,0,0,0,0,0,0,0,41543.7420421681,0,0,0,0,0,0,0,0,0,47520.5031315585,0,0,0,0,0,0,0,0,0,23440.1447274906,7145.66360199006,0,0,0,0,0,0,0,0,16145.3101513027,9033.33229707726,47062.5837134466,11908.3687289933,0,0,0,0,0,0,91.2879511479472,0,0,0,0,0,0,0,0,0,7476.94992210026,0,0,0,0,0,0,0,0,0,2198.79241511929,36897.7603579794,0,0,2412.3924267742,0,0,0,0,0,0,0,0,116987.420200556,78104.374119483,0,35416.0666599363,2003.11737376513,13262.5952019573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642.53784496361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56050.3461781843,0,0,0,0.193107078799178,0.11779910091368,843680.543418425,78.1372295650099,0.102145916104626,0.0117267850686557,0.103440262749328,0,"-1"
"8","L-11-2",0,0,0,3555.90478810376,29736.2160779366,172096.966763243,281.801476657242,0,0,0,0,0,0,0,2937.2312437149,5086.20168737246,60.6812551044466,16769.9729951039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441.45246888727,2785.66801253955,0,4600.04223420281,0,0,0,0,0,6028.94918752259,91576.1491403375,90049.4367641513,9573.74805696381,0,0,0,0,0,0,987.924214540091,0,5251.15596992379,0,0,0,0,0,0,0,0,6773.2717513932,0,0,0,0,0,0,0,0,1179.50108280697,10050.7288933643,45669.1848934647,0,0,694.248574038233,0,0,0,124576.050933458,0,0,0,0,64127.7899967646,86355.3053752864,0,14372.9673017925,4047.70951576988,7644.08693579956,0,6714.65123820923,31411.22729329,0,0,0,0,0,0,4623.99337436124,0,0,0,30873.3565193463,158979.685598117,125.442938160223,0,0,0,0,36514.7687024168,0,0,0,0,0,0,0,437.362377611979,42431.3133678618,10541.0330964209,0,0,0.234935652257418,0.236819054267331,729495.736687634,56.7903780689198,0.126353807916726,0.00675890074131279,0.0567017841356545,0.11423866350343,"-2"
"9","L-11-3",0,0,0,0,129945.538105472,373416.609026849,19427.0703000478,0,0,0,0,0,0,0,0,159990.147535062,0,2778.40046441008,0,0,0,0,0,0,34164.6208114098,26738.0313685277,8996.41828082465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14469.4055264263,51727.9801444309,15765.4346497901,6721.49930317312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33266.3773993376,0,0,560.726919450875,0,0,0,1095.19076485967,0,0,0,0,34557.1497522286,0,0,44598.2896345691,9654.87984504929,0,0,2921.94800715073,2761.90170522404,0,0,0,0,0,0,0,0,0,0,0,121026.388083502,0,0,0,0,36379.7158251044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140219414274684,0.108324586187922,1001547.25942503,66.6943431957446,0.0529963050984673,0,0.0305554276187159,0.000968367541428894,"-3"
"10","L-11-4",0,0,0,0,8830.63474426567,122594.805369689,4504.88956496424,97.5094001807597,0,0,0,0,0,0,3708.27773982496,14946.8490655392,0,0,0,0,0,0,0,0,66.5559881422183,0,0,0,0,0,0,0,0,0,0,10838.655333443,8627.61977492209,0,9577.99535356385,0,0,0,0,0,0,48827.4579414863,77156.8083203811,11060.9351803768,0,0,0,0,0,0,337.272238594249,11553.4379016997,8856.34940837955,0,0,0,0,0,0,0,0,31371.657880847,0,0,0,0,25.101387766871,0,0,0,0,520.370381592138,8520.35496635463,0,0,301.536322635524,0,0,0,307746.694288869,0,0,0,0,28969.8937860883,16712.9346310898,0,14045.6780008146,9279.66050147626,5.61952028219307,0,22627.1025825475,15132.0700651098,0,0,0,0,0,0,54674.9301127615,0,0,0,88876.40123153,56300.3809449364,2901.39274764517,0,0,0,70.3745333168679,58225.4124998376,0,0,0,0,0,0,0,0,60487.6615419108,12582.2201162152,0,0,0.229868067739538,0.175519140754317,652401.554821692,54.6050222410193,0.0687884921218127,4.96877915179861e-06,0.025615176571257,0.320453156329748,"-4"
"12","L-12-1",0,0,0,0,12841.2603808454,577987.036153616,17623.2333975984,18509.1639594364,0,0,0,0,0,0,2065.44916133401,31842.3218011798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4075.98639090807,0,0,0,0,0,0,0,0,0,0,3344.63487125963,0,34132.7393279255,0,0,0,0,0,0,2022.66509848092,0,0,32515.7106567751,0,0,0,0,0,0,0,0,0,5402.29620849381,0,0,4518.51239056897,0,0,0,0,11931.6529138945,32092.8146372236,0,0,33.4217581626608,0,0,0,50997.1989787726,0,0,0,0,76307.0927134374,42802.4618221145,7337.11575975485,0,14698.0006473432,48562.2709212277,0,2008.16154372445,87468.2809556637,0,0,0,8949.9019860976,0,0,894.655985697037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672803040457001,0.107409007408017,742362.497407853,84.7884340411028,0.136444438408052,0.0429387540573525,0.0674707221202383,0.0537962741148427,"-1"
"13","L-12-2",0,0,0,41519.8568024412,145738.950021217,177668.153141843,76204.1825374227,2440.91623309514,14194.8639212352,0,0,0,0,0,16979.9471826169,0,0,0,0,0,0,0,0,0,0,0,0,0,11693.9720277251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58166.8903220878,0,0,0,0,0,0,0,0,43.055429605698,18485.3309408296,0,6294.20805786352,0,0,0,0,0,0,0,0,0,0,0,0,10167.9654599375,2644.1509539956,0,854.528008447692,0,4397.5512219492,58654.4387407324,0,0,115438.190317402,0,0,0,64697.4529666391,0,0,0,0,141410.432854374,55191.9226674336,6160.83904907174,7040.91770190151,2253.53701865068,31367.9554718094,0,663.615955846986,60589.3878739189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837191009969458,0.231955861660667,569430.326617982,77.3847291304506,0.116626158758816,0.0277355424228575,0.125035087575023,0.0572054800645104,"-2"
