"","L2x2","X1_mean","X2_mean","X3_mean","X4_mean"
"83","L-12-16",4.83333333333333,4.9,4.9375,5.03333333333333
"84","L-12-17",4.96666666666667,4.9,4.84166666666667,4.83333333333333
"85","L-12-18",4.85833333333333,4.87916666666667,4.93333333333333,4.9875
"86","L-12-19",5.04583333333333,4.95,4.91666666666667,4.88888888888889
"87","L-12-2",4.85,4.83333333333333,4.87916666666666,4.93888888888889
"88","L-12-20",4.70833333333333,4.85416666666667,4.86111111111111,4.94166666666666
"89","L-12-21",5.05,4.975,4.92916666666667,4.86111111111111
"90","L-12-22",4.80833333333333,4.8375,4.92916666666667,4.94166666666667
"91","L-12-23",5.00416666666666,4.91666666666667,4.86111111111111,4.55833333333333
"92","L-12-24",4.85833333333333,4.84583333333333,4.88333333333333,4.975
"93","L-12-25",5.05,4.975,4.92083333333333,4.88333333333333
"94","L-12-3",4.9875,4.95,4.925,4.8875
"95","L-12-4",4.8375,4.875,4.9,4.98333333333334
"96","L-12-5",5.01666666666667,4.90416666666667,4.87222222222222,4.85555555555556
"97","L-12-6",4.84583333333333,4.86666666666667,4.9125,5
"98","L-12-7",5.02916666666667,4.9875,4.8875,4.85416666666667
"99","L-12-8",4.875,5.03333333333333,5.08333333333333,5.01666666666666
"100","L-12-9",5.00833333333333,4.97083333333333,4.89166666666667,4.84166666666667
"101","L-13-1",5.05416666666667,5.02083333333333,4.975,4.93888888888889
"102","L-13-10",4.85,4.8375,4.84583333333333,4.87777777777778
"103","L-13-11",4.89583333333333,4.94166666666667,4.67083333333333,4.65
"104","L-13-12",4.85416666666667,4.84166666666667,4.8375,4.8375
"105","L-13-13",5.02916666666667,5.00416666666667,4.93333333333334,4.94166666666666
"106","L-13-14",4.88333333333333,4.87916666666666,4.8875,4.9
"107","L-13-15",5.03333333333333,4.97083333333333,4.925,4.89583333333333
"108","L-13-16",4.87916666666666,4.84583333333333,4.8375,4.84166666666667
"109","L-13-17",5.0125,5.30416666666667,4.84166666666667,4.8
"110","L-13-18",4.85,4.8375,4.84583333333333,4.8625
"111","L-13-19",4.825,4.80833333333333,4.78333333333333,4.74583333333333
"112","L-13-2",4.85416666666667,4.84166666666667,4.84166666666667,4.8625
"113","L-13-20",4.85833333333333,4.84583333333333,4.8375,4.83333333333333
"114","L-13-21",5.0625,5.00416666666666,4.96666666666667,4.91666666666667
"115","L-13-22",4.86111111111111,4.86666666666667,4.88888888888889,4.89166666666667
"116","L-13-23",4.8625,4.8625,4.88333333333333,4.90555555555555
"117","L-13-24",4.85555555555556,4.85555555555556,4.87222222222222,4.86666666666667
"118","L-13-25",5.05,5.0125,4.96666666666667,4.91111111111111
"119","L-13-3",4.8625,4.87916666666666,4.9,4.9
"120","L-13-4",4.84583333333333,4.83333333333333,4.84583333333333,4.8625
"121","L-13-5",5.07083333333333,4.99166666666667,4.9375,4.91666666666667
"122","L-13-6",4.60833333333334,4.47083333333333,4.58333333333333,4.58333333333333
"123","L-13-7",5.05416666666667,4.99583333333334,4.95416666666667,4.90833333333333
"124","L-13-8",4.79583333333333,4.8125,4.825,4.88333333333333
"125","L-13-9",5.0375,5.00833333333333,4.9375,4.89166666666667
"126","L-14-1",4.87916666666667,4.85833333333333,4.85,4.84166666666667
"127","L-14-10",4.9,4.94583333333333,4.97916666666667,5
"128","L-14-11",4.99583333333333,4.9875,4.975,4.97083333333333
"129","L-14-12",4.8875,4.93333333333334,4.97083333333333,5.00416666666667
"130","L-14-13",4.875,4.84583333333333,4.85833333333333,4.85
"131","L-14-14",4.825,4.86666666666667,4.92083333333333,4.95416666666667
"132","L-14-15",4.88333333333333,4.8625,4.84166666666667,4.84166666666667
"133","L-14-16",4.90416666666667,4.92916666666667,4.96666666666667,5.01666666666666
"134","L-14-17",4.875,4.85416666666667,4.85,4.87777777777778
"135","L-14-18",4.86666666666667,4.84166666666667,4.83333333333333,4.83333333333333
"136","L-14-19",4.85833333333334,4.84166666666667,4.8375,4.83888888888889
"137","L-14-2",4.90416666666667,4.94166666666667,4.96666666666667,5.00833333333333
"138","L-14-20",4.875,4.85,4.8375,4.83888888888889
"139","L-14-21",4.80416666666667,4.84166666666667,4.88333333333333,5
"140","L-14-22",4.87916666666667,4.90833333333333,4.93333333333334,4.98333333333333
"141","L-14-23",4.87916666666667,4.91111111111111,4.95,5
"142","L-14-24",4.87083333333333,4.9,4.9,4.91666666666667
"143","L-14-25",4.8625,4.88333333333333,4.90833333333333,5.00833333333333
"144","L-14-3",4.88333333333333,4.8625,4.84166666666667,4.84166666666667
"145","L-14-4",4.88333333333333,4.92083333333333,4.95833333333333,4.9875
"146","L-14-5",4.84166666666667,4.85416666666667,4.84166666666667,4.85
"147","L-14-6",4.86666666666667,4.9125,4.95555555555556,4.99444444444444
"148","L-14-7",4.8875,4.87777777777778,4.84444444444444,4.83333333333333
"149","L-14-8",4.89166666666667,4.92083333333333,4.97916666666667,5.02222222222222
"150","L-14-9",5.00833333333333,4.975,4.95833333333333,5.00555555555555
"151","L-15-1",4.95833333333333,5.00833333333333,5.06666666666666,5.05833333333334
"152","L-15-10",4.87916666666667,4.9,4.91666666666667,5.075
"153","L-15-11",5.15833333333333,5.075,4.9875,4.89583333333333
"154","L-15-12",4.96666666666667,4.98888888888889,5.02777777777778,5.08888888888889
"155","L-15-13",5.17916666666667,5.05416666666667,4.9375,4.91666666666667
"156","L-15-14",4.83333333333333,5.02777777777778,5.21111111111111,4.92777777777778
"157","L-15-15",5.07083333333333,5.01666666666666,4.94583333333333,4.8625
"158","L-15-16",4.9,4.90833333333333,4.97083333333333,5.05416666666667
"159","L-15-17",5.11666666666667,5.02916666666667,4.95833333333333,4.89166666666667
"160","L-15-18",4.89166666666667,4.9125,4.95416666666667,4.97916666666667
"161","L-15-19",5.175,5.08333333333333,4.97916666666667,4.9
"162","L-15-2",5.19166666666667,5.225,5.24166666666667,5.36666666666667
"163","L-15-20",4.875,5.03333333333333,4.9625,5.13333333333333
"164","L-15-21",4.97916666666667,4.87083333333333,4.8625,5.0125
"165","L-15-22",4.85833333333333,4.95,5.00555555555556,5.05
"166","L-15-23",5.2,5.04166666666667,5.025,4.97083333333333
"167","L-15-24",4.8375,4.8625,4.9125,5.02916666666667
"168","L-15-25",4.95416666666667,4.9875,5.04166666666667,5.07916666666666
"169","L-15-3",5.1875,5.0625,4.98333333333333,4.91666666666667
"170","L-15-4",4.85416666666667,4.925,4.91111111111111,5.00555555555556
"171","L-15-5",4.84583333333333,4.90833333333333,5.0125,5.05555555555556
"172","L-15-6",4.95,4.96666666666667,5,5.05416666666667
"173","L-15-7",5.15833333333333,5.0625,4.99583333333333,4.9
"174","L-15-8",4.89583333333333,4.9375,5,5.05416666666667
"175","L-15-9",5.1625,5.1125,5,4.90833333333333
"176","L-16-1",5.34166666666667,5.425,5.43333333333333,NA
"177","L-16-10",5.18333333333333,5.23888888888889,5.21666666666667,5.26666666666667
"178","L-16-11",5.25,5.22083333333333,5.17083333333333,5.16666666666667
"179","L-16-12",5.35833333333333,5.23333333333333,5.19583333333333,5.18333333333333
"180","L-16-13",5.26666666666666,5.2,5.17916666666667,5.16666666666667
"181","L-16-14",5.33888888888889,5.25,5.23333333333333,NA
"182","L-16-15",5.225,5.19583333333333,5.175,5.18333333333333
"183","L-16-16",5.35416666666667,5.21666666666667,5.19166666666666,5.25
"184","L-16-17",5.2375,5.22083333333333,5.32916666666666,5.33333333333333
"185","L-16-18",5.19583333333333,5.19583333333333,5.18888888888889,NA
"186","L-16-19",5.23333333333333,5.18333333333333,5.17083333333333,5.16666666666667
"187","L-16-2",5.1875,5.22777777777778,NA,NA
"188","L-16-20",5.18888888888889,5.22777777777778,5.21666666666667,5.23333333333333
"189","L-16-21",5.24166666666667,5.2125,5.17916666666667,5.175
"190","L-16-22",5.3,5.22083333333333,5.20833333333333,5.18333333333333
"191","L-16-23",5.2375,5.21666666666667,5.2125,5.2375
"192","L-16-24",5.21111111111111,5.22222222222222,5.21666666666667,5.26666666666667
"193","L-16-25",5.24444444444444,5.31666666666667,5.37777777777778,5.40555555555555
"194","L-16-3",5.19583333333333,5.19166666666666,5.17916666666667,5.17777777777778
"195","L-16-4",5.1875,5.24583333333334,5.25,NA
"196","L-16-5",5.23333333333333,5.19583333333333,5.17916666666667,5.16666666666667
"197","L-16-6",5.21111111111111,NA,NA,NA
"198","L-16-7",5.22916666666667,5.24166666666667,5.19444444444444,5.275
"199","L-16-8",5.25,5.21111111111111,5.175,NA
"200","L-16-9",5.1875,5.29166666666667,5.31666666666667,5.425
"201","L-17-1",5.29166666666667,5.23333333333333,5.22083333333333,5.20416666666667
"202","L-17-10",5.33333333333333,5.19166666666666,5.19444444444444,NA
"203","L-17-11",5.27916666666667,5.24166666666667,5.2,5.17083333333333
"204","L-17-12",5.27222222222222,5.30555555555556,5.43333333333333,NA
"205","L-17-13",5.2375,5.29166666666667,5.31666666666667,5.35416666666667
"206","L-17-14",5.22777777777778,5.22777777777778,5.28888888888889,5.35833333333333
"207","L-17-15",5.3625,5.46666666666667,5.34444444444444,5.42222222222222
"208","L-17-16",5.225,5.28333333333333,5.34583333333333,5.41666666666667
"209","L-17-17",5.27083333333333,5.21666666666667,5.19583333333333,5.225
"210","L-17-18",5.17916666666667,5.22916666666667,5.28333333333333,NA
"211","L-17-19",5.26666666666666,5.2125,5.22083333333333,5.22083333333333
"212","L-17-2",5.48888888888889,5.33333333333333,5.19166666666666,NA
"213","L-17-20",5.18333333333334,5.20416666666667,5.24444444444444,NA
"214","L-17-21",5.37916666666667,5.2375,5.19166666666666,5.175
"215","L-17-22",5.18888888888889,5.21666666666667,5.2,NA
"216","L-17-23",5.19583333333333,5.18333333333334,5.19166666666666,5.28333333333333
"217","L-17-24",5.175,5.2,5.26666666666667,5.28333333333333
"218","L-17-25",5.2125,5.275,5.34583333333333,5.39166666666667
"219","L-17-3",5.27916666666667,5.21666666666667,5.16666666666667,5.17083333333333
"220","L-17-4",5.25,5.29444444444444,5.32777777777778,5.3
"221","L-17-5",5.2125,5.36666666666667,5.34444444444445,5.52222222222222
"222","L-17-6",5.29583333333333,5.325,5.35,5.39444444444444
"223","L-17-7",5.3,5.24583333333333,5.23333333333333,5.2
"224","L-17-8",5.3125,5.225,5.33333333333333,5.16666666666667
"225","L-17-9",5.25833333333333,5.23333333333333,5.20833333333333,5.19166666666667
"226","L-18-1",4.8375,4.86666666666667,4.90416666666667,5.05833333333334
"227","L-18-10",4.92083333333333,4.95833333333334,4.99166666666667,5.0625
"228","L-18-11",4.85833333333333,4.87083333333333,4.89444444444445,4.97222222222222
"229","L-18-12",4.93333333333334,4.975,5.05833333333334,5.05
"230","L-18-13",4.84166666666667,4.85,4.86666666666667,4.94166666666667
"231","L-18-14",4.89166666666667,4.9375,4.98333333333334,5.0125
"232","L-18-15",4.84166666666667,4.83333333333333,4.89166666666667,4.84444444444444
"233","L-18-16",4.94583333333333,4.97083333333333,5.0375,5.05
"234","L-18-17",4.84166666666667,4.83888888888889,4.84444444444444,4.91111111111111
"235","L-18-18",4.94583333333333,5.00833333333333,5.0375,5.07916666666667
"236","L-18-19",4.8375,4.8375,4.85,4.8625
"237","L-18-2",4.83333333333333,4.8375,4.8625,4.95833333333334
"238","L-18-20",4.92083333333334,4.94583333333333,5.1125,5.00833333333333
"239","L-18-21",4.91111111111111,4.91666666666667,4.975,4.86666666666667
"240","L-18-22",4.92222222222222,4.95,5.02222222222222,5.025
"241","L-18-23",4.83333333333333,4.84166666666667,4.85,4.86666666666667
"242","L-18-24",4.91666666666667,4.96666666666667,5.05,5.07222222222222
"243","L-18-25",4.84166666666667,4.8375,4.84166666666667,4.86111111111111
"244","L-18-3",4.8375,4.84583333333333,4.9,4.96666666666667
"245","L-18-4",4.94583333333333,4.975,5.05833333333334,5.08333333333333
"246","L-18-5",4.84166666666667,4.84166666666667,4.85416666666667,4.86666666666667
"247","L-18-6",4.91111111111111,4.95,5,5.05
"248","L-18-7",4.8375,4.83333333333333,4.84166666666667,4.85555555555556
"249","L-18-8",4.83888888888889,4.90555555555556,4.875,4.94166666666666
"250","L-18-9",4.84166666666667,4.8375,4.85833333333333,4.86111111111111
"251","L-19-11",5.78333333333333,5.63333333333333,5.56666666666667,5.73333333333333
"252","L-19-12",5.91666666666667,5.65833333333333,5.69166666666666,5.775
"253","L-19-13",5.73333333333334,5.65,5.63333333333333,5.675
"254","L-19-14",5.7,5.63333333333333,5.56666666666667,5.63333333333333
"255","L-19-16",5.7125,5.60833333333333,5.65416666666667,5.75833333333333
"256","L-19-17",5.7625,5.6625,5.61111111111111,5.61111111111111
"257","L-19-18",5.83333333333333,5.75,5.69166666666666,5.69166666666666
"258","L-19-2",5.68333333333333,5.68333333333333,5.65,5.76666666666667
"259","L-19-21",5.71111111111111,5.68888888888889,5.60555555555556,5.56666666666667
"260","L-19-22",5.6875,5.63333333333333,5.65416666666667,5.64166666666667
"261","L-19-7",5.83333333333333,5.61666666666667,5.56666666666667,5.625
"262","L-19-8",5.79166666666667,5.65,5.56666666666667,5.68333333333334
"263","L-19-9",5.66666666666667,5.56666666666667,5.56666666666667,5.73333333333333
"264","L-2-1",5,5,5,5
"265","L-2-10",5,4.25,5,5
"266","L-2-11",5,5,5,5
"267","L-2-12",5,5,5,NA
"268","L-2-13",5,5,5,NA
"269","L-2-14",5,5,5,5
"270","L-2-15",5,5,5,5
"271","L-2-16",5,5,5,5
"272","L-2-17",5,5,5,NA
"273","L-2-18",5,5,5,5
"274","L-2-19",5,5,5,5
"275","L-2-2",5,5,5,5
"276","L-2-20",5,5,5,5
"277","L-2-21",5,5,5,5
"278","L-2-22",5,5,5,5
"279","L-2-23",5,5,5,5
"280","L-2-24",5,5,5,5
"281","L-2-25",5,5,5,5
"282","L-2-3",5,5,5,5
"283","L-2-4",5,5,5,5
"284","L-2-5",5,5,5,5
"285","L-2-6",5,5,5,5
"286","L-2-7",5,5,5,5
"287","L-2-8",5,5,5,5
"288","L-2-9",5,5,5,5
"289","L-3-1",5,NA,NA,NA
"290","L-3-10",5,5,5,5
"291","L-3-11",5,5,5,NA
"292","L-3-12",5,5,5,5
"293","L-3-13",5,5,5,NA
"294","L-3-14",5,5,5,5
"295","L-3-15",5,5,5,NA
"296","L-3-16",5,5,5,5
"297","L-3-17",5,5,5,5
"298","L-3-18",5,5,5,5
"299","L-3-19",5,5,5,5
"300","L-3-2",5,5,NA,NA
"301","L-3-20",5,5,5,NA
"302","L-3-21",5,5,5,5
"303","L-3-22",5,5,5,5
"304","L-3-23",5,5,5,5
"305","L-3-24",5,5,5,5
"306","L-3-25",5,5,5,5
"307","L-3-3",5,5,5,5
"308","L-3-4",5,5,5,5
"309","L-3-5",5,5,NA,NA
"310","L-3-6",5,5,5,NA
"311","L-3-7",5,5,5,5
"312","L-3-8",5,5,5,5
"313","L-3-9",5,5,5,NA
"314","L-4-1",5,5,5,5
"315","L-4-10",5,5,NA,NA
"316","L-4-11",5,5,5,NA
"317","L-4-12",5,5,5,5
"318","L-4-13",5,5,5,5
"319","L-4-14",5,5,5,5
"320","L-4-15",5,5,5,5
"321","L-4-16",5,5,5,5
"322","L-4-17",5,5,5,5
"323","L-4-18",5,5,5,5
"324","L-4-19",5,5,5,5
"325","L-4-2",5,5,5,NA
"326","L-4-20",5,5,4.9625,4.94444444444444
"327","L-4-21",5,5,5,5
"328","L-4-22",5,5,5,5
"329","L-4-23",5,5,5,5
"330","L-4-24",5,5,5,NA
"331","L-4-25",5,5,5,5
"332","L-4-3",5,5,5,5
"333","L-4-4",5,4.975,4.96666666666667,4.96111111111111
"334","L-4-5",5,5,5,5
"335","L-4-6",5,5,5,5
"336","L-4-7",5,5.33333333333333,5,5
"337","L-4-8",5,5,5,5
"338","L-4-9",5,5,5,5
"339","L-5-1",5.11666666666667,5.1375,5.16666666666667,5.34166666666667
"340","L-5-10",5.5125,5.4,5.66666666666667,5.6
"341","L-5-11",5.11666666666667,5.15416666666667,5.18333333333333,5.225
"342","L-5-12",5.16666666666667,5.55,5.4125,5.4875
"343","L-5-13",5.27083333333333,5.475,5.42916666666667,5.44583333333333
"344","L-5-14",5.5625,5.45416666666667,5.52916666666667,5.575
"345","L-5-15",4.99166666666667,5.0125,5.025,5.29583333333333
"346","L-5-16",5.49583333333334,5.4125,5.3625,5.76666666666666
"347","L-5-17",5.12083333333334,5.44166666666667,5.47916666666667,5.475
"348","L-5-18",5.41666666666667,5.36666666666667,5.2875,5.5875
"349","L-5-19",5.13333333333333,5.11666666666667,5.15416666666667,5.60416666666667
"350","L-5-2",5.62916666666667,5.60416666666667,5.54583333333333,5.5125
"351","L-5-20",5.49166666666667,5.3625,5.3125,5.3375
"352","L-5-21",5.11666666666667,5.13333333333333,5.30833333333333,5.40416666666667
"353","L-5-22",5.3375,5.45416666666667,5.36666666666667,5.62083333333333
"354","L-5-23",5.12083333333334,5.125,5.15833333333333,5.37916666666666
"355","L-5-24",5.4625,5.3875,5.44166666666667,5.42083333333334
"356","L-5-25",5.12916666666667,5.12916666666667,5.12916666666667,5.17083333333333
"357","L-5-3",4.99583333333334,5.05416666666667,5.35833333333334,5.59166666666667
"358","L-5-4",5.4875,5.34166666666667,5.20833333333333,5.45833333333333
"359","L-5-5",5.12916666666666,5.18333333333333,5.49583333333333,5.70416666666666
"360","L-5-6",5.12916666666667,5.06666666666667,7.24166666666667,5.075
"361","L-5-7",5.11666666666667,5.18333333333333,5.37083333333333,5.40416666666667
"362","L-5-8",5.58333333333333,5.4,5.49166666666667,5.37916666666666
"363","L-5-9",5.375,5.12083333333334,5.27083333333333,5.37916666666666
"364","L-6-1",5.1625,4.39166666666666,4.44583333333333,5.27222222222222
"365","L-6-10",5.3625,5.19583333333333,5.14583333333333,5.13333333333333
"366","L-6-11",3.5875,3.60416666666667,4.40833333333333,5.25
"367","L-6-12",3.71666666666667,3.67916666666667,4.44166666666667,3.575
"368","L-6-13",4.44166666666667,4.40416666666667,5.17777777777778,3.55833333333333
"369","L-6-14",5.42083333333334,5.25833333333333,5.22777777777778,5.18333333333334
"370","L-6-15",5.2,5.26666666666666,5.3125,5.23333333333333
"371","L-6-16",5.375,4.45,4.09444444444445,5.14444444444445
"372","L-6-17",5.2375,5.2875,4.5125,4.19444444444444
"373","L-6-18",4.55416666666667,4.5,4.36666666666667,5.125
"374","L-6-19",5.15,5.19166666666666,5.25833333333333,5.3
"375","L-6-2",2.8375,4.5125,3.61666666666667,4.1
"376","L-6-20",5.4,5.25555555555556,5.18333333333333,5.125
"377","L-6-21",5.15,4.3875,4.42916666666667,5.25555555555555
"378","L-6-22",4.22222222222222,3.10555555555556,5.18888888888889,4.10555555555556
"379","L-6-23",4.38333333333333,5.2,5.22083333333333,5.27083333333333
"380","L-6-24",5.34444444444444,5.2,5.17222222222222,5.12222222222222
"381","L-6-25",5.26666666666667,5.3,5.35416666666667,5.24444444444444
"382","L-6-3",5.2625,5.30833333333333,5.33333333333333,4.31666666666667
"383","L-6-4",5.39583333333333,5.27916666666667,5.23333333333334,5.16111111111111
"384","L-6-5",5.1375,5.18333333333333,5.22083333333333,5.27916666666667
"385","L-6-6",3.72916666666667,2.81666666666667,4.51666666666666,4.42916666666667
"386","L-6-7",5.15,4.37083333333333,5.18333333333333,5.21666666666667
"387","L-6-8",5.3875,5.18888888888889,5.12777777777778,NA
"388","L-6-9",5.04583333333333,5.05,5.07777777777778,5.11111111111111
"389","L-7-1",5.15833333333333,5.17916666666667,4.45,5.28888888888889
"390","L-7-10",4.52083333333333,3.62083333333333,5.15833333333333,5.11666666666667
"391","L-7-11",5.16666666666667,5.225,5.25416666666666,5.30416666666667
"392","L-7-12",4.5125,5.27083333333333,5.18333333333334,5.125
"393","L-7-13",4.49583333333333,5.19166666666667,5.15,5.15833333333333
"394","L-7-14",4.50416666666667,5.19583333333333,5.18333333333333,5.12777777777778
"395","L-7-15",5.19166666666666,4.40833333333333,5.2375,5.26666666666667
"396","L-7-16",5.3,5.22777777777778,5.12777777777778,5.12222222222222
"397","L-7-17",5.18333333333333,5.2125,5.24166666666667,5.30416666666667
"398","L-7-18",5.33333333333333,5.05416666666667,5.15,4.925
"399","L-7-19",4.3875,5.225,5.125,5.11111111111111
"400","L-7-2",5.44166666666667,5.24583333333334,5.19444444444444,5.13888888888889
"401","L-7-20",5.4,5.24444444444444,5.2,3.55833333333333
"402","L-7-21",5.1625,5.19166666666666,5.22916666666667,5.3125
"403","L-7-22",5.39166666666667,5.25,5.125,5.13333333333333
"404","L-7-23",5.19583333333333,5.25,5.3,5.3
"405","L-7-24",4.40833333333333,5.1875,5.13888888888889,5.13333333333333
"406","L-7-25",5.17083333333333,5.1875,5.22083333333333,5.24583333333333
"407","L-7-3",5.15,5.19166666666666,5.2625,4.20555555555556
"408","L-7-4",5.40833333333333,5.27916666666667,3.575,3.56666666666667
"409","L-7-5",5.18333333333333,5.23333333333333,5.28333333333334,5.31666666666667
"410","L-7-6",4.54583333333334,5.33333333333333,4.34166666666667,5.17222222222222
"411","L-7-7",5.18888888888889,5.21111111111111,5.24444444444444,5.27777777777778
"412","L-7-8",5.44166666666667,5.28333333333333,5.2,5.12916666666667
"413","L-7-9",5.20416666666666,5.24166666666667,5.27916666666667,5.31111111111111
"414","L-8-1",3.17083333333333,3.76666666666666,4.37777777777778,4.46666666666667
"415","L-8-10",3.95833333333333,3.2875,4.4625,3.80416666666667
"416","L-8-11",4.34166666666667,3.7625,4.37083333333333,3.82916666666666
"417","L-8-12",3.91666666666667,3.25,3.80416666666667,3.61111111111111
"418","L-8-13",3.30833333333334,3.89166666666667,3.86666666666667,4.38888888888889
"419","L-8-14",3.27083333333333,3.97083333333333,3.7,4.47222222222222
"420","L-8-15",3.175,4.38333333333333,3.8125,3.85416666666667
"421","L-8-16",3.93333333333333,3.3,4.54583333333333,4.49444444444444
"422","L-8-17",3.175,3.22083333333333,3.19166666666667,3.85833333333334
"423","L-8-18",2.67916666666667,3.90833333333333,3.24166666666667,4.41666666666667
"424","L-8-19",3.62916666666667,4.22916666666667,3.66666666666667,2.47916666666667
"425","L-8-2",3.94166666666667,3.90833333333333,4.46666666666667,4.41666666666667
"426","L-8-20",3.94583333333333,2.59583333333333,2.81111111111111,4.44444444444444
"427","L-8-21",4.34583333333333,3.7875,3.21666666666667,4.42222222222222
"428","L-8-22",2,3.95833333333333,3.2375,3.83333333333333
"429","L-8-23",4.34166666666667,3.775,3.79583333333333,4.43333333333333
"430","L-8-24",2.65416666666667,3.94166666666667,3.85,4.43333333333334
