"","L5x5","DecidR_sum","Decid1_sum","Decid2_sum","Decid3_sum","Decid4_sum","Decid5_sum","Decid6_sum","Decid7_sum","Decid8_sum","Decid9_sum","MixedwoodR_sum","Mixedwood1_sum","Mixedwood2_sum","Mixedwood3_sum","Mixedwood4_sum","Mixedwood5_sum","Mixedwood6_sum","Mixedwood7_sum","Mixedwood8_sum","Mixedwood9_sum","PineR_sum","Pine1_sum","Pine2_sum","Pine3_sum","Pine4_sum","Pine5_sum","Pine6_sum","Pine7_sum","Pine8_sum","Pine9_sum","SpruceR_sum","Spruce1_sum","Spruce2_sum","Spruce3_sum","Spruce4_sum","Spruce5_sum","Spruce6_sum","Spruce7_sum","Spruce8_sum","Spruce9_sum","TreedBogR_sum","TreedBog1_sum","TreedBog2_sum","TreedBog3_sum","TreedBog4_sum","TreedBog5_sum","TreedBog6_sum","TreedBog7_sum","TreedBog8_sum","TreedBog9_sum","TreedFenR_sum","TreedFen1_sum","TreedFen2_sum","TreedFen3_sum","TreedFen4_sum","TreedFen5_sum","TreedFen6_sum","TreedFen7_sum","TreedFen8_sum","TreedFen9_sum","TreedSwampR_sum","TreedSwamp1_sum","TreedSwamp2_sum","TreedSwamp3_sum","TreedSwamp4_sum","TreedSwamp5_sum","TreedSwamp6_sum","TreedSwamp7_sum","TreedSwamp8_sum","TreedSwamp9_sum","GrassHerb_sum","Shrub_sum","GraminoidFen_sum","Marsh_sum","ShrubbyBog_sum","ShrubbyFen_sum","ShrubbySwamp_sum","Bare_sum","SnowIce_sum","Water_sum","UrbanIndustrial_sum","UrbanResidence_sum","RuralResidentialIndustrial_sum","IndustrialSiteRural_sum","WindGenerationFacility_sum","OtherDisturbedVegetation_sum","MineSite_sum","PeatMine_sum","WellSite_sum","Pipeline_sum","TransmissionLine_sum","SeismicLineNarrow_sum","SeismicLineWide_sum","RoadHardSurface_sum","RailHardSurface_sum","RoadTrailVegetated_sum","RoadVegetatedVerge_sum","RailVegetatedVerge_sum","CultivationCrop_sum","CultivationAbandoned_sum","CultivationRoughPasture_sum","CultivationTamePasture_sum","HighDensityLivestockOperation_sum","BorrowpitsDugoutsSumps_sum","MunicipalWaterSewage_sum","Reservoirs_sum","Canals_sum","CCDecidR_sum","CCDecid1_sum","CCDecid2_sum","CCDecid3_sum","CCDecid4_sum","CCMixedwoodR_sum","CCMixedwood1_sum","CCMixedwood2_sum","CCMixedwood3_sum","CCMixedwood4_sum","CCPineR_sum","CCPine1_sum","CCPine2_sum","CCPine3_sum","CCPine4_sum","CCSpruceR_sum","CCSpruce1_sum","CCSpruce2_sum","CCSpruce3_sum","CCSpruce4_sum","PropConifer.600.2016","PropWet.600.2016","TotalForest","Wt.For.Age.600.2016","PropSoftLinear.600.2016","PropHardLinear.600.2016","PropSoftPoly.600.2016","PropHardPoly.600.2016","zerolndscp"
"11","L-12-3",0,0,0,0,606481.45404494,1403179.68763641,140078.025652595,2112096.92874144,1315.69287201681,279.518095148026,0,0,0,0,17905.8661210189,6614.43992453511,82153.6183215371,899974.340260105,3304.66626731971,1004.57750044766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32906.5088033156,0,0,0,0,0,0,200.078963241115,223.64329600503,135.690684092178,78921.6739953191,21.0769284929895,10.1201039161624,0,0,0,0,154203.277929506,332.054601962831,120613.609489768,112577.996486948,56.4307873643918,38.8414186811455,0,0,0,32170.042543264,49762.578297908,82151.1568928077,0,67368.1191495843,0,0,28101.6490592964,63359.5382449471,30808.1023830744,46697.303411174,0,2700.00216283755,91124.3144108821,0,0,60188.1586003253,0,0,0,597693.588424183,0,0,387067.790057816,0,399805.686956512,524759.503304757,0,29003.5985998543,5776.42289924675,159011.496699488,0,34199.5618144114,286092.688017584,0,0,0,19776.0832460029,0,0,121007.60620677,38995.7205488087,0,0,0,0,0,1996.47737276883,0,0,0,0,65752.6640464366,0,0,0,0,0,0,0,0,0,0,0,0.0555823337209568,0.103367141393017,6073830.8572289,99.5649382554227,0.0977590860706504,0.0176679440777209,0.0444228541062791,0.12939342094262,"-3"
"12","L-12-4",0,0,0,0,345782.444756338,1501851.18144625,662553.069021042,261747.166363003,399875.709050984,0,0,0,0,0,233975.832710225,50685.6086266739,14293.0880430911,117678.108695828,755.226933641325,229.579607711339,0,0,0,0,2180.48680420676,0,0,0,0,0,0,0,0,0,26609.1774652456,0,14580.6732606153,14907.1820046684,0,0,0,0,0,0,1209.56821727664,15800.3907255759,0,0,728.704819538746,0,0,0,0,0,1466283.34363815,185603.777705144,963962.890826703,46162.6009496906,122488.51378215,0,0,0,0,0,0,880.112177724972,0,0,0,0,4865.42968008448,7081.26525647861,0,147.872857302458,0,18345.6719142478,49702.7593410775,0,0,89493.9758251899,0,0,0,743427.186198816,0,0,0,0,611870.328487921,423294.669376807,0,70055.0630206662,35363.5252768823,133652.098775845,0,41322.6175565054,272090.27487209,0,0,0,0,0,0,34913.5201179231,13549.0979593856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317835256688774,0.328978909197753,6450824.43763147,86.3024557106767,0.0935695722336612,0.0148502331973161,0.0679855920542135,0.0879877560306805,"-4"
"13","L-13-1",0,0,0,0,1365401.69162844,576864.022653877,1582490.97828901,62480.5299514174,0,0,0,0,0,0,240007.673857665,21182.7401125607,59087.111883872,34054.580942309,0,0,0,0,0,0,310883.577540359,146160.764920546,61290.0129876327,30181.848463132,0,0,0,0,0,0,0,0,266600.45905264,78682.7307544277,0,43773.8078399487,0,0,0,7004.74076326092,276424.550802679,38095.4709273107,106937.539515483,0,0,0,0,0,0,0,84085.065670041,188623.20641363,159226.463795844,0,0,0,0,0,0,0,15126.8606171328,0,27697.1081626561,0,0,0,25780.9967354528,0,156749.446843772,170898.292355962,107408.579070429,1745.26096399018,236025.672785203,0,0,426120.477805787,0,0,0,0,0,0,0,0,0,24865.5722022801,126495.269196788,0,74923.0794883875,0,0,10321.0291425775,0,0,0,0,0,0,0,0,0,0,0,1753084.65415822,102052.966900379,0,0,0,0,0,0,0,0,0,0,0,0,0,1165.06430617341,0,0,0,0,0.199903922639234,0.222463192943687,7638666.22291065,63.1483861189702,0.0262894388922259,0,0,0,"-1"
"14","L-13-2",0,0,0,0,1179599.03741961,1640625.88190017,155479.618186505,55866.0711116095,0,0,0,0,0,0,824594.985050089,107803.575519992,0,0,0,0,0,0,0,0,455791.962572658,1551628.03402503,66955.9735816084,0,0,0,0,0,0,0,0,19964.7942705267,0,25880.6876888611,0,0,0,0,0,0,37748.4809286745,98732.003567845,50449.1703936852,0,0,0,0,0,0,0,82032.7614483487,85784.7076435932,0,0,0,0,0,0,0,0,0,50408.6850630041,0,0,0,0,0,5905.398886469,5786.31842436337,75932.3449590903,4752.73534647458,4744.92148542523,168427.826980303,0,0,274231.192537196,0,0,0,0,0,0,0,0,7999.92082854652,0,0,0,81440.7623843004,0,0,47015.672942714,30367.6439160011,0,0,0,0,0,0,0,0,0,0,381298.559383382,425107.475255668,62.2939555202029,0,0,13209.4433581315,0,0,0,0,655330.967203479,1192.18998288657,0,0,0,0,0,327847.607206673,0,0,0.384371037834874,0.104336794308667,8293394.96671754,59.3032657302289,0.0176471199158906,0,0.000888880092060724,0,"-2"
"15","L-13-3",0,0,0,0,1523172.05088376,1164208.25759639,0,0,0,0,0,0,0,0,302489.926570625,0,24770.2574410974,0,0,0,0,0,0,0,2746817.1895337,1387235.69943575,381193.802430233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53718.7187159043,94123.6385465758,195052.666654471,29883.7691932936,0,0,0,0,0,0,213090.420241487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24499.2045790229,0,88615.9440623125,129648.02700775,48911.9891508711,12586.8759367922,43019.4147452555,0,0,90472.0280774715,0,0,0,0,0,0,0,0,8000.09676078789,12547.0569487033,51450.9425567061,0,119425.359946861,0,0,2729.14438703868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252337.518437981,0,0,0,0,0,0,0,0,0,0.594828158132155,0.111013721370243,8368093.91568126,67.7365664753806,0.020683611537701,0,0.000888899640087543,0,"-3"
"16","L-13-4",0,0,0,6304.99625211264,842653.751905598,1719617.75437198,206566.410092949,0,0,0,0,0,0,0,14981.27420314,185691.270983468,0,0,0,0,0,0,0,0,1116805.17467952,2238791.96246045,270071.718876461,22914.2728930833,0,0,0,0,0,0,0,17249.9484160901,113323.228439819,38190.7312777954,0,0,0,0,0,0,11537.1952480432,182854.179003399,89837.7863132033,60479.8475947252,0,27962.441906414,0,0,0,0,27697.3797458888,82009.1660649119,25015.1749561564,0,0,0,0,0,0,0,6561.08497942348,33810.356067708,13431.3842367784,0,0,0,0,0,0,34619.4033909875,119670.822134074,159819.069835926,340941.080591838,0,0,191498.121388978,0,0,0,0,0,0,0,0,16269.7606428091,39020.3656156799,135391.924078989,0,102175.889604176,0,0,38771.6565141062,32267.3275855798,0,0,0,0,0,0,0,0,0,0,0,0,323530.91747963,0,0,0,0,0,0,0,0,0,84022.2962042142,0,0,0,0,27642.7535043953,0,0,0.492933917509397,0.156416054828717,7789554.45815736,74.1840869258287,0.0386252403776146,0,0.00180775118253434,0,"-4"
"17","L-14-1",0,0,0,0,99328.0387566951,119926.829673915,0,0,0,0,0,0,0,0,33643.3154482892,0,0,0,0,0,0,0,0,0,424029.494637868,55104.2812872953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28782.9768847681,817232.110924926,332509.400876342,44472.7386571962,0,0,0,0,383979.686465012,0,57565.6241587227,1184279.5198537,358880.463065733,0,1535.92136096059,0,0,0,0,0,0,45670.5676337395,0,0,0,0,0,182975.291798433,1638422.23950288,538629.509611822,194362.503074892,3994.53843211346,741971.849139746,1312168.63624383,0,0,835.265769741398,0,0,0,1763.20107226307,0,0,0,0,45966.6476662931,72434.8776131201,0,169662.10937039,83514.6484973058,0,0,26357.7494333668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409819135352502,0.671874590239249,3986940.96968516,59.5669682517909,0.0391077094349092,0,0.00510740529625479,0.000195911230251452,"-1"
"18","L-14-2",0,6700.69409692235,0,8515.47637727296,561941.433948297,0,114710.748209889,0,0,0,0,216385.886667465,0,56995.9316450665,116237.103815779,0,7027.26085283041,0,155152.035200035,0,0,0,0,12286.6575601268,854934.521437861,771825.540117874,0,0,0,0,0,0,0,0,26232.1167688141,16248.034902111,32155.9741065423,0,307424.730718785,0,0,308.263651510169,0,22879.5282865641,1412858.04206817,425243.282178964,37186.1200692006,155725.540490474,0,0,0,96666.9158304304,0,187.734522672393,267861.707646837,104380.763921741,204734.785232001,0,0,0,0,0,0,0,28320.4336652999,0,56207.8873495028,0,44055.9921888397,0,98760.6170180602,829503.77552703,69477.1337840138,35739.8057527958,129548.946903051,204464.163031845,1030750.14133247,0,0,17827.1756115657,0,0,0,97750.5117822142,0,0,0,0,43830.3225498656,42810.4958341252,0,35069.829702759,46276.1780968519,54153.3227556585,0,27278.4501816447,107024.286893345,0,0,0,0,0,0,8343.79542759812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527682251056742,0.482713818168661,6121391.14352788,72.4626282105438,0.0287176934120807,0.00601703586173984,0.00487003583887396,0.0117882563566458,"-2"
"19","L-14-3",0,56924.6377765599,0,0,158417.877424543,78945.0196711516,135249.695115506,0,0,0,0,0,0,0,62499.9341190976,14894.2926470104,0,0,0,0,0,172898.197493699,0,0,1678687.98689679,142599.356407205,0,0,0,0,0,0,0,0,0,0,0,189080.807957106,0,0,0,670488.525089124,0,368426.515776372,764487.198432846,178327.636993456,7201.8761254455,0,0,0,0,8782.11509975471,59855.3632818367,100375.872609925,301193.478235134,52233.2198163052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240403.561867149,1178226.81526176,656472.826453518,107507.522584086,279170.491743755,277789.682725238,327584.704610944,0,0,384450.351572919,0,0,0,0,0,0,0,0,68480.7691017232,0,0,154851.648680105,33759.1904933964,0,0,32397.2781760687,22402.5926059915,0,0,0,0,0,0,34933.0850916923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521626461135,0.504927486794518,5201569.60696887,54.0706293360242,0.0270456344395069,0,0.00760897434463591,0.00388145389907693,"-3"
"20","L-14-4",0,14924.6476236016,0,0,17402.225107604,190245.83824677,52.2349417052115,0,0,0,0,10483.9867228951,0,0,23625.4488392894,17156.8185492253,9515.51875743796,57184.9911973754,1258.24226731293,0,0,22063.1191066114,0,0,1563125.02108036,271277.355269336,0,0,0,0,0,0,0,0,1306.10448521453,0,0,38000.0084998478,0,102669.913305951,0,266788.819189501,0,90079.4219449619,919762.325814775,1635841.19779497,11645.7066073875,31346.8091261495,0,0,0,0,0,0,1017285.34384008,149700.308134997,138910.307860724,39854.3030089456,0,0,0,0,0,0,0,0,0,0,0,0,45860.5214501219,649088.707434029,115403.90175695,49742.41004855,21003.5855445762,96566.1229738651,595569.224318505,0,0,6746.56323926448,0,0,0,126917.999424287,0,0,0,0,167492.313670804,0,0,80025.0419476765,41906.4337072802,54794.2229162018,0,67541.439870664,189468.221610346,0,0,0,0,0,0,50366.9975601493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699961785007756,0.576249594578244,6641506.01732302,68.2098218830589,0.0421045707928851,0.00608824699068909,0.0186102570745338,0.0196983329982707,"-4"
"21","L-15-1",0,0,0,0,57947.9185290799,840648.627232252,84743.4564924053,0,0,0,0,0,0,0,0,155896.605668627,60015.5880481961,0,23167.9879430132,0,0,0,0,0,1222916.416551,818727.025568214,0,92209.4999514442,7200.8822187036,0,0,0,0,0,0,0,25608.6986897786,0,0,0,0,0,0,0,370667.583241456,669513.517530681,57113.3594579046,107559.478265514,0,0,0,0,0,0,524033.906545855,1650408.006335,186196.741995645,43093.5743086245,0,0,0,0,0,0,8460.37219192133,57220.0826610045,0,8881.0424643436,38922.650981643,0,0,0,954.976799706311,947.950700128688,7244.45921803273,24823.1360714755,32060.6412448428,0,0,810054.675486895,0,0,0,68080.4530069416,0,0,0,0,171255.902850458,140367.213239176,0,103797.905691143,175394.6062684,0,0,30813.9462088484,56771.7779219124,0,0,0,0,0,0,10519.1957323346,0,0,0,0,66070.7757197014,0,0,0,0,189689.215451623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641694298962203,0.510906239500075,7366913.01404364,74.6948021122555,0.0563494943699422,0,0.0190284336500509,0.00873329430436402,"-1"
