"","L3x3","X1_mean","X2_mean","X3_mean","X4_mean"
"1","L-1-0",172.9,172.333333333333,174.222222222222,174.888888888889
"2","L-1-1",169.833333333333,171,176.833333333333,178.666666666667
"3","L-1-2",173.333333333333,173.5,177,177
"4","L-1-3",172,182.75,184.75,184.75
"5","L-1-4",172.6,173.4,177,177.2
"6","L-1-5",166,167,171.5,172.5
"7","L-1-6",168.666666666667,170.166666666667,171.2,171.8
"8","L-1-7",169.666666666667,170.5,173.166666666667,174.833333333333
"9","L-1-8",165.8,168.6,170.2,172.4
"10","L-1-9",161.8,161.8,165.2,165.4
"11","L-10-0",176.263157894737,178.684210526316,181.555555555556,182
"12","L-10-1",143.888888888889,146.333333333333,150.222222222222,155.666666666667
"13","L-10-2",169.111111111111,172,173.25,169
"14","L-10-3",182.25,185.625,187.5,187.5
"15","L-10-4",149.875,153.75,156.375,159.4
"16","L-10-5",162.555555555556,167.75,170.142857142857,167.6
"17","L-10-6",168.75,172,173.857142857143,174.75
"18","L-10-7",160.444444444444,163.555555555556,166.333333333333,170.714285714286
"19","L-10-8",164.5,167.625,169.75,182
"20","L-10-9",173.75,175.875,178.5,182.857142857143
"21","L-11-0",155.631578947368,158.473684210526,161.736842105263,165
"22","L-11-1",175.666666666667,179.222222222222,183.888888888889,188.25
"23","L-11-2",165.666666666667,170.222222222222,176.888888888889,182.777777777778
"24","L-11-3",148.222222222222,151.777777777778,154.777777777778,158.375
"25","L-11-4",174.777777777778,179.333333333333,183.444444444444,186.25
"26","L-11-5",164.888888888889,168.666666666667,174.444444444444,182.125
"27","L-11-6",150.222222222222,153.333333333333,155.444444444444,157.5
"28","L-11-7",173.333333333333,176.555555555556,179.777777777778,183.428571428571
"29","L-11-8",164.166666666667,166.833333333333,168.666666666667,172.5
"30","L-11-9",150.666666666667,153.888888888889,156.222222222222,160.25
"31","L-12-0",154.631578947368,160.421052631579,165.222222222222,167.733333333333
"32","L-12-1",155.222222222222,159.555555555556,166,170
"33","L-12-2",159.666666666667,163.777777777778,166.888888888889,172.333333333333
"34","L-12-3",159.666666666667,164.888888888889,168.666666666667,175.625
"35","L-12-4",159.666666666667,163.666666666667,170.333333333333,171.833333333333
"36","L-12-5",162.333333333333,166.444444444444,170.111111111111,171.571428571429
"37","L-12-6",157.444444444444,162.888888888889,169.111111111111,164
"38","L-12-7",164,169.111111111111,172.111111111111,182.5
"39","L-12-8",162.888888888889,167.777777777778,175,180.428571428571
"40","L-12-9",155.777777777778,161.333333333333,162.625,157.75
"41","L-13-0",159.368421052632,161.789473684211,164.473684210526,165.647058823529
"42","L-13-1",155.111111111111,157.222222222222,160.777777777778,164
"43","L-13-2",168.777777777778,171.111111111111,173.222222222222,170.8
"44","L-13-3",156.777777777778,161.555555555556,165,167.444444444444
"45","L-13-4",153,156.333333333333,161.777777777778,164.111111111111
"46","L-13-5",157.555555555556,159.555555555556,164.555555555556,162.833333333333
"47","L-13-6",155.777777777778,158.222222222222,162,165.333333333333
"48","L-13-7",153.888888888889,157.555555555556,162,162.428571428571
"49","L-13-8",160.375,164.75,167.625,172.166666666667
"50","L-13-9",156.875,158.625,160.25,164.857142857143
"51","L-14-0",171.947368421053,174.166666666667,177.222222222222,179.916666666667
"52","L-14-1",167.444444444444,172,173.142857142857,173.833333333333
"53","L-14-2",167.444444444444,169.777777777778,173.333333333333,175.75
"54","L-14-3",169.222222222222,171.666666666667,175.888888888889,177.875
"55","L-14-4",167.111111111111,169.888888888889,173.777777777778,175.666666666667
"56","L-14-5",168.333333333333,172.444444444444,178.333333333333,181.6
"57","L-14-6",169.333333333333,173.666666666667,176.888888888889,182.142857142857
"58","L-14-7",174.444444444444,178.222222222222,180.666666666667,183
"59","L-14-8",167.333333333333,170.888888888889,173.555555555556,176.5
"60","L-14-9",166.333333333333,169.222222222222,170.5,171.4
"61","L-15-0",165.894736842105,171.421052631579,177.526315789474,180.764705882353
"62","L-15-1",179,181.555555555556,184.111111111111,185.333333333333
"63","L-15-2",158.888888888889,163.666666666667,167.555555555556,171.555555555556
"64","L-15-3",166.777777777778,172.777777777778,175.625,177.666666666667
"65","L-15-4",159.375,162.375,166.25,170
"66","L-15-5",159.111111111111,163.222222222222,167.777777777778,170.444444444444
"67","L-15-6",155,157.75,162.375,165.857142857143
"68","L-15-7",163.222222222222,168.444444444444,173.375,182.125
"69","L-15-8",160.555555555556,165.777777777778,168.444444444444,171.111111111111
"70","L-15-9",161.333333333333,164.666666666667,168.888888888889,175.875
"71","L-16-0",166.235294117647,170.352941176471,173.866666666667,177.846153846154
"72","L-16-1",176.857142857143,180.25,178.5,169
"73","L-16-2",165,170.5,171.166666666667,175.25
"74","L-16-3",168.111111111111,175.888888888889,173.2,180
"75","L-16-4",158.25,161.571428571429,165,167.4
"76","L-16-5",154.444444444444,164.222222222222,170.875,171
"77","L-16-6",162.25,170.571428571429,177.75,173
"78","L-16-7",153.333333333333,163.375,168.428571428571,177.6
"79","L-16-8",160.333333333333,169.333333333333,174.875,175.5
"80","L-16-9",166.857142857143,172.714285714286,173.4,176.666666666667
"81","L-17-0",168.058823529412,174.2,179.2,183.75
"82","L-17-1",158.75,163.25,167.75,173.666666666667
"83","L-17-2",150.333333333333,157.444444444444,163.428571428571,168.333333333333
"84","L-17-3",164,167.75,174.571428571429,174.8
"85","L-17-4",165.75,168.25,169.428571428571,173.714285714286
"86","L-17-5",170.444444444444,176.777777777778,183.428571428571,183.4
"87","L-17-6",170.125,173.5,177.666666666667,181.2
"88","L-17-7",167.444444444444,172.444444444444,176.25,178.666666666667
"89","L-17-8",167.111111111111,171.777777777778,174.142857142857,177.25
"90","L-17-9",165.375,169.75,176.714285714286,178
"91","L-18-0",172.411764705882,174.823529411765,178.625,180.230769230769
"92","L-18-1",171.111111111111,173.875,178.25,186.857142857143
"93","L-18-2",168.625,173.375,176.142857142857,181
"94","L-18-3",176.222222222222,178.555555555556,182,180.666666666667
"95","L-18-4",174.75,176.75,182.714285714286,183.6
"96","L-18-5",171.444444444444,175.333333333333,178.444444444444,184.4
"97","L-18-6",173.444444444444,177.222222222222,179.777777777778,182.375
"98","L-18-7",179.333333333333,181.222222222222,185.375,186.333333333333
"99","L-18-8",176.444444444444,180.5,181.75,185.5
"100","L-18-9",173,175.777777777778,178.555555555556,180.888888888889
"101","L-19-0",153.333333333333,158,167.666666666667,174.666666666667
"102","L-19-1",159.5,155,178,189
"103","L-19-2",159.333333333333,166.666666666667,178,184
"104","L-19-4",143.333333333333,174,180.333333333333,189
"105","L-19-5",151,161.2,172.4,180.4
"106","L-19-6",153,162.5,167.5,184.5
"107","L-19-7",153.333333333333,163.444444444444,178.25,184.25
"108","L-19-8",145,150.4,158,172
"109","L-2-0",168.944444444444,172.333333333333,175,177.454545454545
"110","L-2-1",168,171.555555555556,172.125,176
"111","L-2-2",166.444444444444,169.777777777778,172.888888888889,176.857142857143
"112","L-2-3",161.555555555556,163,167.875,171
"113","L-2-4",170.777777777778,173.555555555556,175.888888888889,178.2
"114","L-2-5",174.625,177.375,180.571428571429,181
"115","L-2-6",165,168.222222222222,171.222222222222,173.333333333333
"116","L-2-7",172.777777777778,174.666666666667,175.125,175.857142857143
"117","L-2-8",174.555555555556,175.875,177.857142857143,179.4
"118","L-2-9",174.111111111111,177.777777777778,179.285714285714,181.5
"119","L-3-0",174.5,176.764705882353,178.384615384615,177.666666666667
"120","L-3-1",181.5,185.666666666667,185,NA
"121","L-3-2",181.5,184.833333333333,186.25,188.5
"122","L-3-3",181.166666666667,184,183.5,187.5
"123","L-3-4",180.333333333333,182,185.5,NA
"124","L-3-5",178.111111111111,181.444444444444,183.125,183.5
"125","L-3-6",178.777777777778,182.375,181,182.5
"126","L-3-7",175,178.571428571429,181.142857142857,183.6
"127","L-3-8",175.222222222222,177.125,179.5,178.666666666667
"128","L-3-9",177.222222222222,179.111111111111,180,181.333333333333
"129","L-4-0",161.789473684211,163.833333333333,166.428571428571,168.4
"130","L-4-1",152.555555555556,155.888888888889,157.428571428571,161.25
"131","L-4-2",165.222222222222,167.333333333333,169.125,172
