"","L3x3","X1_mean","X2_mean","X3_mean","X4_mean"
"132","L-4-3",167.222222222222,167.333333333333,171.5,173.166666666667
"133","L-4-4",163.666666666667,165.125,167.666666666667,165
"134","L-4-5",163.444444444444,166.333333333333,168.5,170.75
"135","L-4-6",169.666666666667,172,173.875,176.666666666667
"136","L-4-7",164.555555555556,165.888888888889,169.2,170.666666666667
"137","L-4-8",166.666666666667,168.666666666667,170.75,174.2
"138","L-4-9",157.555555555556,158.875,161.375,162
"139","L-5-0",156.789473684211,163.894736842105,160.631578947368,164.052631578947
"140","L-5-1",158.777777777778,164.555555555556,168.555555555556,170.222222222222
"141","L-5-2",156.555555555556,164.111111111111,157.111111111111,158
"142","L-5-3",152.777777777778,160.222222222222,165.888888888889,163.888888888889
"143","L-5-4",159.888888888889,163.444444444444,167.666666666667,172.111111111111
"144","L-5-5",146.555555555556,149.333333333333,154.666666666667,155
"145","L-5-6",156.222222222222,160.888888888889,162.333333333333,161.111111111111
"146","L-5-7",152.666666666667,158.888888888889,161.888888888889,162.222222222222
"147","L-5-8",155.888888888889,154.555555555556,159.444444444444,156.888888888889
"148","L-5-9",154.222222222222,159.333333333333,164.555555555556,158
"149","L-6-0",169.125,172.9375,176.6875,180.916666666667
"150","L-6-1",148.444444444444,163.333333333333,169.111111111111,167.833333333333
"151","L-6-2",163.666666666667,169.444444444444,173.444444444444,178.5
"152","L-6-3",159.666666666667,166.888888888889,170.25,175
"153","L-6-4",163.222222222222,168,170.5,171.714285714286
"154","L-6-5",150.222222222222,156.625,159.285714285714,165.4
"155","L-6-6",160.777777777778,165.625,171.142857142857,170.8
"156","L-6-7",161.444444444444,165.777777777778,171.875,174.285714285714
"157","L-6-8",162.888888888889,165.777777777778,170.222222222222,172.625
"158","L-6-9",163.111111111111,169.222222222222,172.555555555556,176.625
"159","L-7-0",166.736842105263,170.947368421053,176.5,180.076923076923
"160","L-7-1",160.375,163.75,173.375,173
"161","L-7-2",163.777777777778,170.111111111111,175.625,178.714285714286
"162","L-7-3",159.375,164.25,171.833333333333,170.5
"163","L-7-4",166.111111111111,169.888888888889,174.777777777778,183.571428571429
"164","L-7-5",149.666666666667,158.888888888889,163.888888888889,170.111111111111
"165","L-7-6",163.666666666667,169.444444444444,173.444444444444,176.25
"166","L-7-7",164.375,169.125,175.125,180.375
"167","L-7-8",163.222222222222,169.111111111111,176,178.6
"168","L-7-9",171.125,175.25,178.75,180.428571428571
"169","L-8-0",161.631578947368,166.842105263158,171.111111111111,173.352941176471
"170","L-8-1",159,163.888888888889,166.625,174.666666666667
"171","L-8-2",160.444444444444,163.777777777778,165,169
"172","L-8-3",159.555555555556,163.125,166.25,169.375
"173","L-8-4",159.555555555556,163.555555555556,169.111111111111,175
"174","L-8-5",150.222222222222,155.111111111111,158.333333333333,163.25
"175","L-8-6",157.222222222222,162.777777777778,165.75,169
"176","L-8-7",157.888888888889,161.333333333333,163,167.125
"177","L-8-8",157.888888888889,164.333333333333,167.444444444444,172
"178","L-8-9",158.75,161.625,167.25,168.875
"179","L-9-0",158.5,163.055555555556,165.538461538462,166.666666666667
"180","L-9-1",153.625,156.625,163.714285714286,160
"181","L-9-2",155.555555555556,158.777777777778,165.777777777778,165.428571428571
"182","L-9-3",156.666666666667,162,163.625,165.666666666667
"183","L-9-4",156.375,160.125,164,167.8
"184","L-9-5",155.111111111111,158.888888888889,161.777777777778,162.428571428571
"185","L-9-6",158.222222222222,159.5,163.714285714286,160.6
"186","L-9-7",153.555555555556,159.222222222222,164.111111111111,168
"187","L-9-8",157,161.888888888889,163.285714285714,168.833333333333
"188","L-9-9",156.888888888889,160,162,166
