"","location","Year","method","recording_date","transcriber","n"
"2418","BG-14-42",2017,"3m 1SPM","2017-06-08","Brandon Law",1
"2419","BG-14-42",2017,"3m 1SPM","2017-06-09","Kevan Cowcill",1
"2420","BG-14-42",2017,"3m 1SPM","2017-06-15","Kevan Cowcill",1
"2421","BG-14-42",2017,"3m 1SPM","2017-06-16","Nicole Boucher",1
"2422","BG-14-43",2017,"3m 1SPM","2017-06-26","Jeremiah Kennedy",1
"2423","BG-14-43",2017,"3m 1SPM","2017-06-27","Brandon Law",1
"2424","BG-14-43",2017,"3m 1SPM","2017-07-01","Tyne Baker",1
"2425","BG-14-43",2017,"3m 1SPM","2017-07-03","Kevan Cowcill",1
"2426","BG-14-44",2017,"3m 1SPM","2017-06-28","Angela Nerbas",1
"2427","BG-14-44",2017,"3m 1SPM","2017-06-30","Angela Nerbas",1
"2428","BG-14-44",2017,"3m 1SPM","2017-07-04","Kiirsti Owen",1
"2429","BG-14-45",2017,"3m 1SPM","2017-06-08","Jeremiah Kennedy",1
"2430","BG-14-45",2017,"3m 1SPM","2017-06-09","Natasha Annich",1
"2431","BG-14-45",2017,"3m 1SPM","2017-06-23","Angela Nerbas",1
"2432","BG-14-45",2017,"3m 1SPM","2017-06-24","Kiirsti Owen",1
"2433","BG-14-46",2017,"3m 1SPM","2017-06-08","Nicole Boucher",1
"2434","BG-14-46",2017,"3m 1SPM","2017-06-17","Jeremiah Kennedy",1
"2435","BG-14-46",2017,"3m 1SPM","2017-06-24","steve.enid",1
"2436","BG-14-46",2017,"3m 1SPM","2017-06-25","Alex MacPhail",1
"2437","BG-14-47",2017,"3m 1SPM","2017-06-09","Jeremiah Kennedy",1
"2438","BG-14-47",2017,"3m 1SPM","2017-06-13","Nicole Boucher",1
"2439","BG-14-47",2017,"3m 1SPM","2017-06-16","Brandon Law",1
"2440","BG-14-47",2017,"3m 1SPM","2017-06-18","Laurel McDonald",1
"2441","BG-14-48",2017,"3m 1SPM","2017-06-09","Brandon Law",1
"2442","BG-14-48",2017,"3m 1SPM","2017-06-13","Kiirsti Owen",1
"2443","BG-14-48",2017,"3m 1SPM","2017-06-15","Brandon Law",1
"2444","BG-14-48",2017,"3m 1SPM","2017-06-16","Brandon Law",1
"2445","BG-14-49",2017,"3m 1SPM","2017-06-23","Brandon Law",1
"2446","BG-14-49",2017,"3m 1SPM","2017-06-24","Christopher Moser-Purdy",1
"2447","BG-14-49",2017,"3m 1SPM","2017-06-24","Kiirsti Owen",1
"2448","BG-14-49",2017,"3m 1SPM","2017-06-27","Kevan Cowcill",1
"2449","BG-14-49",2017,"3m 1SPM","2017-06-28","Connor Charchuk",1
"2450","BG-14-5",2017,"3m 1SPM","2017-06-12","Kiirsti Owen",1
"2451","BG-14-5",2017,"3m 1SPM","2017-06-13","Kiirsti Owen",1
"2452","BG-14-5",2017,"3m 1SPM","2017-06-23","Connor Charchuk",1
"2453","BG-14-5",2017,"3m 1SPM","2017-06-24","Jeremiah Kennedy",1
"2454","BG-14-50",2017,"3m 1SPM","2017-06-23","Tyne Baker",1
"2455","BG-14-50",2017,"3m 1SPM","2017-07-03","Kevan Cowcill",1
"2456","BG-14-50",2017,"3m 1SPM","2017-07-04","Brandon Law",1
"2457","BG-14-50",2017,"3m 1SPM","2017-07-05","Jeremiah Kennedy",1
"2458","BG-14-51",2017,"3m 1SPM","2017-06-07","Kevan Cowcill",1
"2459","BG-14-51",2017,"3m 1SPM","2017-06-08","Laurel McDonald",1
"2460","BG-14-51",2017,"3m 1SPM","2017-06-13","Kevan Cowcill",1
"2461","BG-14-51",2017,"3m 1SPM","2017-06-17","Angela Nerbas",1
"2462","BG-14-52",2017,"3m 1SPM","2017-06-08","Jeremiah Kennedy",1
"2463","BG-14-52",2017,"3m 1SPM","2017-06-15","Connor Charchuk",1
"2464","BG-14-52",2017,"3m 1SPM","2017-06-20","Nicole Boucher",1
"2465","BG-14-52",2017,"3m 1SPM","2017-06-24","Kiirsti Owen",1
"2466","BG-14-53",2017,"3m 1SPM","2017-06-27","Kiirsti Owen",1
"2467","BG-14-53",2017,"3m 1SPM","2017-07-01","Tyne Baker",1
"2468","BG-14-53",2017,"3m 1SPM","2017-07-05","Brandon Law",1
"2469","BG-14-53",2017,"3m 1SPM","2017-07-08","Laurel McDonald",1
"2470","BG-14-54",2017,"3m 1SPM","2017-06-28","Jeremiah Kennedy",1
"2471","BG-14-54",2017,"3m 1SPM","2017-07-02","Tyne Baker",1
"2472","BG-14-54",2017,"3m 1SPM","2017-07-05","Natasha Annich",1
"2473","BG-14-54",2017,"3m 1SPM","2017-07-08","Kevan Cowcill",1
"2474","BG-14-55",2017,"3m 1SPM","2017-06-09","Tyne Baker",1
"2475","BG-14-55",2017,"3m 1SPM","2017-06-20","Kevan Cowcill",1
"2476","BG-14-55",2017,"3m 1SPM","2017-06-27","Connor Charchuk",1
"2477","BG-14-56",2017,"3m 1SPM","2017-06-09","Brandon Law",1
"2478","BG-14-56",2017,"3m 1SPM","2017-06-12","Jeremiah Kennedy",1
"2479","BG-14-56",2017,"3m 1SPM","2017-06-16","Angela Nerbas",1
"2480","BG-14-56",2017,"3m 1SPM","2017-06-19","Kevan Cowcill",1
"2481","BG-14-57",2017,"3m 1SPM","2017-06-09","Kevan Cowcill",1
"2482","BG-14-57",2017,"3m 1SPM","2017-06-15","Kevan Cowcill",1
"2483","BG-14-57",2017,"3m 1SPM","2017-06-16","Brandon Law",1
"2484","BG-14-57",2017,"3m 1SPM","2017-06-17","Brandon Law",1
"2485","BG-14-58",2017,"3m 1SPM","2017-06-09","Laurel McDonald",1
"2486","BG-14-58",2017,"3m 1SPM","2017-06-15","Christopher Moser-Purdy",1
"2487","BG-14-58",2017,"3m 1SPM","2017-06-17","Angela Nerbas",1
"2488","BG-14-58",2017,"3m 1SPM","2017-06-20","Jeremiah Kennedy",1
"2489","BG-14-59",2017,"3m 1SPM","2017-06-23","Tyne Baker",1
"2490","BG-14-59",2017,"3m 1SPM","2017-06-29","Tyne Baker",1
"2491","BG-14-59",2017,"3m 1SPM","2017-07-04","Kiirsti Owen",1
"2492","BG-14-59",2017,"3m 1SPM","2017-07-05","Laurel McDonald",1
"2493","BG-14-6",2017,"3m 1SPM","2017-06-06","Alex MacPhail",1
"2494","BG-14-6",2017,"3m 1SPM","2017-06-07","Kiirsti Owen",1
"2495","BG-14-6",2017,"3m 1SPM","2017-06-15","Nicole Boucher",1
"2496","BG-14-6",2017,"3m 1SPM","2017-06-16","Angela Nerbas",1
"2497","BG-14-60",2017,"3m 1SPM","2017-06-28","Christopher Moser-Purdy",1
"2498","BG-14-60",2017,"3m 1SPM","2017-07-03","Kevan Cowcill",1
"2499","BG-14-60",2017,"3m 1SPM","2017-07-22","Christopher Moser-Purdy",1
"2500","BG-14-61",2017,"3m 1SPM","2017-06-26","Connor Charchuk",1
"2501","BG-14-61",2017,"3m 1SPM","2017-07-01","Alex MacPhail",1
"2502","BG-14-61",2017,"3m 1SPM","2017-07-05","Kiirsti Owen",1
"2503","BG-14-61",2017,"3m 1SPM","2017-07-07","Jeremiah Kennedy",1
"2504","BG-14-62",2017,"3m 1SPM","2017-06-26","Jeremiah Kennedy",1
"2505","BG-14-62",2017,"3m 1SPM","2017-07-01","Nicole Boucher",1
"2506","BG-14-62",2017,"3m 1SPM","2017-07-05","Laurel McDonald",1
"2507","BG-14-62",2017,"3m 1SPM","2017-07-07","Brandon Law",1
"2508","BG-14-63",2017,"3m 1SPM","2017-06-08","Kevan Cowcill",1
"2509","BG-14-63",2017,"3m 1SPM","2017-06-09","Angela Nerbas",1
"2510","BG-14-63",2017,"3m 1SPM","2017-06-17","Kiirsti Owen",1
"2511","BG-14-63",2017,"3m 1SPM","2017-06-18","Kiirsti Owen",1
"2512","BG-14-64",2017,"3m 1SPM","2017-06-08","Tyne Baker",1
"2513","BG-14-64",2017,"3m 1SPM","2017-06-16","Kevan Cowcill",1
"2514","BG-14-64",2017,"3m 1SPM","2017-06-20","Kevan Cowcill",1
"2515","BG-14-65",2017,"3m 1SPM","2017-06-28","Natasha Annich",1
"2516","BG-14-65",2017,"3m 1SPM","2017-06-29","Tyne Baker",1
"2517","BG-14-65",2017,"3m 1SPM","2017-07-01","Brandon Law",1
"2518","BG-14-65",2017,"3m 1SPM","2017-07-05","Brandon Law",1
"2519","BG-14-65",2017,"3m 1SPM","2017-07-08","Laurel McDonald",1
"2520","BG-14-66",2017,"3m 1SPM","2017-06-27","Angela Nerbas",1
"2521","BG-14-66",2017,"3m 1SPM","2017-07-01","Tyne Baker",1
"2522","BG-14-66",2017,"3m 1SPM","2017-07-06","Tyne Baker",1
"2523","BG-14-66",2017,"3m 1SPM","2017-07-07","Tyne Baker",1
"2524","BG-14-67",2017,"3m 1SPM","2017-06-09","Kiirsti Owen",1
"2525","BG-14-67",2017,"3m 1SPM","2017-06-10","Tyne Baker",1
"2526","BG-14-67",2017,"3m 1SPM","2017-06-12","Kiirsti Owen",1
"2527","BG-14-67",2017,"3m 1SPM","2017-06-13","Tyne Baker",1
"2528","BG-14-68",2017,"3m 1SPM","2017-06-09","Connor Charchuk",1
"2529","BG-14-68",2017,"3m 1SPM","2017-06-15","Nicole Boucher",1
"2530","BG-14-68",2017,"3m 1SPM","2017-06-19","Brandon Law",1
"2531","BG-14-68",2017,"3m 1SPM","2017-06-20","Kevan Cowcill",1
"2532","BG-14-69",2017,"3m 1SPM","2017-06-27","Angela Nerbas",1
"2533","BG-14-69",2017,"3m 1SPM","2017-07-01","Kiirsti Owen",1
"2534","BG-14-69",2017,"3m 1SPM","2017-07-03","Nicole Boucher",1
"2535","BG-14-7",2017,"3m 1SPM","2017-06-29","Angela Nerbas",1
"2536","BG-14-7",2017,"3m 1SPM","2017-06-30","Kiirsti Owen",1
"2537","BG-14-7",2017,"3m 1SPM","2017-07-06","Angela Nerbas",1
"2538","BG-14-7",2017,"3m 1SPM","2017-07-07","Alex MacPhail",1
"2539","BG-14-70",2017,"3m 1SPM","2017-06-23","Laurel McDonald",1
"2540","BG-14-70",2017,"3m 1SPM","2017-06-25","steve.enid",1
"2541","BG-14-70",2017,"3m 1SPM","2017-06-28","Kiirsti Owen",1
"2542","BG-14-70",2017,"3m 1SPM","2017-07-02","Brandon Law",1
"2543","BG-14-71",2017,"3m 1SPM","2017-06-26","Kiirsti Owen",1
"2544","BG-14-71",2017,"3m 1SPM","2017-06-30","Jeremiah Kennedy",1
"2545","BG-14-71",2017,"3m 1SPM","2017-07-01","Tyne Baker",1
"2546","BG-14-71",2017,"3m 1SPM","2017-07-02","Jeremiah Kennedy",1
"2547","BG-14-72",2017,"3m 1SPM","2017-06-27","Kevan Cowcill",1
"2548","BG-14-72",2017,"3m 1SPM","2017-06-28","Kiirsti Owen",1
"2549","BG-14-72",2017,"3m 1SPM","2017-06-29","Angela Nerbas",1
"2550","BG-14-72",2017,"3m 1SPM","2017-07-01","Alex MacPhail",1
"2551","BG-14-73",2017,"3m 1SPM","2017-06-08","Brandon Law",1
"2552","BG-14-73",2017,"3m 1SPM","2017-06-09","Brandon Law",1
"2553","BG-14-73",2017,"3m 1SPM","2017-06-16","Angela Nerbas",1
"2554","BG-14-73",2017,"3m 1SPM","2017-06-17","Brandon Law",1
"2555","BG-14-74",2017,"3m 1SPM","2017-06-07","Jeremiah Kennedy",1
"2556","BG-14-74",2017,"3m 1SPM","2017-06-15","Brandon Law",1
"2557","BG-14-74",2017,"3m 1SPM","2017-06-20","Natasha Annich",1
"2558","BG-14-74",2017,"3m 1SPM","2017-06-23","Tyne Baker",1
"2559","BG-14-75",2017,"3m 1SPM","2017-06-27","Jeremiah Kennedy",1
"2560","BG-14-75",2017,"3m 1SPM","2017-07-01","Kevan Cowcill",1
"2561","BG-14-75",2017,"3m 1SPM","2017-07-05","Kiirsti Owen",1
"2562","BG-14-75",2017,"3m 1SPM","2017-07-06","Tyne Baker",1
"2563","BG-14-76",2017,"3m 1SPM","2017-06-27","Nicole Boucher",1
"2564","BG-14-76",2017,"3m 1SPM","2017-07-02","Angela Nerbas",1
"2565","BG-14-76",2017,"3m 1SPM","2017-07-04","Kiirsti Owen",1
"2566","BG-14-76",2017,"3m 1SPM","2017-07-06","Nicole Boucher",1
"2567","BG-14-77",2017,"3m 1SPM","2017-06-09","Kiirsti Owen",1
"2568","BG-14-77",2017,"3m 1SPM","2017-06-15","Jeremiah Kennedy",1
"2569","BG-14-77",2017,"3m 1SPM","2017-06-16","Alex MacPhail",1
"2570","BG-14-77",2017,"3m 1SPM","2017-06-19","Jeremiah Kennedy",1
"2571","BG-14-78",2017,"3m 1SPM","2017-06-18","Brandon Law",1
"2572","BG-14-78",2017,"3m 1SPM","2017-06-19","Jeremiah Kennedy",1
"2573","BG-14-78",2017,"3m 1SPM","2017-06-20","Brandon Law",1
"2574","BG-14-78",2017,"3m 1SPM","2017-06-21","Christopher Moser-Purdy",1
"2575","BG-14-79",2017,"3m 1SPM","2017-06-23","Kevan Cowcill",1
"2576","BG-14-79",2017,"3m 1SPM","2017-06-24","Jeremiah Kennedy",1
"2577","BG-14-79",2017,"3m 1SPM","2017-06-25","Tyne Baker",1
"2578","BG-14-79",2017,"3m 1SPM","2017-06-30","Angela Nerbas",1
"2579","BG-14-8",2017,"3m 1SPM","2017-06-29","Alex MacPhail",1
"2580","BG-14-8",2017,"3m 1SPM","2017-07-02","Kiirsti Owen",1
"2581","BG-14-8",2017,"3m 1SPM","2017-07-04","Tyne Baker",1
"2582","BG-14-8",2017,"3m 1SPM","2017-07-07","Tyne Baker",1
"2583","BG-14-80",2017,"3m 1SPM","2017-06-23","Connor Charchuk",1
"2584","BG-14-80",2017,"3m 1SPM","2017-06-24","Brandon Law",1
"2585","BG-14-80",2017,"3m 1SPM","2017-06-27","Jeremiah Kennedy",1
"2586","BG-14-80",2017,"3m 1SPM","2017-06-30","Brandon Law",1
"2587","BG-14-81",2017,"3m 1SPM","2017-06-06","Angela Nerbas",1
"2588","BG-14-81",2017,"3m 1SPM","2017-06-07","Laurel McDonald",1
"2589","BG-14-81",2017,"3m 1SPM","2017-06-08","Natasha Annich",1
"2590","BG-14-81",2017,"3m 1SPM","2017-06-24","Brandon Law",1
"2591","BG-14-82",2017,"3m 1SPM","2017-06-06","Angela Nerbas",1
"2592","BG-14-82",2017,"3m 1SPM","2017-06-07","Jeremiah Kennedy",1
"2593","BG-14-82",2017,"3m 1SPM","2017-06-18","Kiirsti Owen",1
"2594","BG-14-82",2017,"3m 1SPM","2017-06-19","Angela Nerbas",1
"2595","BG-14-83",2017,"3m 1SPM","2017-07-01","Nicole Boucher",1
"2596","BG-14-83",2017,"3m 1SPM","2017-07-04","Nicole Boucher",1
"2597","BG-14-83",2017,"3m 1SPM","2017-07-05","Nicole Boucher",1
"2598","BG-14-83",2017,"3m 1SPM","2017-07-08","Christopher Moser-Purdy",1
"2599","BG-14-84",2017,"3m 1SPM","2017-06-29","Kevan Cowcill",1
"2600","BG-14-84",2017,"3m 1SPM","2017-06-30","Natasha Annich",1
"2601","BG-14-84",2017,"3m 1SPM","2017-07-02","Connor Charchuk",1
"2602","BG-14-84",2017,"3m 1SPM","2017-07-04","Jeremiah Kennedy",1
"2603","BG-14-85",2017,"3m 1SPM","2017-06-06","Brandon Law",1
"2604","BG-14-85",2017,"3m 1SPM","2017-06-08","Laurel McDonald",1
"2605","BG-14-85",2017,"3m 1SPM","2017-06-09","Tyne Baker",1
"2606","BG-14-86",2017,"3m 1SPM","2017-06-06","Natasha Annich",1
"2607","BG-14-86",2017,"3m 1SPM","2017-06-12","Kevan Cowcill",1
"2608","BG-14-86",2017,"3m 1SPM","2017-06-16","Jeremiah Kennedy",1
"2609","BG-14-86",2017,"3m 1SPM","2017-06-17","Kiirsti Owen",1
"2610","BG-14-87",2017,"3m 1SPM","2017-06-08","Kevan Cowcill",1
"2611","BG-14-87",2017,"3m 1SPM","2017-06-09","Jeremiah Kennedy",1
"2612","BG-14-87",2017,"3m 1SPM","2017-06-19","Angela Nerbas",1
"2613","BG-14-87",2017,"3m 1SPM","2017-06-20","Angela Nerbas",1
"2614","BG-14-88",2017,"3m 1SPM","2017-06-08","Tyne Baker",1
"2615","BG-14-88",2017,"3m 1SPM","2017-06-09","Alex MacPhail",1
"2616","BG-14-88",2017,"3m 1SPM","2017-06-15","Nicole Boucher",1
"2617","BG-14-88",2017,"3m 1SPM","2017-06-16","Brandon Law",1
"2618","BG-14-89",2017,"3m 1SPM","2017-06-23","Brandon Law",1
"2619","BG-14-89",2017,"3m 1SPM","2017-06-24","Kevan Cowcill",1
"2620","BG-14-89",2017,"3m 1SPM","2017-06-29","Angela Nerbas",1
"2621","BG-14-89",2017,"3m 1SPM","2017-06-30","Connor Charchuk",1
"2622","BG-14-9",2017,"3m 1SPM","2017-06-27","Kiirsti Owen",1
"2623","BG-14-9",2017,"3m 1SPM","2017-06-28","Connor Charchuk",1
"2624","BG-14-9",2017,"3m 1SPM","2017-07-04","Kevan Cowcill",1
"2625","BG-14-9",2017,"3m 1SPM","2017-07-07","Kiirsti Owen",1
"2626","BG-14-90",2017,"3m 1SPM","2017-06-27","Angela Nerbas",1
"2627","BG-14-90",2017,"3m 1SPM","2017-06-28","Angela Nerbas",1
"2628","BG-14-90",2017,"3m 1SPM","2017-07-01","Angela Nerbas",1
"2629","BG-14-90",2017,"3m 1SPM","2017-07-04","Connor Charchuk",1
"2630","BG-14-91",2017,"3m 1SPM","2017-07-01","Tyne Baker",1
"2631","BG-14-91",2017,"3m 1SPM","2017-07-06","Brandon Law",1
"2632","BG-14-91",2017,"3m 1SPM","2017-07-08","Tyne Baker",1
"2633","BG-14-92",2017,"3m 1SPM","2017-06-07","Alex MacPhail",1
"2634","BG-14-92",2017,"3m 1SPM","2017-06-08","Laurel McDonald",1
"2635","BG-14-92",2017,"3m 1SPM","2017-06-15","Laurel McDonald",1
"2636","BG-14-92",2017,"3m 1SPM","2017-06-22","Alex MacPhail",1
"2637","BG-14-93",2017,"3m 1SPM","2017-06-27","Kiirsti Owen",1
"2638","BG-14-93",2017,"3m 1SPM","2017-07-01","Tyne Baker",1
"2639","BG-14-93",2017,"3m 1SPM","2017-07-04","Angela Nerbas",1
"2640","BG-14-93",2017,"3m 1SPM","2017-07-05","Kiirsti Owen",1
"2641","BG-14-94",2017,"3m 1SPM","2017-06-27","Kevan Cowcill",1
"2642","BG-14-94",2017,"3m 1SPM","2017-07-02","Kiirsti Owen",1
"2643","BG-14-94",2017,"3m 1SPM","2017-07-04","Brandon Law",1
"2644","BG-14-94",2017,"3m 1SPM","2017-07-06","Brandon Law",1
"2645","BG-14-95",2017,"3m 1SPM","2017-06-07","Kevan Cowcill",1
"2646","BG-14-95",2017,"3m 1SPM","2017-06-09","Angela Nerbas",1
"2647","BG-14-95",2017,"3m 1SPM","2017-06-20","Connor Charchuk",1
"2648","BG-14-95",2017,"3m 1SPM","2017-06-23","Brandon Law",1
"2649","BG-14-96",2017,"3m 1SPM","2017-06-11","Kevan Cowcill",1
"2650","BG-14-96",2017,"3m 1SPM","2017-06-14","Tyne Baker",1
"2651","BG-14-96",2017,"3m 1SPM","2017-06-18","Brandon Law",1
"2652","BG-14-97",2017,"3m 1SPM","2017-06-08","Brandon Law",1
"2653","BG-14-97",2017,"3m 1SPM","2017-06-14","Kiirsti Owen",1
"2654","BG-14-97",2017,"3m 1SPM","2017-06-15","Angela Nerbas",1
"2655","BG-14-97",2017,"3m 1SPM","2017-06-20","Jeremiah Kennedy",1
"2656","BG-14-98",2017,"3m 1SPM","2017-06-11","Angela Nerbas",1
"2657","BG-14-98",2017,"3m 1SPM","2017-06-12","Kevan Cowcill",1
"2658","BG-14-98",2017,"3m 1SPM","2017-06-13","Angela Nerbas",1
"2659","BG-14-98",2017,"3m 1SPM","2017-06-14","Jeremiah Kennedy",1
"2660","BG-14-99",2017,"3m 1SPM","2017-06-25","Angela Nerbas",1
"2661","BG-14-99",2017,"3m 1SPM","2017-06-28","Brandon Law",1
"2662","BG-14-99",2017,"3m 1SPM","2017-07-01","Jeremiah Kennedy",1
"2663","BG-14-99",2017,"3m 1SPM","2017-07-06","Alex MacPhail",1
"2664","BG-14-99",2017,"3m 1SPM","2017-07-06","Michelle Knaggs",1
"2665","BG-15-1",2019,"3m 1SPM","2019-07-08","Connor Charchuk",1
"2666","BG-15-1",2019,"3m 1SPM","2019-07-09","S Shappas",1
"2667","BG-15-1",2019,"3m 1SPM","2019-07-10","Tyne Baker",1
"2668","BG-15-1",2019,"3m 1SPM","2019-07-11","Christopher Wagner",1
"2669","BG-15-10",2019,"3m 1SPM","2019-06-04","Brandon Law",1
"2670","BG-15-10",2019,"3m 1SPM","2019-06-20","BP Robinson",1
"2671","BG-15-10",2019,"3m 1SPM","2019-06-29","Jillian Slater",1
"2672","BG-15-10",2019,"3m 1SPM","2019-07-05","S Shappas",1
"2673","BG-15-100",2018,"3m 1SPM","2018-07-02","Connor Charchuk",1
"2674","BG-15-100",2018,"3m 1SPM","2018-07-04","Nicole Boucher",1
"2675","BG-15-100",2018,"3m 1SPM","2018-07-10","Brandon Law",1
"2676","BG-15-100",2018,"3m 1SPM","2018-07-11","Tyne Baker",1
"2677","BG-15-11",2018,"3m 1SPM","2018-06-30","Nicole Boucher",1
"2678","BG-15-11",2018,"3m 1SPM","2018-07-04","Christopher Moser-Purdy",1
"2679","BG-15-11",2018,"3m 1SPM","2018-07-10","Brandon Law",1
"2680","BG-15-11",2018,"3m 1SPM","2018-07-11","Brandon Law",1
"2681","BG-15-12",2018,"3m 1SPM","2018-07-02","Connor Charchuk",1
"2682","BG-15-12",2018,"3m 1SPM","2018-07-05","Brandon Law",1
"2683","BG-15-12",2018,"3m 1SPM","2018-07-06","Tyne Baker",1
"2684","BG-15-12",2018,"3m 1SPM","2018-07-07","Christopher Wagner",1
"2685","BG-15-13",2018,"3m 1SPM","2018-07-02","Christopher Wagner",1
"2686","BG-15-13",2018,"3m 1SPM","2018-07-04","Scott Wilson",1
"2687","BG-15-13",2018,"3m 1SPM","2018-07-06","Jillian Slater",1
"2688","BG-15-13",2018,"3m 1SPM","2018-07-08","Christopher Wagner",1
"2689","BG-15-14",2018,"3m 1SPM","2018-07-06","Scott Wilson",1
"2690","BG-15-14",2018,"3m 1SPM","2018-07-07","Kevan Cowcill",1
"2691","BG-15-14",2018,"3m 1SPM","2018-07-08","Christopher Moser-Purdy",1
"2692","BG-15-14",2018,"3m 1SPM","2018-07-09","Brandon Law",1
"2693","BG-15-15",2018,"3m 1SPM","2018-05-21","Christopher Wagner",1
"2694","BG-15-15",2018,"3m 1SPM","2018-05-27","Brandon Law",1
"2695","BG-15-15",2018,"3m 1SPM","2018-06-06","Christopher Moser-Purdy",1
"2696","BG-15-15",2018,"3m 1SPM","2018-06-09","Christopher Wagner",1
"2697","BG-15-16",2018,"3m 1SPM","2018-05-23","Tyne Baker",1
"2698","BG-15-16",2018,"3m 1SPM","2018-05-25","Christopher Wagner",1
"2699","BG-15-16",2018,"3m 1SPM","2018-05-30","Laurel McDonald",1
"2700","BG-15-16",2018,"3m 1SPM","2018-06-09","Tyne Baker",1
"2701","BG-15-17",2019,"3m 1SPM","2019-06-27","Brandon Law",1
"2702","BG-15-17",2019,"3m 1SPM","2019-07-01","Jake Lewis",1
"2703","BG-15-17",2019,"3m 1SPM","2019-07-04","Connor Charchuk",1
"2704","BG-15-17",2019,"3m 1SPM","2019-07-06","Tyne Baker",1
"2705","BG-15-18",2019,"3m 1SPM","2019-06-28","Christopher Wagner",1
"2706","BG-15-18",2019,"3m 1SPM","2019-06-29","Brandon Law",1
"2707","BG-15-18",2019,"3m 1SPM","2019-07-03","Tyne Baker",1
"2708","BG-15-18",2019,"3m 1SPM","2019-07-10","Brandon Law",1
"2709","BG-15-19",2019,"3m 1SPM","2019-05-31","Tyne Baker",1
"2710","BG-15-19",2019,"3m 1SPM","2019-06-08","S Shappas",1
"2711","BG-15-19",2019,"3m 1SPM","2019-06-26","Christopher Moser-Purdy",1
"2712","BG-15-19",2019,"3m 1SPM","2019-07-10","Connor Charchuk",1
"2713","BG-15-2",2018,"3m 1SPM","2018-07-01","Christopher Moser-Purdy",1
"2714","BG-15-2",2018,"3m 1SPM","2018-07-04","Nicole Boucher",1
"2715","BG-15-2",2018,"3m 1SPM","2018-07-06","Christopher Moser-Purdy",1
"2716","BG-15-2",2018,"3m 1SPM","2018-07-10","Christopher Moser-Purdy",1
"2717","BG-15-20",2019,"3m 1SPM","2019-05-30","D Emkoad",1
"2718","BG-15-20",2019,"3m 1SPM","2019-06-10","S Shappas",1
"2719","BG-15-20",2019,"3m 1SPM","2019-06-23","BP Robinson",1
"2720","BG-15-20",2019,"3m 1SPM","2019-06-27","S Shappas",1
"2721","BG-15-21",2018,"3m 1SPM","2018-07-01","Brandon Law",1
"2722","BG-15-21",2018,"3m 1SPM","2018-07-02","Dan Burgin",1
"2723","BG-15-21",2018,"3m 1SPM","2018-07-04","Jillian Slater",1
"2724","BG-15-21",2018,"3m 1SPM","2018-07-11","Jake Lewis",1
"2725","BG-15-22",2018,"3m 1SPM","2018-07-06","Laurel McDonald",1
"2726","BG-15-22",2018,"3m 1SPM","2018-07-09","Jake Lewis",1
"2727","BG-15-22",2018,"3m 1SPM","2018-07-10","Tyne Baker",1
"2728","BG-15-22",2018,"3m 1SPM","2018-07-11","Jillian Slater",1
"2729","BG-15-23",2018,"3m 1SPM","2018-05-22","Brandon Law",1
"2730","BG-15-23",2018,"3m 1SPM","2018-05-24","Tyne Baker",1
"2731","BG-15-23",2018,"3m 1SPM","2018-05-28","Dan Burgin",1
"2732","BG-15-23",2018,"3m 1SPM","2018-06-09","Laurel McDonald",1
"2733","BG-15-24",2018,"3m 1SPM","2018-05-29","Jake Lewis",1
"2734","BG-15-24",2018,"3m 1SPM","2018-06-03","Christopher Wagner",1
"2735","BG-15-24",2018,"3m 1SPM","2018-06-06","Christopher Wagner",1
"2736","BG-15-24",2018,"3m 1SPM","2018-06-07","Christopher Moser-Purdy",1
"2737","BG-15-26",2018,"3m 1SPM","2018-07-05","Christopher Wagner",1
"2738","BG-15-26",2018,"3m 1SPM","2018-07-06","Christopher Wagner",1
"2739","BG-15-26",2018,"3m 1SPM","2018-07-10","Jillian Slater",1
"2740","BG-15-26",2018,"3m 1SPM","2018-07-11","Brandon Law",1
"2741","BG-15-27",2018,"3m 1SPM","2018-05-28","Kevan Cowcill",1
"2742","BG-15-27",2018,"3m 1SPM","2018-05-30","Christopher Moser-Purdy",1
"2743","BG-15-27",2018,"3m 1SPM","2018-06-01","Laurel McDonald",1
"2744","BG-15-27",2018,"3m 1SPM","2018-06-07","Dan Burgin",1
"2745","BG-15-28",2018,"3m 1SPM","2018-05-23","Brandon Law",1
"2746","BG-15-28",2018,"3m 1SPM","2018-05-25","Kevan Cowcill",1
"2747","BG-15-28",2018,"3m 1SPM","2018-06-01","Christopher Moser-Purdy",1
"2748","BG-15-28",2018,"3m 1SPM","2018-06-06","Tyne Baker",1
"2749","BG-15-29",2018,"3m 1SPM","2018-07-01","Jillian Slater",1
"2750","BG-15-29",2018,"3m 1SPM","2018-07-08","Brandon Law",1
"2751","BG-15-29",2018,"3m 1SPM","2018-07-10","Nicole Boucher",1
"2752","BG-15-29",2018,"3m 1SPM","2018-07-11","Laurel McDonald",1
"2753","BG-15-3",2018,"3m 1SPM","2018-07-01","Nicole Boucher",1
"2754","BG-15-3",2018,"3m 1SPM","2018-07-02","Laurel McDonald",1
"2755","BG-15-3",2018,"3m 1SPM","2018-07-04","Tyne Baker",1
"2756","BG-15-3",2018,"3m 1SPM","2018-07-10","Laurel McDonald",1
"2757","BG-15-30",2018,"3m 1SPM","2018-06-19","Nicole Boucher",1
