"","SS","Visits"
"245","BG_12_73",2
"246","BG_12_75",1
"247","BG_12_77",1
"248","BG_12_79",2
"249","BG_12_8",1
"250","BG_12_81",1
"251","BG_12_82",1
"252","BG_12_84",1
"253","BG_12_85",3
"254","BG_12_86",2
"255","BG_12_88",2
"256","BG_12_9",1
"257","BG_12_90",1
"258","BG_12_91",2
"259","BG_12_92",1
"260","BG_12_95",2
"261","BG_12_96",1
"262","BG_12_99",2
"263","BG_13_1",4
"264","BG_13_10",1
"265","BG_13_100",1
"266","BG_13_12",2
"267","BG_13_19",1
"268","BG_13_2",3
"269","BG_13_20",2
"270","BG_13_24",2
"271","BG_13_27",1
"272","BG_13_28",2
"273","BG_13_33",1
"274","BG_13_34",2
"275","BG_13_37",2
"276","BG_13_38",1
"277","BG_13_45",3
"278","BG_13_54",1
"279","BG_13_55",3
"280","BG_13_56",2
"281","BG_13_6",2
"282","BG_13_63",2
"283","BG_13_64",1
"284","BG_13_66",2
"285","BG_13_70",1
"286","BG_13_73",1
"287","BG_13_74",2
"288","BG_13_81",1
"289","BG_13_82",1
"290","BG_13_85",1
"291","BG_13_86",1
"292","BG_13_89",3
"293","BG_13_9",3
"294","BG_13_90",2
"295","BG_13_91",3
"296","BG_13_92",1
"297","BG_13_95",1
"298","BG_13_96",1
"299","BG_13_99",2
"300","BG_14_100",1
"301","BG_14_13",2
"302","BG_14_17",1
"303","BG_14_19",3
"304","BG_14_21",1
"305","BG_14_22",2
"306","BG_14_25",1
"307","BG_14_29",2
"308","BG_14_3",2
"309","BG_14_31",2
"310","BG_14_32",1
"311","BG_14_35",2
"312","BG_14_36",1
"313","BG_14_39",1
"314","BG_14_40",1
"315","BG_14_49",1
"316","BG_14_5",4
"317","BG_14_50",1
"318","BG_14_53",2
"319","BG_14_54",2
"320","BG_14_58",1
"321","BG_14_59",1
"322","BG_14_60",1
"323","BG_14_61",2
"324","BG_14_62",2
"325","BG_14_66",2
"326","BG_14_7",2
"327","BG_14_70",1
"328","BG_14_74",4
"329","BG_14_75",2
"330","BG_14_76",1
"331","BG_14_78",1
"332","BG_14_8",1
"333","BG_14_83",2
"334","BG_14_9",1
"335","BG_14_93",1
"336","BG_14_94",1
"337","BG_14_99",2
"338","BG_15_1",3
"339","BG_15_100",1
"340","BG_15_11",1
"341","BG_15_12",2
"342","BG_15_13",2
"343","BG_15_14",4
"344","BG_15_15",2
"345","BG_15_16",3
"346","BG_15_17",1
"347","BG_15_18",1
"348","BG_15_19",2
"349","BG_15_2",2
"350","BG_15_20",1
"351","BG_15_22",3
"352","BG_15_23",3
"353","BG_15_24",1
"354","BG_15_26",2
"355","BG_15_27",2
"356","BG_15_28",2
"357","BG_15_29",2
"358","BG_15_3",1
"359","BG_15_30",1
"360","BG_15_31",4
"361","BG_15_32",4
"362","BG_15_33",2
"363","BG_15_34",3
"364","BG_15_35",1
"365","BG_15_36",2
"366","BG_15_37",1
"367","BG_15_38",2
"368","BG_15_39",1
"369","BG_15_4",1
"370","BG_15_40",1
"371","BG_15_41",2
"372","BG_15_42",1
"373","BG_15_43",2
"374","BG_15_44",2
"375","BG_15_45",2
"376","BG_15_46",2
"377","BG_15_48",3
"378","BG_15_49",3
"379","BG_15_5",1
"380","BG_15_50",1
"381","BG_15_51",2
"382","BG_15_52",3
"383","BG_15_53",1
"384","BG_15_55",1
"385","BG_15_56",2
"386","BG_15_58",2
"387","BG_15_59",4
"388","BG_15_6",3
"389","BG_15_60",3
"390","BG_15_63",3
"391","BG_15_64",3
"392","BG_15_65",3
"393","BG_15_66",1
"394","BG_15_67",2
"395","BG_15_68",3
"396","BG_15_69",1
"397","BG_15_7",1
"398","BG_15_71",1
"399","BG_15_72",1
"400","BG_15_73",2
"401","BG_15_74",2
"402","BG_15_75",2
"403","BG_15_77",3
"404","BG_15_78",3
"405","BG_15_79",1
"406","BG_15_8",1
"407","BG_15_81",2
"408","BG_15_82",1
"409","BG_15_83",1
"410","BG_15_85",3
"411","BG_15_86",2
"412","BG_15_87",4
"413","BG_15_89",2
"414","BG_15_90",3
"415","BG_15_91",1
"416","BG_15_92",2
"417","BG_15_93",1
"418","BG_15_94",1
"419","BG_15_95",2
"420","BG_15_97",2
"421","BG_15_99",3
"422","BG_16_1",3
"423","BG_16_10",4
"424","BG_16_100",4
"425","BG_16_11",1
"426","BG_16_13",2
"427","BG_16_15",4
"428","BG_16_16",4
"429","BG_16_17",4
"430","BG_16_18",3
"431","BG_16_19",4
"432","BG_16_20",4
"433","BG_16_21",4
"434","BG_16_22",5
"435","BG_16_23",4
"436","BG_16_24",3
"437","BG_16_25",4
"438","BG_16_26",3
"439","BG_16_27",4
"440","BG_16_28",4
"441","BG_16_29",4
"442","BG_16_3",3
"443","BG_16_30",4
"444","BG_16_31",2
"445","BG_16_32",3
"446","BG_16_33",4
"447","BG_16_34",4
"448","BG_16_35",4
"449","BG_16_36",4
"450","BG_16_37",4
"451","BG_16_38",3
"452","BG_16_39",4
"453","BG_16_4",4
"454","BG_16_40",4
"455","BG_16_41",4
"456","BG_16_42",4
"457","BG_16_43",2
"458","BG_16_44",4
"459","BG_16_45",4
"460","BG_16_46",4
"461","BG_16_47",3
"462","BG_16_48",4
"463","BG_16_49",4
"464","BG_16_5",4
"465","BG_16_50",4
"466","BG_16_51",4
"467","BG_16_52",4
"468","BG_16_53",3
"469","BG_16_54",3
"470","BG_16_55",4
"471","BG_16_56",4
"472","BG_16_57",4
"473","BG_16_58",3
"474","BG_16_59",4
"475","BG_16_6",4
"476","BG_16_60",4
"477","BG_16_61",3
"478","BG_16_62",4
"479","BG_16_63",4
"480","BG_16_64",2
"481","BG_16_65",5
"482","BG_16_67",4
"483","BG_16_68",4
"484","BG_16_7",3
"485","BG_16_70",4
"486","BG_16_71",3
"487","BG_16_72",4
"488","BG_16_73",3
"489","BG_16_74",3
"490","BG_16_75",4
"491","BG_16_76",3
"492","BG_16_77",4
"493","BG_16_78",4
"494","BG_16_79",3
"495","BG_16_8",1
"496","BG_16_80",4
"497","BG_16_81",4
"498","BG_16_82",4
"499","BG_16_83",3
"500","BG_16_84",3
"501","BG_16_85",4
"502","BG_16_86",4
"503","BG_16_88",3
"504","BG_16_89",4
"505","BG_16_9",4
"506","BG_16_90",3
"507","BG_16_91",4
"508","BG_16_92",4
"509","BG_16_93",4
"510","BG_16_94",1
"511","BG_16_95",4
"512","BG_16_96",4
"513","BG_16_97",4
"514","BG_16_98",4
"515","BG_17_1",4
"516","BG_17_10",4
"517","BG_17_100",4
"518","BG_17_11",4
"519","BG_17_12",4
"520","BG_17_13",4
"521","BG_17_14",4
"522","BG_17_15",4
"523","BG_17_16",4
"524","BG_17_17",4
"525","BG_17_18",3
"526","BG_17_19",4
"527","BG_17_2",4
"528","BG_17_20",4
"529","BG_17_22",4
"530","BG_17_23",4
"531","BG_17_24",4
"532","BG_17_26",3
"533","BG_17_27",4
"534","BG_17_28",4
"535","BG_17_29",4
"536","BG_17_3",4
"537","BG_17_30",5
"538","BG_17_31",3
"539","BG_17_32",3
"540","BG_17_33",4
"541","BG_17_34",4
"542","BG_17_35",3
"543","BG_17_36",3
"544","BG_17_37",4
"545","BG_17_38",4
"546","BG_17_39",4
"547","BG_17_4",3
"548","BG_17_40",2
"549","BG_17_41",4
"550","BG_17_42",4
"551","BG_17_43",1
"552","BG_17_44",4
"553","BG_17_45",3
"554","BG_17_46",4
"555","BG_17_47",3
"556","BG_17_48",4
"557","BG_17_49",4
"558","BG_17_5",4
"559","BG_17_50",4
"560","BG_17_51",4
"561","BG_17_52",4
"562","BG_17_53",4
"563","BG_17_54",4
"564","BG_17_55",4
"565","BG_17_56",4
"566","BG_17_57",3
"567","BG_17_58",2
"568","BG_17_59",4
"569","BG_17_6",4
"570","BG_17_60",4
"571","BG_17_61",4
"572","BG_17_62",4
"573","BG_17_63",4
"574","BG_17_64",4
"575","BG_17_65",4
"576","BG_17_66",1
"577","BG_17_67",4
"578","BG_17_68",4
"579","BG_17_7",4
"580","BG_17_71",4
"581","BG_17_73",4
"582","BG_17_74",4
"583","BG_17_75",3
"584","BG_17_76",4
"585","BG_17_77",4
"586","BG_17_78",4
"587","BG_17_79",4
"588","BG_17_8",3
"589","BG_17_80",5
"590","BG_17_81",2
"591","BG_17_82",4
"592","BG_17_83",3
"593","BG_17_84",4
"594","BG_17_85",4
"595","BG_17_86",4
"596","BG_17_87",3
"597","BG_17_88",3
"598","BG_17_89",4
"599","BG_17_9",4
"600","BG_17_90",4
"601","BG_17_91",3
"602","BG_17_92",8
"603","BG_17_93",4
"604","BG_17_94",3
"605","BG_17_95",4
"606","BG_17_96",3
"607","BG_17_97",3
"608","BG_17_98",4
"609","BG_17_99",4
"610","BG_18_1",1
"611","BG_18_11",1
"612","BG_18_12",1
"613","BG_18_13",2
"614","BG_18_16",1
"615","BG_18_17",2
"616","BG_18_18",1
"617","BG_18_19",2
"618","BG_18_21",1
"619","BG_18_26",1
"620","BG_18_29",2
"621","BG_18_30",2
"622","BG_18_35",3
"623","BG_18_36",2
"624","BG_18_4",1
"625","BG_18_41",1
"626","BG_18_43",1
"627","BG_18_47",2
"628","BG_18_48",2
"629","BG_18_51",1
"630","BG_18_57",2
"631","BG_18_58",1
"632","BG_18_61",3
"633","BG_18_62",1
"634","BG_18_66",2
"635","BG_18_69",3
"636","BG_18_7",1
"637","BG_18_71",1
"638","BG_18_72",3
"639","BG_18_75",2
"640","BG_18_76",1
"641","BG_18_79",1
"642","BG_18_8",2
"643","BG_18_80",2
"644","BG_18_83",2
"645","BG_18_84",1
"646","BG_18_87",2
"647","BG_18_88",2
"648","BG_18_93",1
"649","BG_18_94",1
"650","BG_18_96",1
"651","BG_18_97",1
"652","BG_19_10",4
"653","BG_19_17",4
"654","BG_19_18",5
"655","BG_19_19",4
"656","BG_19_21",4
"657","BG_19_22",4
"658","BG_19_25",4
"659","BG_19_26",4
"660","BG_19_27",6
"661","BG_19_28",4
"662","BG_19_29",4
"663","BG_19_30",4
"664","BG_19_31",5
"665","BG_19_32",4
"666","BG_19_33",4
"667","BG_19_34",4
"668","BG_19_37",4
"669","BG_19_38",4
"670","BG_19_39",4
"671","BG_19_40",4
"672","BG_19_44",4
"673","BG_19_47",4
"674","BG_19_54",4
"675","BG_19_55",4
"676","BG_19_56",4
"677","BG_19_57",4
"678","BG_19_6",4
"679","BG_19_64",4
"680","BG_19_65",4
"681","BG_19_7",4
"682","BG_19_8",4
"683","BG_19_9",4
"684","BG_2_1",4
"685","BG_2_100",4
"686","BG_2_11",4
"687","BG_2_12",4
"688","BG_2_13",4
"689","BG_2_14",4
"690","BG_2_15",5
"691","BG_2_16",4
"692","BG_2_17",4
"693","BG_2_18",4
"694","BG_2_19",4
"695","BG_2_2",4
"696","BG_2_20",4
"697","BG_2_21",3
"698","BG_2_22",4
"699","BG_2_23",4
"700","BG_2_24",4
"701","BG_2_25",3
"702","BG_2_26",5
"703","BG_2_27",4
"704","BG_2_28",4
"705","BG_2_29",4
"706","BG_2_3",4
"707","BG_2_30",4
"708","BG_2_31",4
"709","BG_2_32",3
"710","BG_2_33",4
"711","BG_2_34",4
"712","BG_2_35",4
"713","BG_2_36",5
"714","BG_2_37",3
"715","BG_2_38",4
"716","BG_2_39",4
"717","BG_2_4",4
"718","BG_2_40",3
"719","BG_2_41",4
"720","BG_2_42",4
"721","BG_2_43",4
"722","BG_2_44",4
"723","BG_2_45",4
"724","BG_2_46",4
"725","BG_2_47",4
"726","BG_2_48",4
"727","BG_2_49",4
"728","BG_2_5",4
"729","BG_2_50",4
"730","BG_2_51",4
"731","BG_2_52",3
"732","BG_2_53",4
"733","BG_2_54",4
"734","BG_2_55",4
"735","BG_2_56",4
"736","BG_2_57",4
"737","BG_2_58",4
"738","BG_2_59",4
"739","BG_2_6",4
"740","BG_2_60",3
"741","BG_2_61",10
"742","BG_2_62",4
"743","BG_2_63",4
"744","BG_2_64",4
"745","BG_2_65",4
"746","BG_2_66",4
"747","BG_2_67",4
"748","BG_2_68",4
"749","BG_2_69",3
"750","BG_2_7",4
"751","BG_2_70",4
"752","BG_2_71",5
"753","BG_2_72",4
"754","BG_2_73",4
"755","BG_2_74",5
"756","BG_2_75",4
"757","BG_2_76",4
"758","BG_2_77",2
"759","BG_2_78",4
"760","BG_2_79",4
"761","BG_2_8",4
"762","BG_2_80",4
"763","BG_2_81",5
"764","BG_2_82",4
"765","BG_2_83",4
"766","BG_2_84",4
"767","BG_2_85",4
"768","BG_2_86",4
"769","BG_2_87",4
"770","BG_2_88",4
"771","BG_2_89",4
"772","BG_2_9",4
"773","BG_2_90",3
"774","BG_2_91",4
"775","BG_2_92",4
"776","BG_2_93",1
"777","BG_2_94",4
"778","BG_2_95",4
"779","BG_2_96",4
"780","BG_2_97",4
"781","BG_2_98",4
"782","BG_2_99",4
"783","BG_3_10",3
"784","BG_3_100",2
"785","BG_3_12",1
"786","BG_3_13",3
"787","BG_3_14",2
"788","BG_3_15",3
"789","BG_3_16",3
"790","BG_3_17",3
"791","BG_3_18",4
"792","BG_3_19",3
"793","BG_3_20",3
"794","BG_3_22",3
"795","BG_3_23",3
"796","BG_3_24",4
"797","BG_3_25",3
"798","BG_3_26",4
"799","BG_3_27",4
"800","BG_3_28",4
"801","BG_3_29",4
"802","BG_3_30",4
"803","BG_3_32",2
"804","BG_3_33",4
"805","BG_3_34",4
"806","BG_3_35",4
"807","BG_3_36",4
"808","BG_3_37",3
"809","BG_3_38",4
"810","BG_3_39",4
"811","BG_3_40",4
"812","BG_3_42",4
"813","BG_3_43",4
"814","BG_3_44",4
"815","BG_3_45",3
"816","BG_3_46",3
"817","BG_3_47",3
"818","BG_3_48",3
"819","BG_3_49",3
"820","BG_3_50",3
"821","BG_3_52",3
"822","BG_3_53",3
"823","BG_3_54",3
"824","BG_3_55",4
"825","BG_3_56",4
"826","BG_3_57",9
"827","BG_3_58",4
"828","BG_3_59",4
"829","BG_3_60",3
"830","BG_3_62",7
"831","BG_3_63",3
"832","BG_3_64",3
"833","BG_3_65",4
"834","BG_3_66",3
"835","BG_3_67",3
"836","BG_3_68",4
"837","BG_3_69",4
"838","BG_3_70",4
"839","BG_3_72",4
"840","BG_3_73",3
"841","BG_3_74",2
"842","BG_3_75",3
"843","BG_3_76",3
"844","BG_3_77",3
"845","BG_3_78",4
"846","BG_3_79",2
"847","BG_3_80",4
"848","BG_3_82",3
"849","BG_3_83",3
"850","BG_3_84",4
"851","BG_3_85",3
"852","BG_3_86",3
"853","BG_3_87",5
"854","BG_3_88",3
"855","BG_3_89",4
"856","BG_3_9",4
"857","BG_3_90",3
"858","BG_3_92",1
"859","BG_3_93",3
"860","BG_3_94",3
"861","BG_3_95",4
"862","BG_3_96",3
"863","BG_3_97",3
"864","BG_3_98",3
"865","BG_3_99",3
"866","BG_4_1",3
"867","BG_4_10",3
"868","BG_4_100",4
"869","BG_4_11",4
"870","BG_4_12",4
"871","BG_4_13",4
"872","BG_4_14",4
"873","BG_4_15",4
"874","BG_4_16",3
"875","BG_4_17",3
"876","BG_4_18",4
"877","BG_4_19",2
"878","BG_4_2",3
"879","BG_4_20",4
"880","BG_4_21",3
"881","BG_4_22",3
"882","BG_4_23",4
"883","BG_4_24",2
"884","BG_4_25",3
"885","BG_4_26",4
"886","BG_4_27",4
"887","BG_4_28",4
"888","BG_4_29",4
"889","BG_4_3",3
"890","BG_4_30",4
"891","BG_4_31",3
"892","BG_4_32",3
"893","BG_4_33",3
"894","BG_4_34",4
"895","BG_4_35",4
"896","BG_4_36",3
"897","BG_4_37",4
"898","BG_4_38",4
"899","BG_4_39",4
"900","BG_4_4",4
"901","BG_4_40",4
"902","BG_4_41",4
"903","BG_4_42",4
"904","BG_4_43",3
"905","BG_4_44",3
"906","BG_4_45",4
"907","BG_4_46",4
"908","BG_4_47",3
"909","BG_4_48",4
"910","BG_4_49",4
"911","BG_4_5",3
"912","BG_4_50",4
"913","BG_4_51",4
"914","BG_4_52",4
"915","BG_4_53",4
"916","BG_4_54",4
"917","BG_4_55",4
"918","BG_4_56",3
"919","BG_4_57",2
"920","BG_4_58",4
"921","BG_4_59",3
"922","BG_4_6",3
"923","BG_4_60",4
"924","BG_4_61",4
"925","BG_4_62",2
"926","BG_4_63",4
"927","BG_4_64",3
"928","BG_4_65",3
"929","BG_4_66",4
"930","BG_4_67",3
"931","BG_4_68",2
"932","BG_4_69",3
"933","BG_4_7",2
"934","BG_4_70",3
"935","BG_4_71",4
"936","BG_4_72",4
"937","BG_4_73",4
"938","BG_4_74",3
"939","BG_4_75",4
"940","BG_4_76",3
"941","BG_4_77",4
"942","BG_4_78",4
"943","BG_4_79",4
"944","BG_4_8",2
"945","BG_4_80",3
"946","BG_4_81",3
"947","BG_4_82",4
"948","BG_4_83",3
"949","BG_4_84",2
"950","BG_4_85",4
"951","BG_4_86",5
"952","BG_4_87",3
"953","BG_4_88",4
"954","BG_4_89",3
"955","BG_4_9",3
"956","BG_4_90",4
"957","BG_4_91",4
"958","BG_4_92",3
"959","BG_4_93",4
"960","BG_4_94",3
"961","BG_4_95",4
"962","BG_4_96",4
"963","BG_4_97",3
"964","BG_4_98",4
"965","BG_4_99",4
"966","BG_5_1",10
"967","BG_5_10",11
"968","BG_5_100",10
"969","BG_5_11",9
"970","BG_5_12",11
"971","BG_5_13",10
"972","BG_5_14",5
"973","BG_5_15",11
"974","BG_5_16",10
"975","BG_5_17",8
"976","BG_5_18",10
"977","BG_5_19",11
"978","BG_5_2",10
"979","BG_5_20",8
"980","BG_5_21",9
"981","BG_5_22",9
"982","BG_5_23",10
"983","BG_5_24",9
"984","BG_5_25",9
"985","BG_5_26",10
"986","BG_5_27",8
"987","BG_5_28",9
"988","BG_5_29",12
"989","BG_5_3",8
"990","BG_5_30",10
"991","BG_5_31",6
"992","BG_5_32",7
"993","BG_5_33",10
"994","BG_5_34",10
"995","BG_5_35",9
"996","BG_5_36",10
"997","BG_5_37",11
"998","BG_5_38",6
"999","BG_5_39",11
"1000","BG_5_4",7
"1001","BG_5_40",6
"1002","BG_5_41",10
"1003","BG_5_42",10
"1004","BG_5_43",11
"1005","BG_5_44",10
"1006","BG_5_45",9
"1007","BG_5_46",10
"1008","BG_5_47",12
"1009","BG_5_48",10
"1010","BG_5_49",9
"1011","BG_5_5",10
"1012","BG_5_50",8
"1013","BG_5_51",7
"1014","BG_5_52",4
"1015","BG_5_53",4
"1016","BG_5_54",10
"1017","BG_5_55",10
"1018","BG_5_56",13
"1019","BG_5_57",9
"1020","BG_5_58",12
"1021","BG_5_59",10
"1022","BG_5_6",10
"1023","BG_5_60",10
"1024","BG_5_61",9
"1025","BG_5_62",10
"1026","BG_5_63",12
"1027","BG_5_64",9
"1028","BG_5_65",9
"1029","BG_5_66",7
"1030","BG_5_67",7
"1031","BG_5_68",10
"1032","BG_5_69",11
"1033","BG_5_7",10
"1034","BG_5_70",10
"1035","BG_5_71",8
"1036","BG_5_72",7
"1037","BG_5_73",12
"1038","BG_5_74",11
"1039","BG_5_75",10
"1040","BG_5_76",10
"1041","BG_5_77",11
"1042","BG_5_78",10
"1043","BG_5_79",11
"1044","BG_5_8",12
"1045","BG_5_80",10
"1046","BG_5_81",11
"1047","BG_5_82",10
"1048","BG_5_83",11
"1049","BG_5_84",6
"1050","BG_5_85",10
"1051","BG_5_86",6
"1052","BG_5_87",10
"1053","BG_5_88",8
"1054","BG_5_89",9
"1055","BG_5_9",10
"1056","BG_5_90",10
"1057","BG_5_91",9
"1058","BG_5_92",7
"1059","BG_5_93",9
"1060","BG_5_94",7
"1061","BG_5_95",7
"1062","BG_5_96",11
"1063","BG_5_97",10
"1064","BG_5_98",10
"1065","BG_5_99",10
"1066","BG_6_1",4
"1067","BG_6_10",4
"1068","BG_6_100",4
"1069","BG_6_11",4
"1070","BG_6_12",6
"1071","BG_6_13",3
"1072","BG_6_14",5
"1073","BG_6_15",6
"1074","BG_6_16",3
"1075","BG_6_17",6
"1076","BG_6_18",5
"1077","BG_6_19",5
"1078","BG_6_2",4
"1079","BG_6_20",3
"1080","BG_6_21",5
"1081","BG_6_23",4
"1082","BG_6_24",2
"1083","BG_6_25",4
"1084","BG_6_26",4
"1085","BG_6_27",3
"1086","BG_6_28",5
"1087","BG_6_29",4
"1088","BG_6_3",5
"1089","BG_6_31",4
"1090","BG_6_32",5
"1091","BG_6_33",5
"1092","BG_6_34",5
"1093","BG_6_35",4
"1094","BG_6_36",4
"1095","BG_6_37",4
"1096","BG_6_38",5
"1097","BG_6_39",2
"1098","BG_6_4",2
"1099","BG_6_40",4
"1100","BG_6_41",4
"1101","BG_6_42",4
"1102","BG_6_43",4
"1103","BG_6_44",1
"1104","BG_6_45",3
"1105","BG_6_46",3
"1106","BG_6_47",4
"1107","BG_6_48",4
"1108","BG_6_49",5
"1109","BG_6_5",3
"1110","BG_6_50",5
"1111","BG_6_51",5
"1112","BG_6_52",4
"1113","BG_6_53",4
"1114","BG_6_54",3
"1115","BG_6_55",4
"1116","BG_6_56",4
"1117","BG_6_57",4
"1118","BG_6_58",4
"1119","BG_6_59",4
"1120","BG_6_6",5
"1121","BG_6_60",4
"1122","BG_6_61",3
"1123","BG_6_62",5
"1124","BG_6_64",4
"1125","BG_6_65",4
"1126","BG_6_66",4
"1127","BG_6_67",3
"1128","BG_6_68",4
"1129","BG_6_69",4
"1130","BG_6_7",3
"1131","BG_6_70",4
"1132","BG_6_71",4
"1133","BG_6_72",4
"1134","BG_6_73",4
"1135","BG_6_74",1
"1136","BG_6_75",2
"1137","BG_6_76",4
"1138","BG_6_77",4
"1139","BG_6_78",4
"1140","BG_6_79",4
"1141","BG_6_8",2
"1142","BG_6_81",4
"1143","BG_6_82",4
"1144","BG_6_83",4
"1145","BG_6_84",3
"1146","BG_6_85",4
"1147","BG_6_86",3
"1148","BG_6_87",4
"1149","BG_6_88",4
"1150","BG_6_89",4
"1151","BG_6_9",4
"1152","BG_6_90",4
