"","SS","Visits"
"1150","BG_3_69",3
"1151","BG_3_70",4
"1152","BG_3_72",4
"1153","BG_3_73",3
"1154","BG_3_74",1
"1155","BG_3_75",2
"1156","BG_3_76",2
"1157","BG_3_77",2
"1158","BG_3_78",4
"1159","BG_3_79",2
"1160","BG_3_80",4
"1161","BG_3_82",2
"1162","BG_3_83",3
"1163","BG_3_84",4
"1164","BG_3_85",2
"1165","BG_3_86",2
"1166","BG_3_87",3
"1167","BG_3_88",2
"1168","BG_3_89",4
"1169","BG_3_9",4
"1170","BG_3_90",2
"1171","BG_3_92",1
"1172","BG_3_93",3
"1173","BG_3_94",2
"1174","BG_3_95",2
"1175","BG_3_96",3
"1176","BG_3_97",3
"1177","BG_3_98",3
"1178","BG_3_99",3
"1179","BG_4_1",3
"1180","BG_4_10",3
"1181","BG_4_100",2
"1182","BG_4_11",4
"1183","BG_4_12",4
"1184","BG_4_13",4
"1185","BG_4_14",4
"1186","BG_4_15",3
"1187","BG_4_16",3
"1188","BG_4_17",3
"1189","BG_4_18",4
"1190","BG_4_19",2
"1191","BG_4_2",3
"1192","BG_4_20",4
"1193","BG_4_21",3
"1194","BG_4_22",2
"1195","BG_4_23",4
"1196","BG_4_24",1
"1197","BG_4_25",3
"1198","BG_4_26",4
"1199","BG_4_27",4
"1200","BG_4_28",3
"1201","BG_4_29",4
"1202","BG_4_3",2
"1203","BG_4_30",4
"1204","BG_4_31",3
"1205","BG_4_32",3
"1206","BG_4_33",2
"1207","BG_4_34",4
"1208","BG_4_35",3
"1209","BG_4_36",3
"1210","BG_4_37",4
"1211","BG_4_38",4
"1212","BG_4_39",4
"1213","BG_4_4",2
"1214","BG_4_40",4
"1215","BG_4_41",4
"1216","BG_4_42",4
"1217","BG_4_43",3
"1218","BG_4_44",3
"1219","BG_4_45",3
"1220","BG_4_46",4
"1221","BG_4_47",3
"1222","BG_4_48",4
"1223","BG_4_49",4
"1224","BG_4_5",2
"1225","BG_4_50",4
"1226","BG_4_51",3
"1227","BG_4_52",4
"1228","BG_4_53",4
"1229","BG_4_54",4
"1230","BG_4_55",4
"1231","BG_4_56",2
"1232","BG_4_57",2
"1233","BG_4_58",3
"1234","BG_4_59",3
"1235","BG_4_6",3
"1236","BG_4_60",4
"1237","BG_4_61",4
"1238","BG_4_62",5
"1239","BG_4_63",4
"1240","BG_4_64",3
"1241","BG_4_65",3
"1242","BG_4_66",4
"1243","BG_4_67",3
"1244","BG_4_68",1
"1245","BG_4_69",3
"1246","BG_4_7",2
"1247","BG_4_70",3
"1248","BG_4_71",3
"1249","BG_4_72",4
"1250","BG_4_73",4
"1251","BG_4_74",3
"1252","BG_4_75",4
"1253","BG_4_76",3
"1254","BG_4_77",3
"1255","BG_4_78",4
"1256","BG_4_79",3
"1257","BG_4_8",2
"1258","BG_4_80",3
"1259","BG_4_81",3
"1260","BG_4_82",4
"1261","BG_4_83",2
"1262","BG_4_84",2
"1263","BG_4_85",4
"1264","BG_4_86",3
"1265","BG_4_87",3
"1266","BG_4_88",4
"1267","BG_4_89",3
"1268","BG_4_9",2
"1269","BG_4_90",4
"1270","BG_4_91",2
"1271","BG_4_92",2
"1272","BG_4_93",2
"1273","BG_4_94",1
"1274","BG_4_95",3
"1275","BG_4_96",4
"1276","BG_4_97",5
"1277","BG_4_98",4
"1278","BG_4_99",4
"1279","BG_5_1",10
"1280","BG_5_10",10
"1281","BG_5_100",9
"1282","BG_5_11",8
"1283","BG_5_12",9
"1284","BG_5_13",10
"1285","BG_5_14",5
"1286","BG_5_15",10
"1287","BG_5_16",10
"1288","BG_5_17",8
"1289","BG_5_18",9
"1290","BG_5_19",10
"1291","BG_5_2",10
"1292","BG_5_20",7
"1293","BG_5_21",9
"1294","BG_5_22",9
"1295","BG_5_23",10
"1296","BG_5_24",8
"1297","BG_5_25",9
"1298","BG_5_26",8
"1299","BG_5_27",8
"1300","BG_5_28",9
"1301","BG_5_29",10
"1302","BG_5_3",8
"1303","BG_5_30",8
"1304","BG_5_31",10
"1305","BG_5_32",5
"1306","BG_5_33",8
"1307","BG_5_34",10
"1308","BG_5_35",7
"1309","BG_5_36",10
"1310","BG_5_37",6
"1311","BG_5_38",5
"1312","BG_5_39",7
"1313","BG_5_4",15
"1314","BG_5_40",6
"1315","BG_5_41",9
"1316","BG_5_42",10
"1317","BG_5_43",12
"1318","BG_5_44",9
"1319","BG_5_45",9
"1320","BG_5_46",8
"1321","BG_5_47",8
"1322","BG_5_48",9
"1323","BG_5_49",9
"1324","BG_5_5",10
"1325","BG_5_50",8
"1326","BG_5_51",6
"1327","BG_5_52",7
"1328","BG_5_53",4
"1329","BG_5_54",8
"1330","BG_5_55",8
"1331","BG_5_56",13
"1332","BG_5_57",9
"1333","BG_5_58",12
"1334","BG_5_59",10
"1335","BG_5_6",10
"1336","BG_5_60",10
"1337","BG_5_61",8
"1338","BG_5_62",10
"1339","BG_5_63",10
"1340","BG_5_64",7
"1341","BG_5_65",9
"1342","BG_5_66",6
"1343","BG_5_67",7
"1344","BG_5_68",9
"1345","BG_5_69",11
"1346","BG_5_7",8
"1347","BG_5_70",10
"1348","BG_5_71",7
"1349","BG_5_72",7
"1350","BG_5_73",12
"1351","BG_5_74",11
"1352","BG_5_75",10
"1353","BG_5_76",9
"1354","BG_5_77",11
"1355","BG_5_78",7
"1356","BG_5_79",10
"1357","BG_5_8",10
"1358","BG_5_80",8
"1359","BG_5_81",7
"1360","BG_5_82",8
"1361","BG_5_83",11
"1362","BG_5_84",6
"1363","BG_5_85",7
"1364","BG_5_86",9
"1365","BG_5_87",10
"1366","BG_5_88",8
"1367","BG_5_89",9
"1368","BG_5_9",10
"1369","BG_5_90",10
"1370","BG_5_91",8
"1371","BG_5_92",6
"1372","BG_5_93",7
"1373","BG_5_94",7
"1374","BG_5_95",7
"1375","BG_5_96",9
"1376","BG_5_97",9
"1377","BG_5_98",10
"1378","BG_5_99",10
"1379","BG_6_1",4
"1380","BG_6_10",4
"1381","BG_6_100",4
"1382","BG_6_11",4
"1383","BG_6_12",6
"1384","BG_6_13",5
"1385","BG_6_14",5
"1386","BG_6_15",6
"1387","BG_6_16",3
"1388","BG_6_17",5
"1389","BG_6_18",4
"1390","BG_6_19",4
"1391","BG_6_2",3
"1392","BG_6_20",4
"1393","BG_6_21",8
"1394","BG_6_22",3
"1395","BG_6_23",3
"1396","BG_6_24",2
"1397","BG_6_25",4
"1398","BG_6_26",6
"1399","BG_6_27",5
"1400","BG_6_28",4
"1401","BG_6_29",6
"1402","BG_6_3",6
"1403","BG_6_31",4
"1404","BG_6_32",5
"1405","BG_6_33",4
"1406","BG_6_34",4
"1407","BG_6_35",5
"1408","BG_6_36",6
"1409","BG_6_37",4
"1410","BG_6_38",3
"1411","BG_6_39",4
"1412","BG_6_4",4
"1413","BG_6_40",5
"1414","BG_6_41",4
"1415","BG_6_42",5
"1416","BG_6_43",3
"1417","BG_6_44",1
"1418","BG_6_45",2
"1419","BG_6_46",6
"1420","BG_6_47",5
"1421","BG_6_48",4
"1422","BG_6_49",6
"1423","BG_6_5",5
"1424","BG_6_50",4
"1425","BG_6_51",4
"1426","BG_6_52",3
"1427","BG_6_53",3
"1428","BG_6_54",3
"1429","BG_6_55",3
"1430","BG_6_56",4
"1431","BG_6_57",4
"1432","BG_6_58",4
"1433","BG_6_59",4
"1434","BG_6_6",4
"1435","BG_6_60",4
"1436","BG_6_61",2
"1437","BG_6_62",5
"1438","BG_6_63",4
"1439","BG_6_64",4
"1440","BG_6_65",4
"1441","BG_6_66",4
"1442","BG_6_67",3
"1443","BG_6_68",4
"1444","BG_6_69",4
"1445","BG_6_7",4
"1446","BG_6_70",4
"1447","BG_6_71",4
"1448","BG_6_72",4
"1449","BG_6_73",4
"1450","BG_6_74",1
"1451","BG_6_75",2
"1452","BG_6_76",4
"1453","BG_6_77",4
"1454","BG_6_78",4
"1455","BG_6_79",4
"1456","BG_6_8",2
"1457","BG_6_81",4
"1458","BG_6_82",4
"1459","BG_6_83",4
"1460","BG_6_84",3
"1461","BG_6_85",4
"1462","BG_6_86",3
"1463","BG_6_87",4
"1464","BG_6_88",4
"1465","BG_6_89",4
"1466","BG_6_9",3
"1467","BG_6_90",3
"1468","BG_6_91",4
"1469","BG_6_92",4
"1470","BG_6_93",3
"1471","BG_6_94",4
"1472","BG_6_95",3
"1473","BG_6_96",4
"1474","BG_6_97",3
"1475","BG_6_99",4
"1476","BG_7_1",3
"1477","BG_7_10",4
"1478","BG_7_100",4
"1479","BG_7_11",5
"1480","BG_7_12",5
"1481","BG_7_13",3
"1482","BG_7_14",4
"1483","BG_7_15",4
"1484","BG_7_16",4
"1485","BG_7_18",4
"1486","BG_7_19",4
"1487","BG_7_2",4
"1488","BG_7_20",4
"1489","BG_7_21",5
"1490","BG_7_22",4
"1491","BG_7_24",4
"1492","BG_7_25",3
"1493","BG_7_26",3
"1494","BG_7_27",4
"1495","BG_7_28",4
"1496","BG_7_29",4
"1497","BG_7_3",5
"1498","BG_7_30",4
"1499","BG_7_31",2
"1500","BG_7_32",4
"1501","BG_7_33",4
"1502","BG_7_34",4
"1503","BG_7_35",5
"1504","BG_7_36",4
"1505","BG_7_37",4
"1506","BG_7_38",4
"1507","BG_7_39",3
"1508","BG_7_4",4
"1509","BG_7_40",3
"1510","BG_7_41",3
"1511","BG_7_42",5
"1512","BG_7_43",4
"1513","BG_7_44",4
"1514","BG_7_45",4
"1515","BG_7_46",4
"1516","BG_7_47",3
"1517","BG_7_48",4
"1518","BG_7_49",4
"1519","BG_7_5",4
"1520","BG_7_50",3
"1521","BG_7_51",4
"1522","BG_7_52",4
"1523","BG_7_53",5
"1524","BG_7_54",4
"1525","BG_7_55",4
"1526","BG_7_56",4
"1527","BG_7_57",11
"1528","BG_7_58",2
"1529","BG_7_59",3
"1530","BG_7_6",4
"1531","BG_7_60",4
"1532","BG_7_61",2
"1533","BG_7_62",2
"1534","BG_7_63",4
"1535","BG_7_64",4
"1536","BG_7_65",5
"1537","BG_7_66",5
"1538","BG_7_67",4
"1539","BG_7_68",3
"1540","BG_7_69",4
"1541","BG_7_7",4
"1542","BG_7_70",5
"1543","BG_7_71",5
"1544","BG_7_72",6
"1545","BG_7_73",3
"1546","BG_7_74",4
"1547","BG_7_75",3
"1548","BG_7_76",4
"1549","BG_7_77",8
"1550","BG_7_78",5
"1551","BG_7_79",4
"1552","BG_7_8",4
"1553","BG_7_80",2
"1554","BG_7_82",3
"1555","BG_7_83",5
"1556","BG_7_84",6
"1557","BG_7_85",4
"1558","BG_7_86",4
"1559","BG_7_88",4
"1560","BG_7_89",4
"1561","BG_7_9",4
"1562","BG_7_90",4
"1563","BG_7_91",5
"1564","BG_7_92",3
"1565","BG_7_93",4
"1566","BG_7_94",3
"1567","BG_7_95",4
"1568","BG_7_96",5
"1569","BG_7_97",5
"1570","BG_7_98",3
"1571","BG_7_99",4
"1572","BG_8_1",4
"1573","BG_8_10",4
"1574","BG_8_100",5
"1575","BG_8_11",2
"1576","BG_8_12",5
"1577","BG_8_13",6
"1578","BG_8_14",5
"1579","BG_8_15",5
"1580","BG_8_16",4
"1581","BG_8_17",4
"1582","BG_8_18",7
"1583","BG_8_19",5
"1584","BG_8_2",5
"1585","BG_8_20",3
"1586","BG_8_21",4
"1587","BG_8_22",3
"1588","BG_8_23",4
"1589","BG_8_24",5
"1590","BG_8_25",4
"1591","BG_8_26",3
"1592","BG_8_27",4
"1593","BG_8_28",5
"1594","BG_8_29",8
"1595","BG_8_3",3
"1596","BG_8_30",6
"1597","BG_8_31",3
"1598","BG_8_32",5
"1599","BG_8_33",2
"1600","BG_8_34",5
"1601","BG_8_35",6
"1602","BG_8_36",7
"1603","BG_8_37",5
"1604","BG_8_38",4
"1605","BG_8_39",4
"1606","BG_8_4",4
"1607","BG_8_40",6
"1608","BG_8_41",4
"1609","BG_8_42",5
"1610","BG_8_43",4
"1611","BG_8_44",5
"1612","BG_8_45",3
"1613","BG_8_46",5
"1614","BG_8_47",3
"1615","BG_8_48",4
"1616","BG_8_49",4
"1617","BG_8_5",4
"1618","BG_8_50",6
"1619","BG_8_51",3
"1620","BG_8_52",2
"1621","BG_8_53",5
"1622","BG_8_54",5
"1623","BG_8_55",4
"1624","BG_8_56",5
"1625","BG_8_57",4
"1626","BG_8_58",4
"1627","BG_8_59",6
"1628","BG_8_6",6
"1629","BG_8_60",5
"1630","BG_8_61",7
"1631","BG_8_62",1
"1632","BG_8_63",4
"1633","BG_8_64",5
"1634","BG_8_65",2
"1635","BG_8_66",5
"1636","BG_8_67",6
"1637","BG_8_68",6
"1638","BG_8_69",4
"1639","BG_8_7",3
"1640","BG_8_70",4
"1641","BG_8_71",6
"1642","BG_8_72",6
"1643","BG_8_73",6
"1644","BG_8_74",8
"1645","BG_8_75",5
"1646","BG_8_76",6
"1647","BG_8_77",4
"1648","BG_8_78",6
"1649","BG_8_79",5
"1650","BG_8_8",5
"1651","BG_8_80",5
"1652","BG_8_81",6
"1653","BG_8_82",6
"1654","BG_8_83",6
"1655","BG_8_84",5
"1656","BG_8_85",5
"1657","BG_8_86",5
"1658","BG_8_87",6
"1659","BG_8_88",6
"1660","BG_8_9",7
"1661","BG_8_90",5
"1662","BG_8_91",5
"1663","BG_8_92",5
"1664","BG_8_93",4
"1665","BG_8_94",5
"1666","BG_8_95",5
"1667","BG_8_96",6
"1668","BG_8_97",4
"1669","BG_8_98",2
"1670","BG_8_99",5
"1671","BG_9_10",3
"1672","BG_9_100",2
"1673","BG_9_11",6
"1674","BG_9_12",3
"1675","BG_9_13",4
"1676","BG_9_14",4
"1677","BG_9_15",4
"1678","BG_9_16",6
"1679","BG_9_17",5
"1680","BG_9_18",8
"1681","BG_9_19",4
"1682","BG_9_2",3
"1683","BG_9_20",4
"1684","BG_9_21",5
"1685","BG_9_22",4
"1686","BG_9_23",2
"1687","BG_9_24",3
"1688","BG_9_25",2
"1689","BG_9_26",3
"1690","BG_9_27",4
"1691","BG_9_28",3
"1692","BG_9_29",4
"1693","BG_9_3",5
"1694","BG_9_30",4
"1695","BG_9_31",8
"1696","BG_9_32",5
"1697","BG_9_33",4
"1698","BG_9_34",3
"1699","BG_9_35",7
"1700","BG_9_36",4
"1701","BG_9_37",2
"1702","BG_9_38",4
"1703","BG_9_39",2
"1704","BG_9_40",3
"1705","BG_9_41",3
"1706","BG_9_42",4
"1707","BG_9_43",3
"1708","BG_9_44",5
"1709","BG_9_45",4
"1710","BG_9_46",4
"1711","BG_9_47",3
"1712","BG_9_48",6
"1713","BG_9_49",5
"1714","BG_9_5",4
"1715","BG_9_50",6
"1716","BG_9_51",5
"1717","BG_9_52",5
"1718","BG_9_53",4
"1719","BG_9_54",4
"1720","BG_9_55",3
"1721","BG_9_56",4
"1722","BG_9_57",5
"1723","BG_9_58",5
"1724","BG_9_59",4
"1725","BG_9_6",5
"1726","BG_9_60",4
"1727","BG_9_61",5
"1728","BG_9_62",3
"1729","BG_9_63",3
"1730","BG_9_64",1
"1731","BG_9_65",5
"1732","BG_9_66",2
"1733","BG_9_67",3
"1734","BG_9_68",2
"1735","BG_9_69",4
"1736","BG_9_7",4
"1737","BG_9_70",5
"1738","BG_9_71",5
"1739","BG_9_72",4
"1740","BG_9_73",2
"1741","BG_9_74",3
"1742","BG_9_75",4
"1743","BG_9_76",4
"1744","BG_9_77",4
"1745","BG_9_78",3
"1746","BG_9_79",4
"1747","BG_9_8",6
"1748","BG_9_80",4
"1749","BG_9_81",4
"1750","BG_9_82",4
"1751","BG_9_83",4
"1752","BG_9_84",4
"1753","BG_9_85",3
"1754","BG_9_86",4
"1755","BG_9_87",3
"1756","BG_9_88",3
"1757","BG_9_89",4
"1758","BG_9_9",4
"1759","BG_9_90",3
"1760","BG_9_91",3
"1761","BG_9_92",2
"1762","BG_9_94",4
"1763","BG_9_95",4
"1764","BG_9_96",2
"1765","BG_9_97",4
"1766","BG_9_98",2
"1767","BG_9_99",2
