"","StationNum","SS","Project","Gridnum","DecidR","Decid1","Decid2","Decid3","Decid4","Decid5","Decid6","Decid7","Decid8","Decid9","MixedwoodR","Mixedwood1","Mixedwood2","Mixedwood3","Mixedwood4","Mixedwood5","Mixedwood6","Mixedwood7","Mixedwood8","Mixedwood9","PineR","Pine1","Pine2","Pine3","Pine4","Pine5","Pine6","Pine7","Pine8","Pine9","SpruceR","Spruce1","Spruce2","Spruce3","Spruce4","Spruce5","Spruce6","Spruce7","Spruce8","Spruce9","TreedBogR","TreedBog1","TreedBog2","TreedBog3","TreedBog4","TreedBog5","TreedBog6","TreedBog7","TreedBog8","TreedBog9","TreedFenR","TreedFen1","TreedFen2","TreedFen3","TreedFen4","TreedFen5","TreedFen6","TreedFen7","TreedFen8","TreedFen9","TreedSwampR","TreedSwamp1","TreedSwamp2","TreedSwamp3","TreedSwamp4","TreedSwamp5","TreedSwamp6","TreedSwamp7","TreedSwamp8","TreedSwamp9","GrassHerb","Shrub","GraminoidFen","Marsh","ShrubbyBog","ShrubbyFen","ShrubbySwamp","Bare","SnowIce","Water","UrbanIndustrial","UrbanResidence","RuralResidentialIndustrial","IndustrialSiteRural","WindGenerationFacility","OtherDisturbedVegetation","MineSite","PeatMine","WellSite","Pipeline","TransmissionLine","SeismicLineNarrow","SeismicLineWide","RoadHardSurface","RailHardSurface","RoadTrailVegetated","RoadVegetatedVerge","RailVegetatedVerge","CultivationCrop","CultivationAbandoned","CultivationRoughPasture","CultivationTamePasture","HighDensityLivestockOperation","BorrowpitsDugoutsSumps","MunicipalWaterSewage","Reservoirs","Canals","CCDecidR","CCDecid1","CCDecid2","CCDecid3","CCDecid4","CCMixedwoodR","CCMixedwood1","CCMixedwood2","CCMixedwood3","CCMixedwood4","CCPineR","CCPine1","CCPine2","CCPine3","CCPine4","CCSpruceR","CCSpruce1","CCSpruce2","CCSpruce3","CCSpruce4","g2x2","g3x3","g4x4","g5x5","Station"
"11","1","BG_14_1","BG","14",0,0,0,0,0,47920.0285574654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14728.9173063196,6390.89742728399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645.46442050655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"12","1","BG_6_1","BG","6",0,0,0,0,48769.313261178,1501.95576861617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15118.1562109805,0,0,0,0,0,0,0,0,0,4797.00063114703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.400400606572,0,0,0,0,0,0,0,0,2.33267344168372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"13","1","BG_11_1","BG","11",0,0,0,0,0,54639.7663072003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.074616888958,11908.0927593554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3746.27844533377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"14","1","BG_9_1","BG","9",0,0,0,0,19588.8337385663,50613.0804861217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.872406735403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.434817412876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"15","1","BG_12_1","BG","12",0,0,0,0,2589.74386709548,22524.875723946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629.59510643337,0,0,0,0,842.018839539902,7948.16510935114,0,0,0,0,0,0,13194.5768644359,0,0,0,0,254.030923863058,3759.23510662212,0,0,0,7133.56574614618,0,0,10809.4260940381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"16","10","BG_15_10","BG","15",0,0,0,0,0,20806.0734221414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28407.3661188527,6084.1375884219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8584.0539073524,0,0,0,0,0,0,0,296.757853753957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3938.53728451496,810.647243216111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757.58711995611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,10
"17","10","BG_2_10","BG","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4498.21209425661,0,0,0,0,0,0,0,0,0,0.225313821849148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3420.85609357973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62737.2972910116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7057490511504,0,0,21,0,0,3,10
"18","10","BG_11_10","BG","11",0,0,0,0,0,18370.3539749888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15492.9023402202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11317.8603741241,1.4434691758203,595.153342435853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22709.4292958552,0,0,891.852294767194,0,0,0,0,0,0,0,0,0,0,0,1306.18701417228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,10
"19","10","BG_10_10","BG","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8376.3766878895,0,0,26070.9793971214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3583.21306596279,1011.02945730685,0,0,0,0,0,31643.7026418973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,10
"20","10","BG_13_10","BG","13",0,0,0,0,0,59981.7261091787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675.61867124818,6504.71342069471,2523.43891486673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,10
"21","10","BG_6_10","BG","6",0,0,0,0,55705.5560812689,0,0,0,0,0,0,0,0,0,0,8258.6098135677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6708.17800419072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9507571118769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,10
"22","10","BG_17_10","BG","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.83073475313692,0,0,0,0,0,0,0,0,2541.72709972731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63647.1525332351,0,0,0,0,4487.64920957466,0,0,21,0,0,3,10
"23","10","BG_4_10","BG","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8881.49460269044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36888.4065304891,0,0,0,0,0,0,0,0,0,0,9798.76679599383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7995.83808724734,0,0,6994.12066811158,126.557678405376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,10
"24","10","BG_9_10","BG","9",0,0,0,0,4328.00684484809,10110.0738589206,0,0,0,0,0,0,0,0,0,0,0,0,42446.6724201106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13800.3710977903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,10
"25","10","BG_14_10","BG","14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449500632887308,29943.3351037345,0,39251.4158170799,595.511381193639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.477580993041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,10
"26","10","BG_18_10","BG","18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35202.9364036734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25954.6682779456,0,9199.47074862223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.262740091911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,10
"27","10","BG_5_10","BG","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16233.1075255151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25939.4055327426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20055.5306696864,1532.49535602884,0,0,0,0,0,193.359632709103,0,0,0,0,0,0,0,0,4515.04524552474,0,0,427.859788145427,1788.32496392029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,10
"28","10","BG_7_10","BG","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58768.7365414235,3910.27587678402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3926.00534808738,4080.41632105504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,10
"29","10","BG_12_10","BG","12",0,0,0,0,42737.9382823691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2825.45932194581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14913.9252455986,0,0,0,0,1.88873962997682,4556.04046067086,0,0,0,0,0,0,0,0,0,0,0,0,0,5650.14024050037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,10
"30","10","BG_16_10","BG","16",0,0,0,0,0,31.5774583550923,0,0,0,0,0,0,0,0,0,3741.58215115776,63707.2607838339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.336506134902,0,0,0,0,0,0,0,0,0,0,0,0,2904.36229511939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,10
"31","100","BG_17_100","BG","17",0,0,0,0,0,8077.77978678303,47098.2403994326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7933.8752949831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6699.14746235556,0,0,0,0,0,0,0,0,0,0,0,0,0,876.166220175837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,4,100
"32","100","BG_5_100","BG","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10423.6160450829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56522.1592475999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652.63169902688,2086.7488948394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,4,100
"33","100","BG_10_100","BG","10",0,0,0,0,7140.91089488037,60791.5795559735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197.88192266054,0,0,1554.91577597412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,4,100
"34","100","BG_15_100","BG","15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13627.5761426202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7930.53715354095,11795.9676908444,0,0,0,0,0,0,0,0,35254.0838610756,0,0,82.6197694312347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.44643626073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,4,100
"35","100","BG_18_100","BG","18",0,0,0,0,0,0,0,0,3196.72312371573,0,0,0,0,0,0,0,0,0,32943.2305944338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3502.68575263409,0,0,0,0,0,0,0,0,0.0338321727991055,0.0317899882147664,0.0400888309005448,0.0185908527387047,0.00677890885093961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.708046623681,0,0,0,0,0,0,0,0,102.705335493157,2188.5585986995,0,0,1288.54660842491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17834.39459075,0,0,0,0,0,0,0,0,0,9171.54730401348,0,0,0,25,0,0,4,100
"36","100","BG_6_100","BG","6",0,0,0,0,0,30186.3374864376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26705.2262092604,0,0,0,0,0,0,0,0,0,1120.76067307934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.6082647563557,0,0,0,0,0,0,0,0,0,0,0,2619.53631282393,7397.47100001571,0,2586.30682555718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,4,100
"37","100","BG_7_100","BG","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43099.8434681296,1662.18220614129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2675.38694538884,0,0,0,0,0,0,0,20527.4925061632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594.17356834774,1126.08714359137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,4,100
"38","100","BG_14_100","BG","14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58702.5711908428,0,0,0,0,0,0,0,0,0,3968.37543621334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5398.44696204962,0,0,268.901156014778,1088.1355730088,0,0,1258.82689456845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,4,100
