"","SS","DecidR","Decid1","Decid2","Decid3","Decid4","Decid5","Decid6","Decid7","Decid8","Decid9","MixedwoodR","Mixedwood1","Mixedwood2","Mixedwood3","Mixedwood4","Mixedwood5","Mixedwood6","Mixedwood7","Mixedwood8","Mixedwood9","PineR","Pine1","Pine2","Pine3","Pine4","Pine5","Pine6","Pine7","Pine8","Pine9","SpruceR","Spruce1","Spruce2","Spruce3","Spruce4","Spruce5","Spruce6","Spruce7","Spruce8","Spruce9","TreedBogR","TreedBog1","TreedBog2","TreedBog3","TreedBog4","TreedBog5","TreedBog6","TreedBog7","TreedBog8","TreedBog9","TreedFenR","TreedFen1","TreedFen2","TreedFen3","TreedFen4","TreedFen5","TreedFen6","TreedFen7","TreedFen8","TreedFen9","TreedSwampR","TreedSwamp1","TreedSwamp2","TreedSwamp3","TreedSwamp4","TreedSwamp5","TreedSwamp6","TreedSwamp7","TreedSwamp8","TreedSwamp9","GrassHerb","Shrub","GraminoidFen","Marsh","ShrubbyBog","ShrubbyFen","ShrubbySwamp","Bare","SnowIce","Water","UrbanIndustrial","UrbanResidence","RuralResidentialIndustrial","IndustrialSiteRural","WindGenerationFacility","OtherDisturbedVegetation","MineSite","PeatMine","WellSite","Pipeline","TransmissionLine","SeismicLineNarrow","SeismicLineWide","RoadHardSurface","RailHardSurface","RoadTrailVegetated","RoadVegetatedVerge","RailVegetatedVerge","CultivationCrop","CultivationAbandoned","CultivationRoughPasture","CultivationTamePasture","HighDensityLivestockOperation","BorrowpitsDugoutsSumps","MunicipalWaterSewage","Reservoirs","Canals","CCDecidR","CCDecid1","CCDecid2","CCDecid3","CCDecid4","CCMixedwoodR","CCMixedwood1","CCMixedwood2","CCMixedwood3","CCMixedwood4","CCPineR","CCPine1","CCPine2","CCPine3","CCPine4","CCSpruceR","CCSpruce1","CCSpruce2","CCSpruce3","CCSpruce4"
"BG_13_27","BG_13_27",0,0,0,0,78601.9763429899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19749.756461928,227053.984425655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6634.0128015239,3165.40385754089,186.947461216595,0,0,0,0,12642.9451123395,0,0,0,0,0,0,0,0,0,0,0,0,11964.8861789927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_28","BG_13_28",0,0,0,0,10859.7399769656,2596.12760273702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305316.968489501,22262.3955059914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800.29022575337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11164.3628678028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_29","BG_13_29",0,0,0,0,26544.2322866697,42929.9625425917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255614.199244141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18720.3584597673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4003.9548879631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11917.1717125348,0,0,270.099260011427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_3","BG_13_3",0,0,0,0,67548.8759832235,0,200121.93823763,0,0,0,0,0,0,0,0,0,5430.29724342087,0,0,0,0,0,0,0,0,0,0,7536.59839066315,0,0,0,0,0,0,0,0,32601.5974477102,0,0,0,0,0,0,0,21009.8660792807,0,5396.49425267466,0,0,0,0,0,0,0,0,0,20354.3744291664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_30","BG_13_30",0,0,0,0,44468.2775014277,128552.983267154,0,0,0,0,0,0,0,0,65039.4412176662,0,0,0,0,0,0,0,0,0,114101.303925239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7155.37053516728,0,0,682.501018139267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_31","BG_13_31",0,0,0,0,0,12462.7134048685,325.297210390122,2042.03558854314,39.5968207577682,8.41231882267714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43773.8078399487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300183.03767201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165.06430617341,0,0,0,0
"BG_13_32","BG_13_32",0,0,0,0,0,0,0,8841.02399166155,0,0,0,0,0,0,0,0,0,6541.54696154125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344617.50533797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_33","BG_13_33",0,0,0,0,27176.2866664985,37925.0322618062,0,0,0,0,0,0,0,0,107043.718914183,0,0,0,0,0,0,0,0,0,4612.96046738969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2739.58062011239,0,0,0,0,0,0,0,0,0,0,0,0,4830.2724902331,12712.7559711772,0,3549.375030334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159410.040484412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_34","BG_13_34",0,0,0,0,233934.469136811,0,0,0,0,0,0,0,0,0,2850.23237346758,0,0,0,0,0,0,0,0,0,69033.079906722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2259.91225617438,0,8168.90898627216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14970.7489786263,24877.5168219252,0,3905.0617820903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_35","BG_13_35",0,0,0,0,287242.055689017,0,0,0,0,0,0,0,0,0,10352.9653332118,0,0,0,0,0,0,0,0,0,17748.2382063061,413.621269079576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7216.89527094355,1565.30240835781,4875.15768864399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11440.1411568819,15289.3263542867,0,3856.35711400456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_36","BG_13_36",0,0,0,0,134219.277748127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180600.106365068,11428.5658449131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7111.38844610496,11720.8713514296,6586.93646910651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8332.8737147554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_37","BG_13_37",0,0,0,0,2354.50820601222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87586.2649081727,262637.341150703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7421.92888367418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_38","BG_13_38",0,0,0,0,100134.633378342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222214.274788878,34050.2788613842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600.83163104319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_39","BG_13_39",0,0,0,0,45772.002467391,0,0,0,0,0,0,0,0,0,45520.6606193503,0,0,0,0,0,0,0,0,0,263442.978014432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4960.0425149952,0,0,304.396493979994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_4","BG_13_4",0,0,0,0,112021.977976933,0,108936.07036607,0,0,0,0,0,0,0,44214.343588359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4549.02732781829,0,0,0,0,0,0,0,33737.6613045412,0,0,0,0,0,0,0,0,0,7122.24577417065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3303.12673324145,0,476.727086498328,15647.1394746475,1067.98282592905,0,0,0,0,22767.2841724267,0,0,0,0,0,0,0,0,0,0,0,0,5323.86069885221,0,0,832.556808955432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_40","BG_13_40",0,0,0,0,34809.3735582592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215669.645006362,0,92.2796878239425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659.05135581333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106769.630070511,0,0,0,0,0,0,0,0,0
"BG_13_41","BG_13_41",0,0,0,0,12769.0328218275,2124.52580348175,0,9197.85638819594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.619292647704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280177.80164825,55353.161558321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_42","BG_13_42",0,0,0,0,30786.6778282469,1240.43356185176,0,40971.5401387973,0,0,0,0,0,0,0,0,0,27513.0350600764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11082.3117065872,0,0,951.806052865591,0,0,0,0,0,0,0,0,0,0,0,0,3081.85571346458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200578.240558592,43794.0836787962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_43","BG_13_43",0,0,0,0,120735.365276953,2387.50860832301,0,1089.73658861009,0,0,0,0,0,0,29576.9401880676,0,0,0,0,0,0,0,0,0,71647.5974307578,0,0,0,0,0,0,0,0,0,0,0,10795.6036429936,0,0,0,0,0,0,0,17083.4524026764,0,0,0,0,0,0,0,0,0,0,0,12811.0287003604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76963.0142829973,0,0,1175.08702875573,0,0,0,0,0,0,0,0,0,0,0,0,4681.27536997214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8148.67063726263,2904.78938262611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_44","BG_13_44",0,0,0,0,97319.7394584592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125721.871969184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36203.7618634815,0,0,0,0,0,0,0,0,0,38736.5251241016,0,0,0,0,0,0,0,0,0,0,0,15086.4533980269,0,0,0,0,0,0,0,0,466.395393284278,38088.8244254796,0,0,1240.50919133359,0,0,0,0,0,0,0,0,0,0,0,0,7135.86715784695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_45","BG_13_45",0,0,0,0,181054.934413842,0,0,0,0,0,0,0,0,0,34917.0693333291,0,0,0,0,0,0,0,0,0,0,960.717349919436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12610.6547646292,0,0,0,0,0,0,0,0,1278.8655707059,32578.8134298935,0,0,76585.4962741246,0,0,0,0,0,0,0,0,0,5010.58382818119,11815.7965982988,0,250.992972699507,0,0,2936.18380180553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_46","BG_13_46",0,0,0,0,49623.062282801,0,0,0,0,0,0,0,0,0,3232.83488204041,0,0,0,0,0,0,0,0,0,30699.0221592709,232562.172406197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16029.8127637015,26177.2114965675,0,203.746085202453,0,0,1472.15034437033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_47","BG_13_47",0,0,0,0,14943.0665506699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226004.891130016,54306.9354057923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24497.4826919912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13953.6859258811,22630.3369020843,0,3663.59363784548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_48","BG_13_48",0,0,0,0,2229.26613729471,0,0,0,0,0,0,0,0,0,10029.0419276587,0,0,0,0,0,0,0,0,0,332742.045465149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8877.16414606984,2643.36658013001,0,3479.19677692075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_49","BG_13_49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356399.865165898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600.11990783122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_5","BG_13_5",0,0,0,0,53680.4172478246,0,0,0,0,0,0,0,0,0,4860.28613020235,0,0,0,0,0,0,0,0,0,0,55511.356328092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58774.908762406,0,40628.8442596012,0,0,0,0,0,0,0,38226.3256582849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19541.3698065869,23045.0174225955,3548.13024429208,0,0,0,0,58581.7670282199,0,0,0,0,0,0,0,0,0,0,0,0,3601.59060136859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_50","BG_13_50",0,0,0,0,35807.9467702604,55640.1091073366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122984.068461049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145567.895735467,0,0,0,0,0,0,0,0,0
"BG_13_51","BG_13_51",0,0,0,0,37942.319153243,15438.4173864632,17392.7534329492,42000.830236696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59925.0217950599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4412.29153476459,57673.1463844967,0,0,17035.8586091152,0,0,0,0,0,0,0,0,0,0,0,0,8306.28011613233,0,0,1100.04296181717,0,0,0,0,0,0,0,0,0,0,0,25247.429162385,73439.5092958209,0,0,0,0,0,0,0,0,0,86.0248998185628,0,0,0,0,0,0,0,0
"BG_13_52","BG_13_52",0,0,0,0,13460.3687317451,0,39125.8017535193,13865.231052622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48529.1474322687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7016.68162690082,3049.44977246239,0,19859.0760801305,0,0,14777.7750004414,0,0,0,0,0,0,0,0,0,0,0,0,2085.6427669175,0,0,1608.38182036451,0,0,0,0,0,0,0,0,0,0,0,45559.798810524,151062.783471372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_53","BG_13_53",0,0,0,0,190028.769082084,0,8240.46464345399,0,0,0,0,0,0,0,9457.58353560331,0,0,0,0,0,0,0,0,0,48859.8465610142,8102.68143073601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5786.31842436337,40450.8017167853,1157.86989170288,208.335809835513,5239.50325293195,0,0,38626.3241777556,0,0,0,0,0,0,0,0,0,0,0,0,2405.25766088215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.30800456012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_54","BG_13_54",0,0,0,0,39895.9211364577,0,0,0,0,0,0,0,0,0,78669.2898720878,0,0,0,0,0,0,0,0,0,70068.6693218502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3921.37682150405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.548685487442,124.29414082513,72854.1225281277,0,0,83754.5247530968,0,0,0,0,0,0,0,0,0,0,0,0,8650.45164231127,0,0,1820.76868404578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_55","BG_13_55",0,0,0,0,86523.9022002229,0,0,0,0,0,0,0,0,0,26918.4951908091,0,0,0,0,0,0,0,0,0,34131.5163288997,79006.6387956358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.867380117404,0,2418.58186624653,0,0,119219.674628355,0,0,0,0,0,0,0,0,0,0,0,0,11476.2275601842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_56","BG_13_56",0,0,0,0,16302.3468565416,0,0,0,0,0,0,0,0,0,2090.55539716685,0,0,0,0,0,0,0,0,0,172762.779532132,156235.139103322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4942.90150125787,0,0,0,0,0,0,0,0,0,0,0,0,7666.28986363824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_57","BG_13_57",0,0,0,0,3714.41269321643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173477.198852023,168392.80437424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.743188375329,0,13936.6237131645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_58","BG_13_58",0,0,0,0,15224.8935545323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104821.225798306,207345.743523646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5067.83566646992,20416.7579452649,0,7123.47714886144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_59","BG_13_59",0,0,0,0,6705.77150080791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232915.55235802,73617.2617000674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16118.4325508704,24028.0410880491,0,6557.04207766898,0,0,48.3305829541547,9.5836707010596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_6","BG_13_6",0,0,0,0,27425.3513436328,0,0,0,0,0,0,0,0,0,0,0,20961.6139672298,0,0,0,0,0,0,0,44529.1557684381,13.2456780527165,20913.5025129498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5908.58103420687,0,61568.9219706686,0,0,0,0,0,0,0,100191.661238372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42453.3714216436,12461.6642281699,18211.8019026607,0,0,0,0,1101.08673723802,0,0,0,0,0,0,0,0,0,0,0,0,4260.01721517198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_60","BG_13_60",0,0,0,0,5622.25174474139,129132.406601904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115517.883774767,93840.832117387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3638.53236523343,0,0,6036.16262046104,6211.84596344491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_13_61","BG_13_61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36847.7528628078,0,0,0,0,0,0,0,0,6275.14801607503,265192.217067958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4840.31247865076,0,0,6001.43234639808,6073.29113600163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34769.7180506248,0,0,0,0,0,0,0,0,0
"BG_13_62","BG_13_62",0,0,0,0,38096.0523983845,0,0,0,0,0,0,0,0,0,330.702873873673,27572.6063563312,0,0,0,0,0,0,0,0,0,260451.829829658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1783425582476,0,0,9113.13567474272,6072.78435764156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18291.6791630592,0,0,0,0,0,0,0,0,0
"BG_13_63","BG_13_63",0,0,0,0,2683.31187611976,0,0,0,0,0,0,0,0,0,97738.100113926,0,0,0,0,0,0,0,0,0,64975.8759127613,177566.658684779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2363.99200900732,0,0,8598.27407554068,6073.76519622052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
