"","SS","DecidR","Decid1","Decid2","Decid3","Decid4","Decid5","Decid6","Decid7","Decid8","Decid9","MixedwoodR","Mixedwood1","Mixedwood2","Mixedwood3","Mixedwood4","Mixedwood5","Mixedwood6","Mixedwood7","Mixedwood8","Mixedwood9","PineR","Pine1","Pine2","Pine3","Pine4","Pine5","Pine6","Pine7","Pine8","Pine9","SpruceR","Spruce1","Spruce2","Spruce3","Spruce4","Spruce5","Spruce6","Spruce7","Spruce8","Spruce9","TreedBogR","TreedBog1","TreedBog2","TreedBog3","TreedBog4","TreedBog5","TreedBog6","TreedBog7","TreedBog8","TreedBog9","TreedFenR","TreedFen1","TreedFen2","TreedFen3","TreedFen4","TreedFen5","TreedFen6","TreedFen7","TreedFen8","TreedFen9","TreedSwampR","TreedSwamp1","TreedSwamp2","TreedSwamp3","TreedSwamp4","TreedSwamp5","TreedSwamp6","TreedSwamp7","TreedSwamp8","TreedSwamp9","GrassHerb","Shrub","GraminoidFen","Marsh","ShrubbyBog","ShrubbyFen","ShrubbySwamp","Bare","SnowIce","Water","UrbanIndustrial","UrbanResidence","RuralResidentialIndustrial","IndustrialSiteRural","WindGenerationFacility","OtherDisturbedVegetation","MineSite","PeatMine","WellSite","Pipeline","TransmissionLine","SeismicLineNarrow","SeismicLineWide","RoadHardSurface","RailHardSurface","RoadTrailVegetated","RoadVegetatedVerge","RailVegetatedVerge","CultivationCrop","CultivationAbandoned","CultivationRoughPasture","CultivationTamePasture","HighDensityLivestockOperation","BorrowpitsDugoutsSumps","MunicipalWaterSewage","Reservoirs","Canals","CCDecidR","CCDecid1","CCDecid2","CCDecid3","CCDecid4","CCMixedwoodR","CCMixedwood1","CCMixedwood2","CCMixedwood3","CCMixedwood4","CCPineR","CCPine1","CCPine2","CCPine3","CCPine4","CCSpruceR","CCSpruce1","CCSpruce2","CCSpruce3","CCSpruce4"
"BG_15_95","BG_15_95",0,0,0,0,0,11779.1682582121,0,0,0,0,0,0,0,0,0,0,0,1583.89105287943,0,0,0,0,0,0,88814.0882074126,1628.98647894493,0,0,0,0,0,0,0,0,0,0,0,0,7474.7046082688,0,0,0,0,79663.6216312302,18366.4631147865,0,4319.86865714847,0,0,0,0,0,0,0,480.69220301246,16935.6571635277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4756.33843691965,23295.1626021843,4823.47975404791,0,0,873.12712230448,0,0,0,551.930683924065,0,0,0,0,21411.7591368944,36231.4421025346,0,9383.88050894688,1894.43511728548,6821.99418260698,0,481.053583109302,14066.7885734762,0,0,0,0,0,0,0,0,0,0,4361.51418870355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_15_96","BG_15_96",0,0,0,0,9160.51473527836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141739.936883258,26894.1963219787,731.706371779199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8699.38407543474,0,7444.4641218509,0,0,0,0,0,0,0,0,0,11164.2388189487,52624.1458595618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799.99655913912,5933.37792382678,13024.3467850507,0,0,732.504190778183,0,0,0,0,0,0,0,0,3358.46664654096,44467.4665105508,22800.8874382964,9424.38349566011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_15_97","BG_15_97",0,0,0,0,59333.4969989584,0,0,0,0,0,0,0,0,0,2087.86489805252,0,73561.3306904216,0,0,0,0,0,0,0,69572.9509278343,0,9788.63401084148,0,0,0,0,0,0,0,0,6336.95791512618,0,0,0,0,0,0,0,0,0,43043.4307751487,0,0,0,0,0,0,0,0,0,32398.3420495132,0,0,0,0,0,0,0,0,32436.0531062929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18517.8552961431,0,12110.2596506205,812.798056663879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_15_98","BG_15_98",0,0,0,0,19036.578915782,130420.574354006,0,0,0,0,0,0,0,0,26941.6056816171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20212.1817878068,0,0,0,0,0,0,0,0,26740.8335335957,64088.5510532929,0,0,0,0,0,0,0,0,0,50907.721856893,0,0,0,0,0,0,0,0,1347.52178098504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11681.1648594536,0,1736.95340880154,6886.27346056889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_15_99","BG_15_99",0,0,0,0,27980.1884738841,59179.6975655504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111715.854658531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16189.4142076699,0,6258.61718245841,0,0,0,0,0,0,0,0,108757.665869542,22406.6176180178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.710991817293,0,0,7394.33539197217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_1","BG_16_1",0,0,0,0,0,0,13912.1047650002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619.86887833374,25604.0082812904,0,0,0,0,0,0,0,2000.01387517575,107346.463593404,0,32626.0324574742,0,0,0,0,0,0,28989.5191784213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136033.703354391,0,0,1333.63513967318,0,0,0,0,0,0,0,0,5451.21109002285,0,0,0,4083.34115496975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_10","BG_16_10",0,0,0,0,0,32698.1470065108,0,0,0,0,0,0,0,0,0,49823.9176063375,160023.713834393,0,0,0,0,0,0,0,735.578301784298,0,0,1658.44019424422,0,0,0,0,0,0,0,0,396.371862899138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770.975574841241,0,0,0,0,0,0,0,0,0,723.68424076724,0,0,5363.44593303505,3162.8803522569,0,4089.68586816099,3887.93392739679,0,0,0,0,0,0,4623.93369936596,0,0,0,0,0,0,0,0,41119.5743129799,0,0,0,0,50921.6161278682,0,0,0,0,0,0,0,0,0
"BG_16_100","BG_16_100",0,0,0,0,0,818.36401894177,69482.331345897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.15646433421,21826.1569257417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38719.2087670688,0,2881.6790939937,0,0,0,0,0,0,0,0,0,65311.9763743863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55488.8211139653,0,0,1939.62095228532,0,0,0,0,0,0,0,0,375.696207037876,0,0,0,104.170747619373,1808.50125072447,0,1895.23721177416,779.849740029572,0,0,0,0,0,0,1513.48992666157,0,0,0,9908.44458872041,0,0,0,39533.218515254,0,0,0,0,0,47401.9406571754,0,0,0,0,0,0,0,0,0
"BG_16_11","BG_16_11",0,0,0,0,30876.2323927857,0,15488.109617458,0,0,0,0,0,0,0,14734.2132800201,11232.4332654244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58596.9386739974,15332.2655326852,0,0,0,0,0,0,31273.4060819328,0,12024.8826338127,0,0,0,0,0,0,0,0,0,33728.3474963877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10525.7717064585,0,0,154.944347693672,0,0,0,3365.18052862264,0,0,0,0,16810.2032286936,8759.38222925395,0,0,5825.47201756891,409.664707521441,0,1262.17517907817,737.386673396073,0,0,0,0,0,0,0,0,0,0,0,71939.9889806123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16923.0362068509,0,0,0
"BG_16_12","BG_16_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8136.40254251922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31852.039281254,0,0,0,0,0,0,0,3823.30715618038,12032.301906692,56587.73104331,0,0,0,0,0,0,0,0,1668.6924599523,36298.3156056664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153893.117657343,0,0,1278.42285583578,0,0,0,0,0,0,0,0,23369.9937327221,8747.56305844557,0,0,8526.31204718244,5006.38894970931,0,742.164521622789,8037.15657231994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_13","BG_16_13",0,0,0,0,0,213.109815144949,0,0,0,0,0,0,0,0,0,9549.58810413085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25873.1632647389,10231.6849396792,0,0,15606.2388814277,0,0,0,0,0,11052.7258639703,126038.441360112,0,0,0,0,0,0,0,0,68830.1115695998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46168.8347039924,0,0,731.848218051005,0,0,0,0,0,0,0,0,695.824407415981,2863.15912696823,0,0,6011.43678517265,6674.65756677641,0,2399.01378613729,6720.59721530022,0,0,0,0,0,0,20339.4952277147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_14","BG_16_14",0,0,0,0,0,72448.2445328425,0,0,0,0,0,0,0,0,0,28.4605617595016,23598.7956806934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108297.056166998,29020.7126702313,0,0,59437.5844077609,0,0,0,0,0,0,7519.04719637358,0,0,5402.8732502841,0,0,0,0,0,311.503199987701,0,0,0,0,0,0,0,0,0,0,0,0,0,11150.195235651,0,7721.76143891199,0,0,0,0,13655.7027288934,0,0,166.919396151246,0,0,0,0,0,0,0,0,0,3.13661246169449,0,0,9374.16042282997,5325.68347932451,0,1060.14632783257,5477.96673345533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_15","BG_16_15",0,0,0,0,0,51114.6756575171,49890.5285597064,0,0,0,0,0,0,0,0,78756.4120544087,0,0,0,9115.05184359663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11228.9787426232,0,0,14920.7782663336,0,72101.5736169612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53428.7127480963,0,0,0,0,0,0,0,0,0,581.590708965808,0,0,0,0,0,0,0,0,0,0,0,0,4920.92913031163,5160.53280522873,0,0,8780.28629644472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_16","BG_16_16",0,0,0,0,0,22090.154728885,88967.0758509987,0,0,41271.284060397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30140.4234871701,0,2040.39395826326,3617.21427564588,22199.9415785662,146515.283464158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316.22486960707,0,0,0,0,0,0,0,0,758.517407883257,0,0,0,87.8067077094918,373.885989283727,0,0,621.704890278789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_17","BG_16_17",0,0,0,0,0,28658.1133644057,4710.94517048336,0,162799.4986762,43662.6991291934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42367.3533752853,71722.5788968702,0,0,1531.68721122688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387.95726498557,0,0,0,0,0,0,0,0,0,0,0,0,3122.55219004688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5548389615734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_18","BG_16_18",0,0,0,0,61765.6350226868,0,0,0,176206.788632856,0,0,0,0,0,0,64506.7580799931,12810.2365058998,0,2025.65250120536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30022.1002873097,2955.05346453401,0,0,2265.31933777426,2826.40188592512,0,0,4616.08144321573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_19","BG_16_19",0,0,0,0,76920.3652332819,0,0,0,206755.619580908,0,0,0,0,0,0,23776.2545431606,6122.32404572642,0,16067.0658884541,0,0,0,0,0,0,0,0,2904.58280733493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5294.19604305878,0,0,0,3286.52484339479,0,0,0,37.7730152522696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18835.2441649591,0,0,0,0,0,0,0,0,0
"BG_16_2","BG_16_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3985.78416031041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13339.8036833437,0,0,0,0,0,0,0,0,3410.62615128231,38361.4547914894,0,22318.6677476179,8160.01326289209,0,0,0,0,0,109579.520075705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99372.0417842464,0,0,393.077897274053,0,0,0,0,0,0,0,0,27392.6301346212,2641.32458746665,0,0,5727.24716006934,8212.25923546401,0,2007.54801048746,11003.7401845042,0,0,0,0,0,0,4094.27935967273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_20","BG_16_20",0,0,0,0,0,0,90.6257747133094,0,41476.0460789384,0,0,0,0,0,0,6433.25950610835,8569.09492190619,0,0,0,0,0,0,0,0,0,0,142790.114091381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344.7809333856,0,0,0,0,0,0,0,0,0,0,0,0,71.983096901998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.189113938641,0,0,0,0,896.769240480651,0,0,0,0,158154.154970407,0,0,0,0,0,0,0,0,0
"BG_16_21","BG_16_21",0,0,0,0,0,45.0473223338518,156364.854793768,0,0,0,0,0,0,0,0,92511.3449029264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768.56785858905,0,0,0,0,0,0,0,0,4284.35506121754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26745.3601973271,8165.19440839281,0,0,2834.29332345851,8070.21899286563,0,0,12149.3957885096,0,0,0,0,0,0,0,0,0,0,0,45841.1475325993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.261727071027,0,0,0
"BG_16_22","BG_16_22",0,0,0,0,0,0,5868.04634353844,0,0,0,0,0,0,0,0,22434.008755832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183120.442481924,47039.4797258983,0,56658.6372639485,0,0,0,0,0,0,1153.20055639156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25716.8248073877,0,0,881.748670492281,0,0,0,0,0,0,0,0,0,10522.4120767035,0,0,4198.15269147097,1238.2945599987,0,0,1168.78283756756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_23","BG_16_23",0,0,0,0,0,0,4.72336290669959,0,0,0,0,0,0,0,0,0,43794.3236138268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169268.200262433,0,0,21609.4590168885,0,0,0,0,0,0,51436.8038149343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7279.20914956319,0,0,221.186219984531,0,0,0,0,0,0,0,0,11703.8764303778,20039.1263083593,0,0,5462.05694185048,7176.59557896338,0,5221.5517229064,13399.6802389411,0,0,0,0,0,0,0,0,0,0,0,3383.25404155973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_24","BG_16_24",0,0,0,0,18807.7274603642,81439.8606819061,65717.9802944161,0,0,0,0,0,0,0,0,250.285843640499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46905.9106107759,0,0,0,0,0,0,0,0,0,0,14819.5835342331,0,0,74368.9724315674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.675683075667,0,0,0,0,0,0,0,0,0,0,0,15030.743922277,0,0,0,17742.5505906874,626.337957499003,0,0,1354.86995330757,0,0,0,0,0,0,22.109997254876,0,0,0,0,22417.4570497897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_25","BG_16_25",0,0,0,0,0,78016.2397242347,77922.8297960228,0,0,0,0,0,0,11671.1777616839,0,62403.572057036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9306.99058201095,0,86776.2763871734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8546.15554284198,4905.71802497795,0,0,7146.22451119342,5385.00813594452,0,1396.29548448543,6523.67982546909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_26","BG_16_26",0,0,0,0,16080.8912165574,36108.2993797755,25420.0550969625,26.2105057388567,0,0,0,0,0,20493.8285860072,0,32634.1844081247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112437.423816468,54665.4933069615,24112.7128715499,5171.20453753362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11663.4401691212,6656.24995702077,0,0,0,6621.89046989759,0,1277.13846685303,6630.97218217595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_27","BG_16_27",0,0,0,0,0,85781.9522675644,38166.3646647597,51182.8644771608,8053.90586638135,18873.8029399368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47198.3424592492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851.38035676055,0,0,0,0,0,0,0,0,12518.9466929221,5854.59043093134,0,0,0,3766.1950522289,0,1739.69398530548,5137.32569846438,0,0,0,0,0,0,0,0,0,0,0,80874.594518935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_28","BG_16_28",0,0,0,5204.73903576182,0,0,0,0,69939.3085530121,0,0,0,0,0,0,0,0,0,180.202567526071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20040.0699081436,0,0,993.129535206107,0,0,0,0,0,0,0,0,10473.6919082431,1163.24934503942,0,0,886.664796502396,7586.75563270007,0,0,8030.84674432776,0,0,0,0,0,0,0,0,0,0,0,235501.240642046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_29","BG_16_29",0,0,0,0,0,0,0,0,196916.069034888,0,0,0,0,0,0,0,0,0,44821.3751792592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25122.2158230382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21106.95267137,0,0,1211.56529293861,0,0,0,0,0,0,0,0,0,3041.13541666388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473.79178997342,3864.6072222207,0,0,0,0,0,0,0,0,0,0,0,0,0,59442.2600018142,0,0,0,0
"BG_16_3","BG_16_3",0,0,0,0,62850.3424631317,43916.4074521814,0,0,0,0,0,0,0,0,90682.2648600905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4240.48916495438,0,0,0,0,0,0,0,0,0,0,0,0,17146.6060113718,0,0,0,0,0,100615.743921839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5291.58364405698,0,0,0,0,84.5700646417192,0,0,0,0,0,0,0,0,0,0,0,14890.0849763637,1932.76847402967,0,0,0,3900.94738604649,0,3457.79304468156,4839.11731311157,0,0,0,0,0,0,6151.2003836322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_30","BG_16_30",0,0,0,0,0,13343.5052569846,0,24387.2968785166,66230.1144510345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40158.690631923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.958261189833,0,0,0,0,0,0,0,0,20146.1559863905,15500.9143055902,0,0,243.532815832679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14340.7796253264,0,0,0,0,0,0,0,0,0,142164.673913594,0,0,0,0,22855.3310488075,0,0,0,0
"BG_16_31","BG_16_31",0,0,0,0,0,0,271993.731001253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14099.084377943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12627.4637237451,8078.69948902041,0,0,2647.68958140065,8556.055542266,0,1866.23352518013,9985.12635270822,0,0,0,0,0,0,0,0,0,0,0,30145.8278364329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_32","BG_16_32",0,0,0,0,0,0,170879.303534871,0,0,0,0,0,0,0,2036.0827121805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3310.0322123086,0,0,121575.449046527,0,0,0,0,0,0,483.417694104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.282471119007,0,0,0,0,0,0,0,0,14932.1595213385,5833.34190398321,0,0,3215.52371236729,7456.7038870847,0,596.084173669122,8151.61896106956,0,0,0,0,0,0,7704.10695378369,0,0,0,0,13681.8218633318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_33","BG_16_33",0,0,0,0,0,5965.47834774216,3398.72521373148,0,0,0,0,0,0,0,0,0,71712.2290493665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130178.589180408,0,0,55285.3501154925,0,0,0,0,0,0,8003.72508636194,0,0,0,0,0,0,0,0,39379.6537458176,0,0,0,0,0,0,0,0,0,0,0,0,0,395.279385767406,0,0,0,0,0,0,0,0,35172.7499597555,456.081779325995,0,0,4095.01390696675,974.007052014643,0,2281.16080130353,2701.88472772545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_34","BG_16_34",0,0,0,1943.77313090305,13062.1678619265,0,83925.1006657248,0,0,0,0,0,0,0,0,58453.4104373119,29361.9342997482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20650.3625974866,0,0,0,0,0,0,0,0,0,0,5110.59800885977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442.04805221392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28365.0630589839,9359.35057713662,0,0,4018.03183410301,17604.0336321442,0,1722.18377698046,21498.1568079884,0,0,0,0,0,0,19168.7124725907,0,0,0,0,44315.0023297633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_35","BG_16_35",0,0,0,0,13566.3860807742,0,165219.716262481,0,0,0,0,0,0,101593.501058708,0,2901.10520042989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25969.6808376911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26709.3568995555,5469.39046108339,0,0,1708.46636099436,6533.20077857453,0,759.887875264895,9569.47155545333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_36","BG_16_36",0,0,0,0,0,0,45970.3396189353,12690.1123097743,0,0,0,0,0,13819.8805573598,0,7002.02805956123,83092.3084365775,343.347006076389,0,0,0,0,0,0,0,0,0,7875.5961370429,0,0,0,0,0,0,0,173003.15009144,128.688007230693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9657.27784399621,237.947654841383,0,0,3534.88315435712,1020.69451938586,0,0,1623.78020735513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_16_37","BG_16_37",0,0,0,0,0,1370.52242867995,84015.2768654515,123825.151970317,0,0,0,0,0,0,0,0,91.2097963374495,4176.52103423729,0,0,0,0,0,0,0,0,0,75343.7364096696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22919.0724209221,7960.35247844682,0,0,2301.12074777684,12507.885629897,0,0,15590.9175776177,0,0,0,0,0,0,2372.69988525726,0,0,0,0,7525.65328774602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
