SS,BigGrid,Conif0,ConifR,Conif1,Conif2,Conif3,Conif4,Conif5,Conif6,Conif7,Conif8,Conif9,Decid0,DecidR,Decid1,Decid2,Decid3,Decid4,Decid5,Decid6,Decid7,Decid8,Decid9,Mixwood0,MixwoodR,Mixwood1,Mixwood2,Mixwood3,Mixwood4,Mixwood5,Mixwood6,Mixwood7,Mixwood8,Mixwood9,Pine0,PineR,Pine1,Pine2,Pine3,Pine4,Pine5,Pine6,Pine7,Pine8,Pine9,GrassHerb,NonVeg,Shrub,Water,Swamp.Conif0,Swamp.ConifR,Swamp.Conif1,Swamp.Conif2,Swamp.Conif3,Swamp.Conif4,Swamp.Conif5,Swamp.Conif6,Swamp.Conif7,Swamp.Conif8,Swamp.Conif9,Swamp.Decid0,Swamp.DecidR,Swamp.Decid1,Swamp.Decid2,Swamp.Decid3,Swamp.Decid4,Swamp.Decid5,Swamp.Decid6,Swamp.Decid7,Swamp.Decid8,Swamp.Decid9,Swamp.Mixwood0,Swamp.MixwoodR,Swamp.Mixwood1,Swamp.Mixwood2,Swamp.Mixwood3,Swamp.Mixwood4,Swamp.Mixwood5,Swamp.Mixwood6,Swamp.Mixwood7,Swamp.Mixwood8,Swamp.Mixwood9,Swamp.Pine0,Swamp.PineR,Swamp.Pine1,Swamp.Pine2,Swamp.Pine3,Swamp.Pine4,Swamp.Pine5,Swamp.Pine6,Swamp.Pine7,Swamp.Pine8,Swamp.Pine9,Wetland.Bare,Wetland.GrassHerb,Wetland.Shrub,Wetland.BSpr0,Wetland.BSprR,Wetland.BSpr1,Wetland.BSpr2,Wetland.BSpr3,Wetland.BSpr4,Wetland.BSpr5,Wetland.BSpr6,Wetland.BSpr7,Wetland.BSpr8,Wetland.BSpr9,Wetland.Decid0,Wetland.DecidR,Wetland.Decid1,Wetland.Decid2,Wetland.Decid3,Wetland.Decid4,Wetland.Decid5,Wetland.Decid6,Wetland.Decid7,Wetland.Decid8,Wetland.Decid9,Wetland.Larch0,Wetland.LarchR,Wetland.Larch1,Wetland.Larch2,Wetland.Larch3,Wetland.Larch4,Wetland.Larch5,Wetland.Larch6,Wetland.Larch7,Wetland.Larch8,Wetland.Larch9,BorrowpitsDugoutsSumps,Canals,CultivationCropPastureBareground,HighDensityLivestockOperation,IndustrialSiteRural,MineSite,MunicipalWaterSewage,OtherDisturbedVegetation,PeatMine,Pipeline,RailHardSurface,RailVegetatedVerge,Reservoirs,RoadHardSurface,RoadTrailVegetated,RoadVegetatedVerge,RuralResidentialIndustrial,SeismicLine,TransmissionLine,Urban,WellSite,WindGenerationFacility,CCDecid0,CCDecidR,CCDecid1,CCDecid2,CCDecid3,CCDecid4,CCMixwood0,CCMixwoodR,CCMixwood1,CCMixwood2,CCMixwood3,CCMixwood4,CCConif0,CCConifR,CCConif1,CCConif2,CCConif3,CCConif4,CCPine0,CCPineR,CCPine1,CCPine2,CCPine3,CCPine4,SITE.renamed,STN.renamed,Impact,NEAR_DIST_SEISMIC,NEAR_DIST_WELL,NEAR_DIST_PIPELINE,NEAR_DIST_HARDROAD,NEAR_DIST_ANYROAD
BG-0001-006,BG-0001,0,0,0,0,0,0,0,0.034726787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002428264,0,0,0,0,0,0,0,0.351552601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032084978,0.174094095,0.106323419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039625927,0,0.007159002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006545306,0,0,0,0,0,0,0,0,0,0,0.245959885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-006,Control,499.6285314,441.5955051,1828.293801,2811.635189,2811.635189
BG-0001-006,BG-0001,0,0,0,0,0,0,0,0.034726787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002428264,0,0,0,0,0,0,0,0.351552601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032084978,0.174094095,0.106323419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039625927,0,0.007159002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006545306,0,0,0,0,0,0,0,0,0,0,0.245959885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-006,Control,499.6285314,441.5955051,1828.293801,2811.635189,2811.635189
BG-0001-007,BG-0001,0,0,0,0,0,0,0,0,0.016055956,0.275185232,0,0,0,0,0,0,0,0,0.072173352,0,0.001480133,0,0,0,0,0,0,0,0,0,0.246662594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005939534,0.19086688,0.081348443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110788431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-007,Control,189.0866245,413.2186251,1906.23697,2136.518213,2136.518213
BG-0001-007,BG-0001,0,0,0,0,0,0,0,0,0.016055956,0.275185232,0,0,0,0,0,0,0,0,0.072173352,0,0.001480133,0,0,0,0,0,0,0,0,0,0.246662594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005939534,0.19086688,0.081348443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110788431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-007,Control,189.0866245,413.2186251,1906.23697,2136.518213,2136.518213
BG-0001-007,BG-0001,0,0,0,0,0,0,0,0,0.016055956,0.275185232,0,0,0,0,0,0,0,0,0.072173352,0,0.001480133,0,0,0,0,0,0,0,0,0,0.246662594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005939534,0.19086688,0.081348443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110788431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-007,Control,189.0866245,413.2186251,1906.23697,2136.518213,2136.518213
BG-0001-007,BG-0001,0,0,0,0,0,0,0,0,0.016055956,0.275185232,0,0,0,0,0,0,0,0,0.072173352,0,0.001480133,0,0,0,0,0,0,0,0,0,0.246662594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005939534,0.19086688,0.081348443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110788431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-007,Control,189.0866245,413.2186251,1906.23697,2136.518213,2136.518213
BG-0001-008,BG-0001,0,0,0,0,0,0,0.000205345,0,0,0,0,0,0,0,0,0,0,0.076058776,0.43956511,0,0,0,0,0,0,0,0,0.004925847,0,0,0.217037512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17405016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084106061,0,0.001663409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002888616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-008,Seismic,118.4405153,415.7149644,1865.681554,1794.334591,1794.334591
BG-0001-008,BG-0001,0,0,0,0,0,0,0.000205345,0,0,0,0,0,0,0,0,0,0,0.076058776,0.43956511,0,0,0,0,0,0,0,0,0.004925847,0,0,0.217037512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17405016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084106061,0,0.001663409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002888616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-008,Seismic,118.4405153,415.7149644,1865.681554,1794.334591,1794.334591
BG-0001-008,BG-0001,0,0,0,0,0,0,0.000205345,0,0,0,0,0,0,0,0,0,0,0.076058776,0.43956511,0,0,0,0,0,0,0,0,0.004925847,0,0,0.217037512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17405016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084106061,0,0.001663409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002888616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-008,Seismic,118.4405153,415.7149644,1865.681554,1794.334591,1794.334591
BG-0001-009,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022729676,0,0,0,0,0,0.027852088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159605932,0.278796368,0.009053151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019724958,0.041393801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438410984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002933921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-009,Control,227.5762918,369.5998775,1096.586161,1969.472714,1969.472714
BG-0001-009,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022729676,0,0,0,0,0,0.027852088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159605932,0.278796368,0.009053151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019724958,0.041393801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438410984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002933921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-009,Control,227.5762918,369.5998775,1096.586161,1969.472714,1969.472714
BG-0001-010,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370581975,0.138293996,0,0,0,0,0,0,0,0,0,0.127605537,0.110479422,0.035297224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077868851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028421533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006989903,0.00210142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025164215,0.024713061,0,0,0,0,0.052983566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-010,Wellpad,203.5749586,86.30709767,1012.424729,1484.793754,1484.793754
BG-0001-010,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370581975,0.138293996,0,0,0,0,0,0,0,0,0,0.127605537,0.110479422,0.035297224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077868851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028421533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006989903,0.00210142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025164215,0.024713061,0,0,0,0,0.052983566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-010,Wellpad,203.5749586,86.30709767,1012.424729,1484.793754,1484.793754
BG-0001-010,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370581975,0.138293996,0,0,0,0,0,0,0,0,0,0.127605537,0.110479422,0.035297224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077868851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028421533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006989903,0.00210142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025164215,0.024713061,0,0,0,0,0.052983566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-010,Wellpad,203.5749586,86.30709767,1012.424729,1484.793754,1484.793754
BG-0001-011,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000491237,0,0,0,0,0,0,0,0,0,1,BG-001-011,Control,376.2739578,235.9643186,531.6771635,742.9828326,742.9828326
BG-0001-011,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000491237,0,0,0,0,0,0,0,0,0,1,BG-001-011,Control,376.2739578,235.9643186,531.6771635,742.9828326,742.9828326
BG-0001-011,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000491237,0,0,0,0,0,0,0,0,0,1,BG-001-011,Control,376.2739578,235.9643186,531.6771635,742.9828326,742.9828326
BG-0001-011,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000491237,0,0,0,0,0,0,0,0,0,1,BG-001-011,Control,376.2739578,235.9643186,531.6771635,742.9828326,742.9828326
BG-0001-012,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001288977,0,0.225443579,0,0,0,0,0,0,0,0,0.046746247,0,0,0.002173361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029790136,0,0.001201666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28655735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071109504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057736641,0,0,0,0,0,0,0,0.005061634,0,0,0,0,0,0.055700353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217691169,0,0,0,0,0,0,0,0,1,BG-001-012,Pipeline,26.93855634,579.5313696,49.99133971,313.0413813,313.0413813
BG-0001-012,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001288977,0,0.225443579,0,0,0,0,0,0,0,0,0.046746247,0,0,0.002173361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029790136,0,0.001201666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28655735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071109504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057736641,0,0,0,0,0,0,0,0.005061634,0,0,0,0,0,0.055700353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217691169,0,0,0,0,0,0,0,0,1,BG-001-012,Pipeline,26.93855634,579.5313696,49.99133971,313.0413813,313.0413813
BG-0001-012,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001288977,0,0.225443579,0,0,0,0,0,0,0,0,0.046746247,0,0,0.002173361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029790136,0,0.001201666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28655735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071109504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057736641,0,0,0,0,0,0,0,0.005061634,0,0,0,0,0,0.055700353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217691169,0,0,0,0,0,0,0,0,1,BG-001-012,Pipeline,26.93855634,579.5313696,49.99133971,313.0413813,313.0413813
BG-0001-012,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001288977,0,0.225443579,0,0,0,0,0,0,0,0,0.046746247,0,0,0.002173361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029790136,0,0.001201666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28655735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071109504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057736641,0,0,0,0,0,0,0,0.005061634,0,0,0,0,0,0.055700353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217691169,0,0,0,0,0,0,0,0,1,BG-001-012,Pipeline,26.93855634,579.5313696,49.99133971,313.0413813,313.0413813
BG-0001-013,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001433295,0,0,0,0,0,0,0,0,0,0.0027407,0.011102213,0.100095371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269494795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024656424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027713361,0.039326095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014851654,0,0,0,0.029573145,0,0.058485463,0,0.001461806,0,0,0,0,0,0.028722665,0,0,0,0,0,0.002733998,0,0.388109906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-013,Road,116.028399,607.4340371,91.61575051,110.6976368,110.6976368
BG-0001-013,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001433295,0,0,0,0,0,0,0,0,0,0.0027407,0.011102213,0.100095371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269494795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024656424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027713361,0.039326095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014851654,0,0,0,0.029573145,0,0.058485463,0,0.001461806,0,0,0,0,0,0.028722665,0,0,0,0,0,0.002733998,0,0.388109906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-013,Road,116.028399,607.4340371,91.61575051,110.6976368,110.6976368
BG-0001-013,BG-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001433295,0,0,0,0,0,0,0,0,0,0.0027407,0.011102213,0.100095371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269494795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024656424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027713361,0.039326095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014851654,0,0,0,0.029573145,0,0.058485463,0,0.001461806,0,0,0,0,0,0.028722665,0,0,0,0,0,0.002733998,0,0.388109906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-013,Road,116.028399,607.4340371,91.61575051,110.6976368,110.6976368
BG-0001-014,BG-0001,0,0.001743405,0,0,0,0,0.017672837,0,0,0,0,0,0,0,0,0,0.498026438,0.333693023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047618865,0.083560186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000561892,0,0,0,0,0,0.017624669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-014,Control,320.840025,421.3547704,359.5917925,538.2178216,538.2178216
BG-0001-014,BG-0001,0,0.001743405,0,0,0,0,0.017672837,0,0,0,0,0,0,0,0,0,0.498026438,0.333693023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047618865,0.083560186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000561892,0,0,0,0,0,0.017624669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-014,Control,320.840025,421.3547704,359.5917925,538.2178216,538.2178216
BG-0001-014,BG-0001,0,0.001743405,0,0,0,0,0.017672837,0,0,0,0,0,0,0,0,0,0.498026438,0.333693023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047618865,0.083560186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000561892,0,0,0,0,0,0.017624669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG-001-014,Control,320.840025,421.3547704,359.5917925,538.2178216,538.2178216
