grid,unit,ALFL_mean,ALFL_max,ALFL_bin,AMBI_mean,AMBI_max,AMBI_bin,AMCO_mean,AMCO_max,AMCO_bin,AMCR_mean,AMCR_max,AMCR_bin,AMGO_mean,AMGO_max,AMGO_bin,AMKE_mean,AMKE_max,AMKE_bin,AMRE_mean,AMRE_max,AMRE_bin,AMRO_mean,AMRO_max,AMRO_bin,AMWI_mean,AMWI_max,AMWI_bin,ATSP_mean,ATSP_max,ATSP_bin,ATTW_mean,ATTW_max,ATTW_bin,BADO_mean,BADO_max,BADO_bin,BANS_mean,BANS_max,BANS_bin,BAOR_mean,BAOR_max,BAOR_bin,BARS_mean,BARS_max,BARS_bin,BAWA_mean,BAWA_max,BAWA_bin,BAWW_mean,BAWW_max,BAWW_bin,BBCU_mean,BBCU_max,BBCU_bin,BBMA_mean,BBMA_max,BBMA_bin,BBWA_mean,BBWA_max,BBWA_bin,BBWO_mean,BBWO_max,BBWO_bin,BCCH_mean,BCCH_max,BCCH_bin,BCFR_mean,BCFR_max,BCFR_bin,BEAV_mean,BEAV_max,BEAV_bin,BEKI_mean,BEKI_max,BEKI_bin,BHCO_mean,BHCO_max,BHCO_bin,BHVI_mean,BHVI_max,BHVI_bin,BLBW_mean,BLBW_max,BLBW_bin,BLJA_mean,BLJA_max,BLJA_bin,BLPW_mean,BLPW_max,BLPW_bin,BLTE_mean,BLTE_max,BLTE_bin,BOCH_mean,BOCH_max,BOCH_bin,BOGU_mean,BOGU_max,BOGU_bin,BOOW_mean,BOOW_max,BOOW_bin,BOWA_mean,BOWA_max,BOWA_bin,BRBL_mean,BRBL_max,BRBL_bin,BRCR_mean,BRCR_max,BRCR_bin,BTNW_mean,BTNW_max,BTNW_bin,BWHA_mean,BWHA_max,BWHA_bin,BWTE_mean,BWTE_max,BWTE_bin,BWWA_mean,BWWA_max,BWWA_bin,CAGU_mean,CAGU_max,CAGU_bin,CANG_mean,CANG_max,CANG_bin,CATO_mean,CATO_max,CATO_bin,CAWA_mean,CAWA_max,CAWA_bin,CCLO_mean,CCLO_max,CCLO_bin,CCSP_mean,CCSP_max,CCSP_bin,CEDW_mean,CEDW_max,CEDW_bin,CHSP_mean,CHSP_max,CHSP_bin,CLNU_mean,CLNU_max,CLNU_bin,CMWA_mean,CMWA_max,CMWA_bin,COGR_mean,COGR_max,COGR_bin,COLO_mean,COLO_max,COLO_bin,CONI_mean,CONI_max,CONI_bin,CONW_mean,CONW_max,CONW_bin,CORA_mean,CORA_max,CORA_bin,CORE_mean,CORE_max,CORE_bin,COWW_mean,COWW_max,COWW_bin,COTE_mean,COTE_max,COTE_bin,COYE_mean,COYE_max,COYE_bin,COYT_mean,COYT_max,COYT_bin,CRCH_mean,CRCH_max,CRCH_bin,CSWA_mean,CSWA_max,CSWA_bin,DEJU_mean,DEJU_max,DEJU_bin,DOGG_mean,DOGG_max,DOGG_bin,DOWO_mean,DOWO_max,DOWO_bin,DUGR_mean,DUGR_max,DUGR_bin,EAKI_mean,EAKI_max,EAKI_bin,EAPH_mean,EAPH_max,EAPH_bin,EUST_mean,EUST_max,EUST_bin,EVGR_mean,EVGR_max,EVGR_bin,FOSP_mean,FOSP_max,FOSP_bin,FOTE_mean,FOTE_max,FOTE_bin,FRGU_mean,FRGU_max,FRGU_bin,GADW_mean,GADW_max,GADW_bin,GBHE_mean,GBHE_max,GBHE_bin,GCKI_mean,GCKI_max,GCKI_bin,GCTH_mean,GCTH_max,GCTH_bin,GGOW_mean,GGOW_max,GGOW_bin,GHOW_mean,GHOW_max,GHOW_bin,GRAJ_mean,GRAJ_max,GRAJ_bin,GRCA_mean,GRCA_max,GRCA_bin,GRYE_mean,GRYE_max,GRYE_bin,GWFG_mean,GWFG_max,GWFG_bin,HASP_mean,HASP_max,HASP_bin,HAWO_mean,HAWO_max,HAWO_bin,HETH_mean,HETH_max,HETH_bin,HOFI_mean,HOFI_max,HOFI_bin,HOSP_mean,HOSP_max,HOSP_bin,HOWR_mean,HOWR_max,HOWR_bin,KILL_mean,KILL_max,KILL_bin,LALO_mean,LALO_max,LALO_bin,LBCU_mean,LBCU_max,LBCU_bin,LCSP_mean,LCSP_max,LCSP_bin,LEFL_mean,LEFL_max,LEFL_bin,LESC_mean,LESC_max,LESC_bin,LEYE_mean,LEYE_max,LEYE_bin,LISP_mean,LISP_max,LISP_bin,MALL_mean,MALL_max,MALL_bin,MAWA_mean,MAWA_max,MAWA_bin,MAWR_mean,MAWR_max,MAWR_bin,MEGU_mean,MEGU_max,MEGU_bin,MERL_mean,MERL_max,MERL_bin,MGWA_mean,MGWA_max,MGWA_bin,MOBL_mean,MOBL_max,MOBL_bin,MODO_mean,MODO_max,MODO_bin,MOWA_mean,MOWA_max,MOWA_bin,MYWA_mean,MYWA_max,MYWA_bin,NAWA_mean,NAWA_max,NAWA_bin,NESP_mean,NESP_max,NESP_bin,NOBO_mean,NOBO_max,NOBO_bin,NOFL_mean,NOFL_max,NOFL_bin,NOGO_mean,NOGO_max,NOGO_bin,NOPA_mean,NOPA_max,NOPA_bin,NOPO_mean,NOPO_max,NOPO_bin,NOWA_mean,NOWA_max,NOWA_bin,NRWS_mean,NRWS_max,NRWS_bin,NSWO_mean,NSWO_max,NSWO_bin,OCWA_mean,OCWA_max,OCWA_bin,OSFL_mean,OSFL_max,OSFL_bin,OSPR_mean,OSPR_max,OSPR_bin,OVEN_mean,OVEN_max,OVEN_bin,PAWA_mean,PAWA_max,PAWA_bin,PBGR_mean,PBGR_max,PBGR_bin,PHVI_mean,PHVI_max,PHVI_bin,PISI_mean,PISI_max,PISI_bin,PIWO_mean,PIWO_max,PIWO_bin,PSFL_mean,PSFL_max,PSFL_bin,PUFI_mean,PUFI_max,PUFI_bin,RBGR_mean,RBGR_max,RBGR_bin,RBGU_mean,RBGU_max,RBGU_bin,RBNU_mean,RBNU_max,RBNU_bin,RCKI_mean,RCKI_max,RCKI_bin,RECR_mean,RECR_max,RECR_bin,REDH_mean,REDH_max,REDH_bin,RESQ_mean,RESQ_max,RESQ_bin,REVI_mean,REVI_max,REVI_bin,RNGR_mean,RNGR_max,RNGR_bin,RNSA_mean,RNSA_max,RNSA_bin,RTHA_mean,RTHA_max,RTHA_bin,RUBL_mean,RUBL_max,RUBL_bin,RUGR_mean,RUGR_max,RUGR_bin,RWBL_mean,RWBL_max,RWBL_bin,SACR_mean,SACR_max,SACR_bin,SAVS_mean,SAVS_max,SAVS_bin,SBDO_mean,SBDO_max,SBDO_bin,SCTA_mean,SCTA_max,SCTA_bin,SEWR_mean,SEWR_max,SEWR_bin,SORA_mean,SORA_max,SORA_bin,SOSA_mean,SOSA_max,SOSA_bin,SOSP_mean,SOSP_max,SOSP_bin,SPGR_mean,SPGR_max,SPGR_bin,SPPE_mean,SPPE_max,SPPE_bin,SPSA_mean,SPSA_max,SPSA_bin,SPTO_mean,SPTO_max,SPTO_bin,STGR_mean,STGR_max,STGR_bin,SWSP_mean,SWSP_max,SWSP_bin,SWTH_mean,SWTH_max,SWTH_bin,TEWA_mean,TEWA_max,TEWA_bin,TOSO_mean,TOSO_max,TOSO_bin,TRES_mean,TRES_max,TRES_bin,VATH_mean,VATH_max,VATH_bin,VESP_mean,VESP_max,VESP_bin,VIRA_mean,VIRA_max,VIRA_bin,WAVI_mean,WAVI_max,WAVI_bin,WBNU_mean,WBNU_max,WBNU_bin,WCSP_mean,WCSP_max,WCSP_bin,WETA_mean,WETA_max,WETA_bin,WETO_mean,WETO_max,WETO_bin,WEWP_mean,WEWP_max,WEWP_bin,WILL_mean,WILL_max,WILL_bin,WISN_mean,WISN_max,WISN_bin,WIWA_mean,WIWA_max,WIWA_bin,WIWR_mean,WIWR_max,WIWR_bin,WOFR_mean,WOFR_max,WOFR_bin,WOLF_mean,WOLF_max,WOLF_bin,WTSP_mean,WTSP_max,WTSP_bin,WWCR_mean,WWCR_max,WWCR_bin,YBFL_mean,YBFL_max,YBFL_bin,YBSA_mean,YBSA_max,YBSA_bin,YELLOWRAIL_mean,YELLOWRAIL_max,YELLOWRAIL_bin,YEWA_mean,YEWA_max,YEWA_bin,YHBL_mean,YHBL_max,YHBL_bin,YRWA_mean,YRWA_max,YRWA_bin,YWAR_mean,YWAR_max,YWAR_bin,unit.1,Conif0,ConifR,Conif1,Conif2,Conif3,Conif4,Conif5,Conif6,Conif7,Conif8,Conif9,Decid0,DecidR,Decid1,Decid2,Decid3,Decid4,Decid5,Decid6,Decid7,Decid8,Decid9,Mixwood0,MixwoodR,Mixwood1,Mixwood2,Mixwood3,Mixwood4,Mixwood5,Mixwood6,Mixwood7,Mixwood8,Mixwood9,Pine0,PineR,Pine1,Pine2,Pine3,Pine4,Pine5,Pine6,Pine7,Pine8,Pine9,GrassHerb,NonVeg,Shrub,Water,Swamp.Conif0,Swamp.ConifR,Swamp.Conif1,Swamp.Conif2,Swamp.Conif3,Swamp.Conif4,Swamp.Conif5,Swamp.Conif6,Swamp.Conif7,Swamp.Conif8,Swamp.Conif9,Swamp.Decid0,Swamp.DecidR,Swamp.Decid1,Swamp.Decid2,Swamp.Decid3,Swamp.Decid4,Swamp.Decid5,Swamp.Decid6,Swamp.Decid7,Swamp.Decid8,Swamp.Decid9,Swamp.Mixwood0,Swamp.MixwoodR,Swamp.Mixwood1,Swamp.Mixwood2,Swamp.Mixwood3,Swamp.Mixwood4,Swamp.Mixwood5,Swamp.Mixwood6,Swamp.Mixwood7,Swamp.Mixwood8,Swamp.Mixwood9,Swamp.Pine0,Swamp.PineR,Swamp.Pine1,Swamp.Pine2,Swamp.Pine3,Swamp.Pine4,Swamp.Pine5,Swamp.Pine6,Swamp.Pine7,Swamp.Pine8,Swamp.Pine9,Wetland.Bare,Wetland.GrassHerb,Wetland.Shrub,Wetland.BSpr0,Wetland.BSprR,Wetland.BSpr1,Wetland.BSpr2,Wetland.BSpr3,Wetland.BSpr4,Wetland.BSpr5,Wetland.BSpr6,Wetland.BSpr7,Wetland.BSpr8,Wetland.BSpr9,Wetland.Decid0,Wetland.DecidR,Wetland.Decid1,Wetland.Decid2,Wetland.Decid3,Wetland.Decid4,Wetland.Decid5,Wetland.Decid6,Wetland.Decid7,Wetland.Decid8,Wetland.Decid9,Wetland.Larch0,Wetland.LarchR,Wetland.Larch1,Wetland.Larch2,Wetland.Larch3,Wetland.Larch4,Wetland.Larch5,Wetland.Larch6,Wetland.Larch7,Wetland.Larch8,Wetland.Larch9,BorrowpitsDugoutsSumps,Canals,CultivationCropPastureBareground,HighDensityLivestockOperation,IndustrialSiteRural,MineSite,MunicipalWaterSewage,OtherDisturbedVegetation,PeatMine,Pipeline,RailHardSurface,RailVegetatedVerge,Reservoirs,RoadHardSurface,RoadTrailVegetated,RoadVegetatedVerge,RuralResidentialIndustrial,SeismicLine,TransmissionLine,Urban,WellSite,WindGenerationFacility,CCDecid0,CCDecidR,CCDecid1,CCDecid2,CCDecid3,CCDecid4,CCMixwood0,CCMixwoodR,CCMixwood1,CCMixwood2,CCMixwood3,CCMixwood4,CCConif0,CCConifR,CCConif1,CCConif2,CCConif3,CCConif4,CCPine0,CCPineR,CCPine1,CCPine2,CCPine3,CCPine4
BG-0001,BG-0001_1,2.5,5,3,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,1.666666667,2,1,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916666667,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,6,5,0,0,0,0.583333333,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,4,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666666,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.166666666,4,3,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,1.75,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,2,0,0,0,0,0,0,0,0,0,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,10,6,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416666667,3,3,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,2.333333333,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,8,7,14.41666667,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,3,3,0,0,0,0.25,1,1,0,0,0,0.75,2,2,0.333333333,1,1,1.916666667,4,4,0,0,0,0,0,0,6.666666667,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.833333333,3,3,0,0,0,BG-0001_1,0,0.000193712,0,0,0,0,0.001986465,0.003858532,0.001783995,0.030576137,0,0,0,0,0,0.00014322,0.055336271,0.111753039,0.072385084,0,0.000164459,0,0,0.002795327,0,0,0.005194027,0.000547316,0.014482915,0.016845232,0.066565856,0.0390614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884957,0.080813059,0.021991853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039400534,0.002739603,0.000795445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24E-05,0,0,0,0,0.007901056,0.008005877,0.009202368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058057449,0,0.000184823,0,0,0,0,0,0,0,0,0,0,0,0,0.008065366,0,0,0,0.003285905,0.00352328,0.00924428,0,0.001045784,0,0,0.006213054,0,0,0.009380335,0,0.027328876,0,0,0,0.000303778,0,0.055433149,0,0,0,0,0.111165693,0.024187908,0,0,0,0,0,0,0,0
BG-0001,BG-0001_10,4,4,2,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0.25,1,1,3.25,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166666667,2,2,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,1,1,1,0,0,0,2.833333333,5,5,0,0,0,2.5,4,3,0,0,0,0.333333333,1,1,0,0,0,0.333333333,1,1,0.833333333,3,2,0,0,0,0,0,0,0,0,0,3.166666666,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.916666666,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,1.833333333,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0.25,1,1,4.833333333,6,5,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.916666667,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,4.166666666,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,1.25,2,2,0,0,0,0,0,0,2.166666667,4,3,0,0,0,0,0,0,0.333333333,1,1,1.083333333,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0.333333333,1,1,5.666666666,10,7,12.5,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,1.833333333,4,4,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1.083333333,3,3,0,0,0,0,0,0,11.08333333,16,7,0,0,0,0,0,0,1.333333333,3,3,0,0,0,0,0,0,0,0,0,2.416666667,5,5,0.5,1,1,BG-0001_10,0,0,0,0,0,0,0,0,0,0,0,0,0.000473038,0,0,0,0.004928609,0.040181244,0.06895216,0,0.003919213,0,0,0,0,0,0,0,0.029244706,0.023117033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178067376,0.087590301,0.077067391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013848631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342972,0,0,0,0.001751179,0.174484174,0.000201754,0.002802343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011179726,0.001334462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045656357,0,0,0,0.000521723,0.000441576,0.004180127,0,0.013533264,0.006570881,0,0.046175074,0,0,0,0.041607405,0,0,0,0,0,0,0.049138928,0,0,0,0,0.070102626,0,0,0,0,0,0,0,0,0
BG-0001,BG-0001_2,1.45,4,4,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,2.7,6,3,0.916666667,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416666666,4,4,0,0,0,0.666666667,2,1,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,2,1,0.666666667,2,1,1.666666667,3,3,0,0,0,0.7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0.75,2,2,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,4,3,0,0,0,0,0,0,2.083333334,4,4,0,0,0,0.75,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.433333333,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.566666666,8,7,0,0,0,0,0,0,0.9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333,2,2,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,7.416666667,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,7,7,9.933333334,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28333333,16,9,0,0,0,0,0,0,1.616666666,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,BG-0001_2,0,0,0,0,0,0,0.000266176,0.018012229,0,0,0,0,0.012737472,0,0,0,0.001517745,0.098530812,0.042788107,0.007737603,0,0,0,0,0,0,0,0.012280696,0.03124619,0.004894102,0.002751908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060329161,0.006414665,0.00410352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05941365,0.000808476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306195,0,0,0,0,0.003899818,0,0,0,0.006117812,0.000863521,0.00724105,0,0.001603065,0,0,0.011865166,0,0,0,0.000337925,0.248005947,0,0,0,0,0,0.141114307,0,0,0,0,0.108125543,0.072323828,0,0,0,0,0,0.004550642,0,0
BG-0001,BG-0001_3,8.583333333,12,8,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,1.75,3,3,2.166666666,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333334,2,2,0,0,0,1.5,2,2,0.333333333,1,1,2.833333333,5,4,0,0,0,1.583333333,3,2,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,6,4,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999999,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.416666667,5,3,0,0,0,0,0,0,2.083333333,3,3,0,0,0,0.666666666,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,5.166666667,9,7,0,0,0,0,0,0,0.583333333,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.166666666,5,5,0,0,0,0,0,0,1.5,2,2,0,0,0,0,0,0,0,0,0,1.333333333,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,8.166666666,13,7,11.08333333,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1.666666667,3,3,0.25,1,1,0,0,0,10.75,16,9,0,0,0,0,0,0,1.333333333,3,3,0,0,0,0,0,0,0,0,0,1.166666667,2,2,0,0,0,BG-0001_3,0,0.001201848,0,0,0,0,0.026703637,0.038404822,0.020577518,0,0.013049655,0,0.001188511,0,0,0,0,0.089788693,0.106359285,0,0.000221015,0.002685306,0,0.003078727,0,0,0,0,0.023486736,0.061717829,0.000464198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522013,0.04159469,0.079343949,0.022820797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000263634,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011804681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102820056,0.021330465,0,0,0,0.019349111,0,0,0,0,0.002240239,0,0,0.001483086,0,0,0.020888684,0,0,0.002133949,0.087994603,0.020312992,0,0,0,0,0,0.064409318,0,0,0,0,0,0.107535808,0,0,0,0,0,0,0,0
