"","unit","ALFL_mean","ALFL_max","ALFL_bin","AMBI_mean","AMBI_max","AMBI_bin","AMCO_mean","AMCO_max","AMCO_bin","AMCR_mean","AMCR_max","AMCR_bin","AMGO_mean","AMGO_max","AMGO_bin","AMKE_mean","AMKE_max","AMKE_bin","AMRE_mean","AMRE_max","AMRE_bin","AMRO_mean","AMRO_max","AMRO_bin","AMWI_mean","AMWI_max","AMWI_bin","ATSP_mean","ATSP_max","ATSP_bin","ATTW_mean","ATTW_max","ATTW_bin","BADO_mean","BADO_max","BADO_bin","BANS_mean","BANS_max","BANS_bin","BAOR_mean","BAOR_max","BAOR_bin","BARS_mean","BARS_max","BARS_bin","BAWA_mean","BAWA_max","BAWA_bin","BAWW_mean","BAWW_max","BAWW_bin","BBCU_mean","BBCU_max","BBCU_bin","BBMA_mean","BBMA_max","BBMA_bin","BBWA_mean","BBWA_max","BBWA_bin","BBWO_mean","BBWO_max","BBWO_bin","BCCH_mean","BCCH_max","BCCH_bin","BCFR_mean","BCFR_max","BCFR_bin","BEAV_mean","BEAV_max","BEAV_bin","BEKI_mean","BEKI_max","BEKI_bin","BHCO_mean","BHCO_max","BHCO_bin","BHVI_mean","BHVI_max","BHVI_bin","BLBW_mean","BLBW_max","BLBW_bin","BLJA_mean","BLJA_max","BLJA_bin","BLPW_mean","BLPW_max","BLPW_bin","BLTE_mean","BLTE_max","BLTE_bin","BOCH_mean","BOCH_max","BOCH_bin","BOGU_mean","BOGU_max","BOGU_bin","BOOW_mean","BOOW_max","BOOW_bin","BOWA_mean","BOWA_max","BOWA_bin","BRBL_mean","BRBL_max","BRBL_bin","BRCR_mean","BRCR_max","BRCR_bin","BTNW_mean","BTNW_max","BTNW_bin","BWHA_mean","BWHA_max","BWHA_bin","BWTE_mean","BWTE_max","BWTE_bin","BWWA_mean","BWWA_max","BWWA_bin","CAGU_mean","CAGU_max","CAGU_bin","CANG_mean","CANG_max","CANG_bin","CATO_mean","CATO_max","CATO_bin","CAWA_mean","CAWA_max","CAWA_bin","CCLO_mean","CCLO_max","CCLO_bin","CCSP_mean","CCSP_max","CCSP_bin","CEDW_mean","CEDW_max","CEDW_bin","CHSP_mean","CHSP_max","CHSP_bin","CLNU_mean","CLNU_max","CLNU_bin","CMWA_mean","CMWA_max","CMWA_bin","COGR_mean","COGR_max","COGR_bin","COLO_mean","COLO_max","COLO_bin","CONI_mean","CONI_max","CONI_bin","CONW_mean","CONW_max","CONW_bin","CORA_mean","CORA_max","CORA_bin","CORE_mean","CORE_max","CORE_bin","COWW_mean","COWW_max","COWW_bin","COTE_mean","COTE_max","COTE_bin","COYE_mean","COYE_max","COYE_bin","COYT_mean","COYT_max","COYT_bin","CRCH_mean","CRCH_max","CRCH_bin","CSWA_mean","CSWA_max","CSWA_bin","DEJU_mean","DEJU_max","DEJU_bin","DOGG_mean","DOGG_max","DOGG_bin","DOWO_mean","DOWO_max","DOWO_bin","DUGR_mean","DUGR_max","DUGR_bin","EAKI_mean","EAKI_max","EAKI_bin","EAPH_mean","EAPH_max","EAPH_bin","EUST_mean","EUST_max","EUST_bin","EVGR_mean","EVGR_max","EVGR_bin","FOSP_mean","FOSP_max","FOSP_bin","FOTE_mean","FOTE_max","FOTE_bin","FRGU_mean","FRGU_max","FRGU_bin","GADW_mean","GADW_max","GADW_bin","GBHE_mean","GBHE_max","GBHE_bin","GCKI_mean","GCKI_max","GCKI_bin","GCTH_mean","GCTH_max","GCTH_bin","GGOW_mean","GGOW_max","GGOW_bin","GHOW_mean","GHOW_max","GHOW_bin","GRAJ_mean","GRAJ_max","GRAJ_bin","GRCA_mean","GRCA_max","GRCA_bin","GRYE_mean","GRYE_max","GRYE_bin","GWFG_mean","GWFG_max","GWFG_bin","HASP_mean","HASP_max","HASP_bin","HAWO_mean","HAWO_max","HAWO_bin","HETH_mean","HETH_max","HETH_bin","HOFI_mean","HOFI_max","HOFI_bin","HOSP_mean","HOSP_max","HOSP_bin","HOWR_mean","HOWR_max","HOWR_bin","KILL_mean","KILL_max","KILL_bin","LALO_mean","LALO_max","LALO_bin","LBCU_mean","LBCU_max","LBCU_bin","LCSP_mean","LCSP_max","LCSP_bin","LEFL_mean","LEFL_max","LEFL_bin","LESC_mean","LESC_max","LESC_bin","LEYE_mean","LEYE_max","LEYE_bin","LISP_mean","LISP_max","LISP_bin","MALL_mean","MALL_max","MALL_bin","MAWA_mean","MAWA_max","MAWA_bin","MAWR_mean","MAWR_max","MAWR_bin","MEGU_mean","MEGU_max","MEGU_bin","MERL_mean","MERL_max","MERL_bin","MGWA_mean","MGWA_max","MGWA_bin","MOBL_mean","MOBL_max","MOBL_bin","MODO_mean","MODO_max","MODO_bin","MOWA_mean","MOWA_max","MOWA_bin","MYWA_mean","MYWA_max","MYWA_bin","NAWA_mean","NAWA_max","NAWA_bin","NESP_mean","NESP_max","NESP_bin","NOBO_mean","NOBO_max","NOBO_bin","NOFL_mean","NOFL_max","NOFL_bin","NOGO_mean","NOGO_max","NOGO_bin","NOPA_mean","NOPA_max","NOPA_bin","NOPO_mean","NOPO_max","NOPO_bin","NOWA_mean","NOWA_max","NOWA_bin","NRWS_mean","NRWS_max","NRWS_bin","NSWO_mean","NSWO_max","NSWO_bin","OCWA_mean","OCWA_max","OCWA_bin","OSFL_mean","OSFL_max","OSFL_bin","OSPR_mean","OSPR_max","OSPR_bin","OVEN_mean","OVEN_max","OVEN_bin","PAWA_mean","PAWA_max","PAWA_bin","PBGR_mean","PBGR_max","PBGR_bin","PHVI_mean","PHVI_max","PHVI_bin","PISI_mean","PISI_max","PISI_bin","PIWO_mean","PIWO_max","PIWO_bin","PSFL_mean","PSFL_max","PSFL_bin","PUFI_mean","PUFI_max","PUFI_bin","RBGR_mean","RBGR_max","RBGR_bin","RBGU_mean","RBGU_max","RBGU_bin","RBNU_mean","RBNU_max","RBNU_bin","RCKI_mean","RCKI_max","RCKI_bin","RECR_mean","RECR_max","RECR_bin","REDH_mean","REDH_max","REDH_bin","RESQ_mean","RESQ_max","RESQ_bin","REVI_mean","REVI_max","REVI_bin","RNGR_mean","RNGR_max","RNGR_bin","RNSA_mean","RNSA_max","RNSA_bin","RTHA_mean","RTHA_max","RTHA_bin","RUBL_mean","RUBL_max","RUBL_bin","RUGR_mean","RUGR_max","RUGR_bin","RWBL_mean","RWBL_max","RWBL_bin","SACR_mean","SACR_max","SACR_bin","SAVS_mean","SAVS_max","SAVS_bin","SBDO_mean","SBDO_max","SBDO_bin","SCTA_mean","SCTA_max","SCTA_bin","SEWR_mean","SEWR_max","SEWR_bin","SORA_mean","SORA_max","SORA_bin","SOSA_mean","SOSA_max","SOSA_bin","SOSP_mean","SOSP_max","SOSP_bin","SPGR_mean","SPGR_max","SPGR_bin","SPPE_mean","SPPE_max","SPPE_bin","SPSA_mean","SPSA_max","SPSA_bin","SPTO_mean","SPTO_max","SPTO_bin","STGR_mean","STGR_max","STGR_bin","SWSP_mean","SWSP_max","SWSP_bin","SWTH_mean","SWTH_max","SWTH_bin","TEWA_mean","TEWA_max","TEWA_bin","TOSO_mean","TOSO_max","TOSO_bin","TRES_mean","TRES_max","TRES_bin","VATH_mean","VATH_max","VATH_bin","VESP_mean","VESP_max","VESP_bin","VIRA_mean","VIRA_max","VIRA_bin","WAVI_mean","WAVI_max","WAVI_bin","WBNU_mean","WBNU_max","WBNU_bin","WCSP_mean","WCSP_max","WCSP_bin","WETA_mean","WETA_max","WETA_bin","WETO_mean","WETO_max","WETO_bin","WEWP_mean","WEWP_max","WEWP_bin","WILL_mean","WILL_max","WILL_bin","WISN_mean","WISN_max","WISN_bin","WIWA_mean","WIWA_max","WIWA_bin","WIWR_mean","WIWR_max","WIWR_bin","WOFR_mean","WOFR_max","WOFR_bin","WOLF_mean","WOLF_max","WOLF_bin","WTSP_mean","WTSP_max","WTSP_bin","WWCR_mean","WWCR_max","WWCR_bin","YBFL_mean","YBFL_max","YBFL_bin","YBSA_mean","YBSA_max","YBSA_bin","YELLOWRAIL_mean","YELLOWRAIL_max","YELLOWRAIL_bin","YEWA_mean","YEWA_max","YEWA_bin","YHBL_mean","YHBL_max","YHBL_bin","YRWA_mean","YRWA_max","YRWA_bin","YWAR_mean","YWAR_max","YWAR_bin","Conif0","ConifR","Conif1","Conif2","Conif3","Conif4","Conif5","Conif6","Conif7","Conif8","Conif9","Decid0","DecidR","Decid1","Decid2","Decid3","Decid4","Decid5","Decid6","Decid7","Decid8","Decid9","Mixwood0","MixwoodR","Mixwood1","Mixwood2","Mixwood3","Mixwood4","Mixwood5","Mixwood6","Mixwood7","Mixwood8","Mixwood9","Pine0","PineR","Pine1","Pine2","Pine3","Pine4","Pine5","Pine6","Pine7","Pine8","Pine9","GrassHerb","NonVeg","Shrub","Water","Swamp.Conif0","Swamp.ConifR","Swamp.Conif1","Swamp.Conif2","Swamp.Conif3","Swamp.Conif4","Swamp.Conif5","Swamp.Conif6","Swamp.Conif7","Swamp.Conif8","Swamp.Conif9","Swamp.Decid0","Swamp.DecidR","Swamp.Decid1","Swamp.Decid2","Swamp.Decid3","Swamp.Decid4","Swamp.Decid5","Swamp.Decid6","Swamp.Decid7","Swamp.Decid8","Swamp.Decid9","Swamp.Mixwood0","Swamp.MixwoodR","Swamp.Mixwood1","Swamp.Mixwood2","Swamp.Mixwood3","Swamp.Mixwood4","Swamp.Mixwood5","Swamp.Mixwood6","Swamp.Mixwood7","Swamp.Mixwood8","Swamp.Mixwood9","Swamp.Pine0","Swamp.PineR","Swamp.Pine1","Swamp.Pine2","Swamp.Pine3","Swamp.Pine4","Swamp.Pine5","Swamp.Pine6","Swamp.Pine7","Swamp.Pine8","Swamp.Pine9","Wetland.Bare","Wetland.GrassHerb","Wetland.Shrub","Wetland.BSpr0","Wetland.BSprR","Wetland.BSpr1","Wetland.BSpr2","Wetland.BSpr3","Wetland.BSpr4","Wetland.BSpr5","Wetland.BSpr6","Wetland.BSpr7","Wetland.BSpr8","Wetland.BSpr9","Wetland.Decid0","Wetland.DecidR","Wetland.Decid1","Wetland.Decid2","Wetland.Decid3","Wetland.Decid4","Wetland.Decid5","Wetland.Decid6","Wetland.Decid7","Wetland.Decid8","Wetland.Decid9","Wetland.Larch0","Wetland.LarchR","Wetland.Larch1","Wetland.Larch2","Wetland.Larch3","Wetland.Larch4","Wetland.Larch5","Wetland.Larch6","Wetland.Larch7","Wetland.Larch8","Wetland.Larch9","BorrowpitsDugoutsSumps","Canals","CultivationCropPastureBareground","HighDensityLivestockOperation","IndustrialSiteRural","MineSite","MunicipalWaterSewage","OtherDisturbedVegetation","PeatMine","Pipeline","RailHardSurface","RailVegetatedVerge","Reservoirs","RoadHardSurface","RoadTrailVegetated","RoadVegetatedVerge","RuralResidentialIndustrial","SeismicLine","TransmissionLine","Urban","WellSite","WindGenerationFacility","CCDecid0","CCDecidR","CCDecid1","CCDecid2","CCDecid3","CCDecid4","CCMixwood0","CCMixwoodR","CCMixwood1","CCMixwood2","CCMixwood3","CCMixwood4","CCConif0","CCConifR","CCConif1","CCConif2","CCConif3","CCConif4","CCPine0","CCPineR","CCPine1","CCPine2","CCPine3","CCPine4"
"1","BG-0001_1",0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083333333,4,4,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,2,2,0,0,0,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,2,2,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,4,3,6.083333333,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0.75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,2,2,0,0,0,0,0,0,0,0,0,0.000205345,0.034726787,0.016055956,0.275185232,0,0,0,0,0,0,0,0.076058776,0.511738462,0,0.001480133,0,0,0.02515794,0,0,0,0.004925847,0,0.027852088,0.463700106,0.351552601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371680604,0.643757343,0.196725013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039625927,0,0.007159002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019724958,0.041393801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522517045,0,0.001663409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006545306,0,0,0.002888616,0,0,0.002933921,0,0,0,0,0.245959885,0,0,0,0,0,0.110788431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","BG-0001_10",3.833333333,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,2,1,0,0,0,1.333333333,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166666666,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,1.333333333,2,2,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,2,1,0,0,0,0,0,0,0,0,0,1.5,2,2,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,2.333333333,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,1,1,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0.333333333,1,1,3.666666667,6,4,8.333333333,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7.666666667,11,4,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029566002,0,0,0.143374504,0,0,0.003410119,0,0,0,0,0.030330964,0.581026792,0,0,0,0,0,0,0,0,0,0,0.038104178,0,0.055863124,0,0,0,0,0,0,0,0,0,0,0,0,0.089538176,0.165047138,1.418412919,0.000298699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036804026,0,0,0,0,0,0.005461205,0.049725596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003853454,0,0,0,0,0.031886338,0,0,0,0,0,0,0,0,0.092858815,0,0,0,0,0,0,0,0.07773022,0,0,0.245734366,0,0,0,0.070870041,0.154087748,0,0,0,0,0,0,0,0,0,0,0.678018107,0,0,0,0,0,0,0,0,0
"3","BG-0001_11",2.083333333,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,2.333333333,5,3,0,0,0,0.583333333,2,2,0,0,0,0.5,2,1,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,1.833333333,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,3,2,0,0,0,1.25,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083333333,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2,2,5.25,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,2.333333333,4,3,0,0,0,0,0,0,6.25,9,4,0,0,0,0,0,0,0.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101435763,0,0,0,0,0.001933311,0,0,0,0.074219592,0.591593482,0,0,0,0,0,0,0,0,0,0,0.028546962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107149877,0.380119755,0.557490212,0.13077356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065594971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012421171,0,0,0,0.044449837,0.028268444,0.081454562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008794384,0,0,0.015616078,0,0,0.07930897,0,0,0.576567509,0,0.003314456,0,0,0,0.018728429,0,0.252219484,0,0,0,0.012054213,0,0.829950984,0,0,0,0,0,0,0,0
"4","BG-0001_12",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,1.25,2,2,0,0,0,2.333333333,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916666667,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,1.166666667,2,2,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,6,4,6.75,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,3.5,4,3,0,0,0,0,0,0,4.75,6,3,0,0,0,0,0,0,1.25,2,2,0,0,0,0,0,0,0,0,0,2.5,5,3,0,0,0,0,0,0,0,0,0,0,0.021819339,0.195740346,0,0,0,0,0,0,0,0.058909547,0.14275588,0,0.765822611,0,0,0,0.002289625,0,0,0,0.245740546,0,0.013598689,0.190458399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290306197,0.154645382,0.009776225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053932965,0.001826133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119104458,0.718715533,0.050390279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790479,0.010966537,0.206152567,0,0.063715613,0,0,0.036508605,0,0,0,0,0,0,0,0,0,0.569779296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","BG-0001_13",1.833333333,3,2,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0.583333333,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0.583333333,2,2,0,0,0,1,1,1,0,0,0,3,5,3,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,2,2,0,0,0,0,0,0,0,0,0,2.833333333,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.5,1,1,0,0,0,0,0,0,1.666666667,3,2,0,0,0,0.833333333,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0.5,1,1,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,1.166666667,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3.25,5,3,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.166666667,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916666667,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833333333,6,4,7.416666667,12,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0.666666667,1,1,0,0,0,0.833333333,2,2,0,0,0,1.166666667,2,2,0,0,0,0.25,1,1,0.5,1,1,0,0,0,7.5,12,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0,0.015938362,0,0.002671406,0,0,0.002917124,0,0,0,0,0.244939741,0.231268924,0.203960485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083182242,0.808329858,0.082700897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023164266,0,0,0,0,0.203906795,0,0,0.067275548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327417,0,0,0.029593073,0,0,0.233599463,0,0,0.795848757,0,0.469769842,0,0,0,0.005151935,0,0,0,0,0,0,0,0.494511763,0,0,0,0,0,0,0,0
